icao,site,observed_utc,observed_local,flight_category,temp_c,dewpoint_c,wind_dir_deg,wind_kts,gust_kts,vis_sm,altimeter_hpa,raw_text,fetched_at_utc,fetched_at_local,site_name,site_lat,site_lon,country,region
CBBC,"Bella Bella Arpt, BC, CA",2025-10-03T17:45:00Z,2025-10-03 10:45:00,MVFR,12,12,VAR,2,0,5,1019.7,SPECI CBBC 031745Z AUTO VRB02KT 5SM RA BR FEW006 BKN011 OVC016 12/12 A3011 RMK PCPN 1.8MM PAST HR SLP199,2025-10-03T18:03:32Z,2025-10-03T14:03:32Z,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,CA,CA-BC
CBBC,"Bella Bella Arpt, BC, CA",2025-10-03T18:19:00Z,2025-10-03 11:19:00,MVFR,13,12,VAR,2,0,9,1019.7,SPECI CBBC 031819Z AUTO VRB02KT 9SM -RA BKN014 BKN019 OVC055 13/12 A3011 RMK SLP200,2025-10-03T18:21:03Z,2025-10-03T14:21:03Z,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,CA,CA-BC
CBBC,"Bella Bella Arpt, BC, CA",2025-10-03T18:32:00Z,2025-10-03 11:32:00,MVFR,13,12,VAR,2,0,9,1019.7,SPECI CBBC 031832Z AUTO VRB02KT 9SM OVC012 13/12 A3011 RMK SLP199,2025-10-03T18:46:35Z,2025-10-03T14:46:35Z,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,CA,CA-BC
CWJC,"Ennadai Lake, NU, CA",2025-10-03T17:00:00Z,2025-10-03 17:00:00,NA,8.6,5.1,VAR,NA,0,NA,NA,METAR CWJC 031700Z AUTO 09/05 RMK AO1 18 8023 SLP079 T00860051,2025-10-03T18:04:51Z,2025-10-03T14:04:51Z,Ennadai Lake Airport,61.1333333333,-100.9,CA,CA-NU
CWJC,"Ennadai Lake, NU, CA",2025-10-03T18:00:00Z,2025-10-03 18:00:00,NA,10.6,5.4,VAR,NA,0,NA,NA,METAR CWJC 031800Z AUTO 11/05 RMK AO1 22 8027 SLP066 T01060054,2025-10-03T18:21:19Z,2025-10-03T14:21:19Z,Ennadai Lake Airport,61.1333333333,-100.9,CA,CA-NU
CYAH,"La Grande IV Arpt, QC, CA",2025-10-03T17:49:00Z,2025-10-03 13:49:00,MVFR,10,6,310,5,0,9,1011.3,SPECI CYAH 031749Z AUTO 31005KT 280V340 9SM SCT020 BKN029 OVC035 10/06 A2986 RMK SLP125,2025-10-03T18:04:51Z,2025-10-03T14:04:51Z,La Grande-4 Airport,53.754699707,-73.6753005981,CA,CA-QC
CYAH,"La Grande IV Arpt, QC, CA",2025-10-03T18:19:00Z,2025-10-03 14:19:00,MVFR,10,6,300,8,15,9,1011.6,SPECI CYAH 031819Z AUTO 30008G15KT 270V340 9SM BKN022 OVC027 10/06 A2987 RMK SLP128,2025-10-03T18:21:19Z,2025-10-03T14:21:19Z,La Grande-4 Airport,53.754699707,-73.6753005981,CA,CA-QC
CYAM,"Sault Ste Marie Arpt, ON, CA",2025-10-03T17:00:00Z,2025-10-03 13:00:00,VFR,20,15,80,3,0,20,1020.4,METAR CYAM 031700Z 08003KT 040V140 20SM FEW064 SCT100 BKN150 BKN250 20/15 A3013 RMK CU1AC3AC3CI1 CU TR CI TR SLP209 DENSITY ALT 1200FT,2025-10-03T18:04:51Z,2025-10-03T14:04:51Z,Sault Ste Marie Airport,46.483216,-84.508467,CA,CA-ON
CYAM,"Sault Ste Marie Arpt, ON, CA",2025-10-03T18:00:00Z,2025-10-03 14:00:00,VFR,23,17,VAR,4,0,20,1020.1,METAR CYAM 031800Z VRB04KT 20SM FEW061 FEW086 SCT120 SCT250 23/17 A3012 RMK CU1AC1AC2CI1 CU TR CI TR SLP203 DENSITY ALT 1500FT,2025-10-03T18:21:19Z,2025-10-03T14:21:19Z,Sault Ste Marie Airport,46.483216,-84.508467,CA,CA-ON
CYAS,"Kangirsuk Arpt, QC, CA",2025-10-03T17:57:00Z,2025-10-03 13:57:00,VFR,6,1,290,27,34,13,997.4,SPECI CYAS 031757Z 29027G34KT 13SM -RA BKN031 06/01 A2945 RMK SC7 SLP983,2025-10-03T18:04:51Z,2025-10-03T14:04:51Z,Kangirsuk Airport,60.027199,-69.999199,CA,CA-QC
CYAS,"Kangirsuk Arpt, QC, CA",2025-10-03T18:00:00Z,2025-10-03 14:00:00,VFR,5,1,290,24,34,13,997.7,METAR CYAS 031800Z 29024G34KT 13SM -RA BKN031 05/01 A2946 RMK SC7 SLP985,2025-10-03T18:21:19Z,2025-10-03T14:21:19Z,Kangirsuk Airport,60.027199,-69.999199,CA,CA-QC
CYAT,"Attawapisket Arpt, ON, CA",2025-10-03T17:00:00Z,2025-10-03 13:00:00,MVFR,10,8,350,5,0,9,1018.7,METAR CYAT 031700Z AUTO 35005KT 9SM OVC021 10/08 A3008 RMK SLP189,2025-10-03T18:04:51Z,2025-10-03T14:04:51Z,Attawapiskat Airport,52.927502,-82.4319,CA,CA-ON
CYAT,"Attawapisket Arpt, ON, CA",2025-10-03T18:00:00Z,2025-10-03 14:00:00,MVFR,11,7,310,7,0,8,1019,METAR CYAT 031800Z AUTO 31007KT 260V350 8SM SCT019 BKN026 OVC034 11/07 A3009 RMK SLP193,2025-10-03T18:21:19Z,2025-10-03T14:21:19Z,Attawapiskat Airport,52.927502,-82.4319,CA,CA-ON
CYAW,"Shearwater, NS, CA",2025-10-03T17:00:00Z,2025-10-03 17:00:00,VFR,19,6,260,11,0,15,1022.4,METAR CYAW 031700Z 26011KT 15SM FEW250 19/06 A3019 RMK CI1 DENSITY ALT 486FT SLP225,2025-10-03T18:04:51Z,2025-10-03T14:04:51Z,CFB Shearwater Heliport,44.636782,-63.502107,CA,CA-NS
CYAW,"Shearwater, NS, CA",2025-10-03T18:00:00Z,2025-10-03 18:00:00,VFR,19,7,240,11,16,15,1021.4,METAR CYAW 031800Z 24011G16KT 230V290 15SM FEW250 19/07 A3016 RMK CI1 DENSITY ALT 550FT SLP215,2025-10-03T18:21:19Z,2025-10-03T14:21:19Z,CFB Shearwater Heliport,44.636782,-63.502107,CA,CA-NS
CYAY,"St Anthony Arpt, NL, CA",2025-10-03T17:00:00Z,2025-10-03 14:30:00,VFR,14,7,220,22,36,9,1007.2,METAR CYAY 031700Z AUTO 22022G36KT 9SM BKN140 BKN180 14/07 A2974 RMK SLP073,2025-10-03T18:04:51Z,2025-10-03T14:04:51Z,St. Anthony Airport,51.391909,-56.08321,CA,CA-NL
CYAY,"St Anthony Arpt, NL, CA",2025-10-03T18:00:00Z,2025-10-03 15:30:00,VFR,13,7,230,21,36,9,1006.5,METAR CYAY 031800Z AUTO 23021G36KT 9SM CLR 13/07 A2972 RMK SLP066,2025-10-03T18:21:19Z,2025-10-03T14:21:19Z,St. Anthony Airport,51.391909,-56.08321,CA,CA-NL
CYAZ,"Tofino Arpt, BC, CA",2025-10-03T17:00:00Z,2025-10-03 10:00:00,VFR,13,12,0,0,0,15,1021.1,METAR CYAZ 031700Z 00000KT 15SM OVC044 13/12 A3015 RMK SC8 SLP211,2025-10-03T18:04:51Z,2025-10-03T14:04:51Z,Tofino / Long Beach Airport,49.079833,-125.775583,CA,CA-BC
CYAZ,"Tofino Arpt, BC, CA",2025-10-03T18:00:00Z,2025-10-03 11:00:00,VFR,14,12,VAR,2,0,15,1021.4,METAR CYAZ 031800Z VRB02KT 15SM OVC037 14/12 A3016 RMK SC8 SLP216,2025-10-03T18:21:19Z,2025-10-03T14:21:19Z,Tofino / Long Beach Airport,49.079833,-125.775583,CA,CA-BC
CYBB,"Pelly Bay/Kugaaruk Arpt, NU, CA",2025-10-03T17:00:00Z,2025-10-03 11:00:00,MVFR,-1,-4,310,8,0,15,1003.5,METAR CYBB 031700Z 31008KT 15SM OVC017 M01/M04 A2963 RMK SC8 SLP037,2025-10-03T18:04:51Z,2025-10-03T14:04:51Z,Kugaaruk Airport,68.535711,-89.805508,CA,CA-NU
CYBB,"Pelly Bay/Kugaaruk Arpt, NU, CA",2025-10-03T18:00:00Z,2025-10-03 12:00:00,MVFR,0,-4,300,8,0,15,1003.5,METAR CYBB 031800Z 30008KT 15SM OVC020 M00/M04 A2963 RMK SC8 SLP037,2025-10-03T18:21:19Z,2025-10-03T14:21:19Z,Kugaaruk Airport,68.535711,-89.805508,CA,CA-NU
CYBC,"Baie Comeau Arpt, QC, CA",2025-10-03T17:00:00Z,2025-10-03 13:00:00,VFR,14,6,240,23,31,9,1015,METAR CYBC 031700Z AUTO 24023G31KT 9SM FEW120 14/06 A2997 RMK SLP152,2025-10-03T18:04:51Z,2025-10-03T14:04:51Z,Baie-Comeau Airport,49.1325,-68.204399,CA,CA-QC
CYBC,"Baie Comeau Arpt, QC, CA",2025-10-03T18:00:00Z,2025-10-03 14:00:00,VFR,14,5,240,22,27,9,1014.3,METAR CYBC 031800Z AUTO 24022G27KT 9SM FEW130 14/05 A2995 RMK SLP146,2025-10-03T18:21:19Z,2025-10-03T14:21:19Z,Baie-Comeau Airport,49.1325,-68.204399,CA,CA-QC
CYBD,"Bella Coola Arpt, BC, CA",2025-10-03T17:00:00Z,2025-10-03 10:00:00,MVFR,12,12,280,10,16,4,1017.7,METAR CYBD 031700Z 28010G16KT 4SM -SHRA BR FEW006 FEW013 BKN037 OVC066 12/12 A3005 RMK SF1SC1CU4AC2 VIS LWR E SLP178,2025-10-03T18:04:51Z,2025-10-03T14:04:51Z,Bella Coola Airport,52.387501,-126.596001,CA,CA-BC
CYBD,"Bella Coola Arpt, BC, CA",2025-10-03T18:00:00Z,2025-10-03 11:00:00,MVFR,13,12,280,11,16,4,1018.4,METAR CYBD 031800Z 28011G16KT 250V310 4SM -SHRA BR FEW006 FEW013 BKN032 OVC066 13/12 A3007 RMK SF1SC1CU3AC3 VIS LWR E SLP186,2025-10-03T18:21:19Z,2025-10-03T14:21:19Z,Bella Coola Airport,52.387501,-126.596001,CA,CA-BC
CYBG,"Bagotville, QC, CA",2025-10-03T17:00:00Z,2025-10-03 13:00:00,VFR,17,5,10,2,0,25,1017.7,METAR CYBG 031700Z 01002KT 25SM FEW160 SCT230 17/05 A3005 RMK AC2CC2 DENSITY ALT 813FT AC STANDING LENT S SLP181,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,CFB Bagotville / Saguenay-Bagotville Airport,48.331908,-70.992909,CA,CA-QC
CYBG,"Bagotville, QC, CA",2025-10-03T18:00:00Z,2025-10-03 14:00:00,VFR,19,7,60,2,0,25,1016.7,METAR CYBG 031800Z 06002KT 25SM FEW160 BKN230 19/07 A3002 RMK AC2CC4 DENSITY ALT 1160FT AC STANDING LENT S SLP172,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,CFB Bagotville / Saguenay-Bagotville Airport,48.331908,-70.992909,CA,CA-QC
CYBK,"Baker Lake Arpt, NU, CA",2025-10-03T17:00:00Z,2025-10-03 12:00:00,VFR,6,4,160,9,0,25,1006.9,METAR CYBK 031700Z 16009KT 25SM FEW015 BKN060 BKN150 06/04 A2973 RMK SC1SC7AC1 SC TR AC TR SLP069,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Baker Lake Airport,64.29889678960001,-96.077796936,CA,CA-NU
CYBK,"Baker Lake Arpt, NU, CA",2025-10-03T18:00:00Z,2025-10-03 13:00:00,VFR,6,4,140,12,0,25,1005.8,METAR CYBK 031800Z 14012KT 25SM FEW015 BKN063 06/04 A2970 RMK SC1SC7 SC TR SLP062,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Baker Lake Airport,64.29889678960001,-96.077796936,CA,CA-NU
CYBL,"Campbell River Arpt, BC, CA",2025-10-03T17:00:00Z,2025-10-03 10:00:00,MVFR,11,10,VAR,2,0,20,1021.1,METAR CYBL 031700Z VRB02KT 20SM FEW005 BKN021 OVC200 11/10 A3015 RMK SF2SC5CI1 CIG RAG SLP214,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Campbell River Airport,49.950802,-125.271004,CA,CA-BC
CYBL,"Campbell River Arpt, BC, CA",2025-10-03T18:00:00Z,2025-10-03 11:00:00,MVFR,12,10,VAR,2,0,30,1021.4,METAR CYBL 031800Z VRB02KT 30SM FEW008 BKN020 OVC200 12/10 A3016 RMK CF1SC6CI1 CIG RAG SLP217,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Campbell River Airport,49.950802,-125.271004,CA,CA-BC
CYBQ,"Tadoule Lake Arpt, MB, CA",2025-10-03T17:00:00Z,2025-10-03 12:00:00,VFR,9,5,190,10,17,9,1013,METAR CYBQ 031700Z AUTO 19010G17KT 9SM CLR 09/05 A2991 RMK SLP146,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Tadoule Lake Airport,58.706308,-98.511057,CA,CA-MB
CYBQ,"Tadoule Lake Arpt, MB, CA",2025-10-03T18:00:00Z,2025-10-03 13:00:00,VFR,11,5,190,8,17,9,1012.3,METAR CYBQ 031800Z AUTO 19008G17KT 150V210 9SM BKN076 11/05 A2989 RMK SLP137,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Tadoule Lake Airport,58.706308,-98.511057,CA,CA-MB
CYBR,"Brandon Arpt, MB, CA",2025-10-03T17:00:00Z,2025-10-03 12:00:00,VFR,18,13,100,12,18,15,1013.6,METAR CYBR 031700Z 10012G18KT 15SM FEW110 SCT170 BKN250 18/13 A2993 RMK AC2AC1CI3 SLP142 DENSITY ALT 2100FT,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Brandon Municipal Airport,49.91,-99.951897,CA,CA-MB
CYBR,"Brandon Arpt, MB, CA",2025-10-03T18:00:00Z,2025-10-03 13:00:00,VFR,19,13,100,13,19,15,1011.9,METAR CYBR 031800Z 10013G19KT 15SM FEW110 SCT150 BKN250 19/13 A2988 RMK ACC1AC2CI4 SLP126 DENSITY ALT 2200FT,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Brandon Municipal Airport,49.91,-99.951897,CA,CA-MB
CYBU,"Nipawin, SK, CA",2025-10-03T17:00:00Z,2025-10-03 17:00:00,VFR,12,8,100,7,0,9,1013.3,METAR CYBU 031700Z AUTO 10007KT 040V110 9SM CLR 12/08 A2992 RMK SLP149,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Nipawin Airport,53.33250045776367,-104.00800323486328,CA,CA-SK
CYBU,"Nipawin, SK, CA",2025-10-03T18:00:00Z,2025-10-03 18:00:00,VFR,12,8,120,6,0,9,1013,METAR CYBU 031800Z AUTO 12006KT 9SM CLR 12/08 A2991 RMK SLP144,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Nipawin Airport,53.33250045776367,-104.00800323486328,CA,CA-SK
CYBV,"Berens River Arpt, MB, CA",2025-10-03T17:00:00Z,2025-10-03 12:00:00,VFR,15,9,140,6,0,15,1017.7,METAR CYBV 031700Z 14006KT 110V190 15SM BKN170 BKN250 15/09 A3005 RMK AC5CI1 SLP186,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Berens River Airport,52.358898,-97.018303,CA,CA-MB
CYBV,"Berens River Arpt, MB, CA",2025-10-03T18:00:00Z,2025-10-03 13:00:00,VFR,17,8,160,7,0,15,1016.7,METAR CYBV 031800Z 16007KT 110V170 15SM FEW160 BKN250 17/08 A3002 RMK AC1CS5 SLP175 DENSITY ALT 1100FT,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Berens River Airport,52.358898,-97.018303,CA,CA-MB
CYBW,"Calgary/Springbank Arpt, AB, CA",2025-10-03T17:00:00Z,2025-10-03 17:00:00,VFR,11,1,310,4,0,9,1014.3,METAR CYBW 031700Z AUTO 31004KT 270V340 9SM CLR 11/01 A2995 RMK SLP162 DENSITY ALT 4400FT,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Calgary / Springbank Airport,51.1031,-114.374001,CA,CA-AB
CYBW,"Calgary/Springbank Arpt, AB, CA",2025-10-03T18:00:00Z,2025-10-03 18:00:00,VFR,14,-3,280,6,0,9,1013.6,METAR CYBW 031800Z AUTO 28006KT 240V310 9SM CLR 14/M03 A2993 RMK SLP151 DENSITY ALT 4800FT,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Calgary / Springbank Airport,51.1031,-114.374001,CA,CA-AB
CYBX,"Blanc Sablon Arpt, QC, CA",2025-10-03T17:00:00Z,2025-10-03 13:00:00,VFR,11,8,250,15,21,15,1007.9,METAR CYBX 031700Z 25015G21KT 15SM SCT052 BKN064 BKN250 11/08 A2976 RMK SC4SC2CI1 CI TR SLP081,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Lourdes-de-Blanc-Sablon Airport,51.443600000000004,-57.185299,CA,CA-QC
CYBX,"Blanc Sablon Arpt, QC, CA",2025-10-03T18:00:00Z,2025-10-03 14:00:00,VFR,11,8,250,16,21,15,1007.5,METAR CYBX 031800Z 25016G21KT 15SM FEW050 FEW064 SCT140 SCT250 11/08 A2975 RMK SC1SC1AC2CI1 CI TR SLP077,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Lourdes-de-Blanc-Sablon Airport,51.443600000000004,-57.185299,CA,CA-QC
CYCA,"Cartwright Arpt, NL, CA",2025-10-03T17:00:00Z,2025-10-03 14:00:00,VFR,17,9,240,13,22,9,1000.4,METAR CYCA 031700Z AUTO 24013G22KT 9SM SCT048 BKN060 17/09 A2954 RMK SLP007 DENSITY ALT 800FT,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Cartwright Airport,53.682501,-57.042303,CA,CA-NL
CYCA,"Cartwright Arpt, NL, CA",2025-10-03T18:00:00Z,2025-10-03 15:00:00,VFR,18,9,220,9,18,9,1000.4,METAR CYCA 031800Z AUTO 22009G18KT 9SM SCT091 18/09 A2954 RMK SLP006 DENSITY ALT 900FT,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Cartwright Airport,53.682501,-57.042303,CA,CA-NL
CYCB,"Cambridge Bay Arpt, NU, CA",2025-10-03T17:00:00Z,2025-10-03 11:00:00,IFR,3,3,100,11,0,15,994.7,METAR CYCB 031700Z 10011KT 15SM OVC006 03/03 A2937 RMK SC8 SLP949,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Cambridge Bay Airport,69.1081008911,-105.138000488,CA,CA-NU
CYCB,"Cambridge Bay Arpt, NU, CA",2025-10-03T18:00:00Z,2025-10-03 12:00:00,IFR,3,3,130,11,0,15,993.6,METAR CYCB 031800Z 13011KT 15SM OVC007 03/03 A2934 RMK SC8 CIG RAG SLP941,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Cambridge Bay Airport,69.1081008911,-105.138000488,CA,CA-NU
CYCB,"Cambridge Bay Arpt, NU, CA",2025-10-03T18:45:00Z,2025-10-03 12:45:00,VFR,4,3,120,9,0,15,993.3,SPECI CYCB 031845Z 12009KT 15SM SCT007 BKN031 BKN047 04/03 A2933 RMK SF4SC1SC2 SLP938,2025-10-03T18:58:11Z,2025-10-03T14:58:11Z,Cambridge Bay Airport,69.1081008911,-105.138000488,CA,CA-NU
CYCD,"Nanaimo Arpt, BC, CA",2025-10-03T17:00:00Z,2025-10-03 10:00:00,MVFR,12,10,150,3,0,NA,1021.4,METAR CYCD 031700Z 15003KT 10SM OVC013 12/10 A3016 RMK SC8 SLP215,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Nanaimo Airport,49.05497,-123.869863,CA,CA-BC
CYCD,"Nanaimo Arpt, BC, CA",2025-10-03T18:00:00Z,2025-10-03 11:00:00,MVFR,13,10,0,0,0,NA,1021.4,METAR CYCD 031800Z 00000KT 10SM OVC013 13/10 A3016 RMK SC8 SLP216,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Nanaimo Airport,49.05497,-123.869863,CA,CA-BC
CYCG,"Castlegar Rgnl, BC, CA",2025-10-03T17:00:00Z,2025-10-03 10:00:00,VFR,9,5,360,2,0,15,1018.7,METAR CYCG 031700Z 36002KT 15SM FEW030 FEW250 09/05 A3008 RMK CF1CI1 CF TR SLP198,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Castlegar/West Kootenay Regional Airport,49.296398,-117.632004,CA,CA-BC
CYCG,"Castlegar Rgnl, BC, CA",2025-10-03T18:00:00Z,2025-10-03 11:00:00,VFR,12,5,0,0,0,15,1018,METAR CYCG 031800Z 00000KT 15SM FEW050 FEW220 12/05 A3006 RMK CU1CI2 CU TR SLP191,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Castlegar/West Kootenay Regional Airport,49.296398,-117.632004,CA,CA-BC
CYCK,"Chatham/Kent Arpt, ON, CA",2025-10-03T17:00:00Z,2025-10-03 13:00:00,VFR,25,16,190,5,0,9,1024.1,METAR CYCK 031700Z AUTO 19005KT 140V210 9SM CLR 25/16 A3024 RMK SLP240 DENSITY ALT 1600FT,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Chatham Kent Airport,42.3064002991,-82.0819015503,CA,CA-ON
CYCK,"Chatham/Kent Arpt, ON, CA",2025-10-03T18:00:00Z,2025-10-03 14:00:00,VFR,25,16,160,9,0,9,1023.5,METAR CYCK 031800Z AUTO 16009KT 9SM CLR 25/16 A3022 RMK SLP236 DENSITY ALT 1600FT,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Chatham Kent Airport,42.3064002991,-82.0819015503,CA,CA-ON
CYCO,"Coppermine/Kugluktuk Arpt, NU, CA",2025-10-03T17:00:00Z,2025-10-03 11:00:00,MVFR,1,1,260,7,0,15,994.7,METAR CYCO 031700Z 26007KT 15SM SCT005 BKN010 OVC020 01/01 A2937 RMK SF4ST3SC1 SLP948,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Kugluktuk Airport,67.816408,-115.14307,CA,CA-NU
CYCO,"Coppermine/Kugluktuk Arpt, NU, CA",2025-10-03T18:00:00Z,2025-10-03 12:00:00,MVFR,2,1,280,8,0,15,994.7,METAR CYCO 031800Z 28008KT 15SM FEW005 OVC011 02/01 A2937 RMK ST2ST6 SLP948,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Kugluktuk Airport,67.816408,-115.14307,CA,CA-NU
CYCP,"Blue River Arpt, BC, CA",2025-10-03T17:00:00Z,2025-10-03 17:00:00,VFR,9,8,VAR,2,0,6,1018,METAR CYCP 031700Z VRB02KT 6SM BR SCT003 BKN060 BKN095 09/08 A3006 RMK SF3CU2AC2 SLP195,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Blue River Airport,52.11669921875,-119.28299713134766,CA,CA-BC
CYCP,"Blue River Arpt, BC, CA",2025-10-03T18:00:00Z,2025-10-03 18:00:00,VFR,10,8,0,0,0,15,1017.7,METAR CYCP 031800Z 00000KT 15SM FEW005 BKN055 OVC095 10/08 A3005 RMK SF1CU5AC2 SLP191,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Blue River Airport,52.11669921875,-119.28299713134766,CA,CA-BC
CYCQ,"Chetwynd Arpt, BC, CA",2025-10-03T17:00:00Z,2025-10-03 10:00:00,VFR,10,2,240,20,0,35,1008.9,METAR CYCQ 031700Z 24020KT 35SM FEW035 SCT120 BKN130 OVC200 10/02 A2979 RMK CU2AC2AC3CI1 SLP106,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Chetwynd Airport,55.687198638916016,-121.6269989013672,CA,CA-BC
CYCQ,"Chetwynd Arpt, BC, CA",2025-10-03T18:00:00Z,2025-10-03 11:00:00,VFR,10,2,240,19,32,15,1009.2,METAR CYCQ 031800Z 24019G32KT 15SM FEW035 SCT120 OVC130 10/02 A2980 RMK CU1AC2AC5 SLP110,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Chetwynd Airport,55.687198638916016,-121.6269989013672,CA,CA-BC
CYCS,"Chesterfield Inlet Arpt, NU, CA",2025-10-03T17:00:00Z,2025-10-03 12:00:00,MVFR,3,-1,300,12,17,15,1009.2,METAR CYCS 031700Z 30012G17KT 15SM OVC015 03/M01 A2980 RMK SC8 SLP093,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Chesterfield Inlet Airport,63.346901,-90.731102,CA,CA-NU
CYCS,"Chesterfield Inlet Arpt, NU, CA",2025-10-03T18:00:00Z,2025-10-03 13:00:00,MVFR,5,0,290,13,0,15,1009.2,METAR CYCS 031800Z 29013KT 15SM OVC018 05/M00 A2980 RMK SC8 SLP094,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Chesterfield Inlet Airport,63.346901,-90.731102,CA,CA-NU
CYCS,"Chesterfield Inlet Arpt, NU, CA",2025-10-03T18:49:00Z,2025-10-03 13:49:00,VFR,5,0,280,10,0,15,1009.2,SPECI CYCS 031849Z 28010KT 15SM SCT020 05/00 A2980 RMK SC3 SLP094,2025-10-03T18:58:11Z,2025-10-03T14:58:11Z,Chesterfield Inlet Airport,63.346901,-90.731102,CA,CA-NU
CYCX,"Gagetown , NB, CA",2025-10-03T17:00:00Z,2025-10-03 17:00:00,VFR,21,3,220,9,0,15,1020.4,METAR CYCX 031700Z 22009KT 200V310 15SM FEW160 FEW250 21/03 A3013 RMK AC1CI2 DENSITY ALT 792FT SLP203,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,CFB Gagetown Heliport,45.837766,-66.436729,CA,CA-NB
CYCX,"Gagetown , NB, CA",2025-10-03T18:00:00Z,2025-10-03 18:00:00,VFR,22,2,210,8,17,15,1019.7,METAR CYCX 031800Z 21008G17KT 190V250 15SM FEW250 22/02 A3011 RMK CI1 DENSITY ALT 858FT SLP196,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,CFB Gagetown Heliport,45.837766,-66.436729,CA,CA-NB
CYCY,"Cylde River Arpt, NU, CA",2025-10-03T18:02:00Z,2025-10-03 14:02:00,VFR,-1,-2,10,19,0,6,984.8,SPECI CYCY 031802Z AUTO 01019KT 6SM -SN SCT012 BKN034 OVC046 M01/M02 A2908 RMK SLP852,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Clyde River Airport,70.486099,-68.516701,CA,CA-NU
CYCY,"Cylde River Arpt, NU, CA",2025-10-03T18:18:00Z,2025-10-03 14:18:00,MVFR,-1,-2,360,16,21,5,985.2,SPECI CYCY 031818Z AUTO 36016G21KT 5SM -SN SCT012 OVC036 M01/M02 A2909 RMK SLP856,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Clyde River Airport,70.486099,-68.516701,CA,CA-NU
CYCY,"Cylde River Arpt, NU, CA",2025-10-03T18:34:00Z,2025-10-03 14:34:00,IFR,-1,-2,360,15,20,1.5,985.5,SPECI CYCY 031834Z AUTO 36015G20KT 1 1/2SM -SN FEW010 OVC023 M01/M02 A2910 RMK VIS VRB 1 1/4-2 SLP858,2025-10-03T18:46:50Z,2025-10-03T14:46:50Z,Clyde River Airport,70.486099,-68.516701,CA,CA-NU
CYDA,"Dawson Arpt, YT, CA",2025-10-03T17:00:00Z,2025-10-03 10:00:00,VFR,-2,-3,100,3,0,20,1007.5,METAR CYDA 031700Z 10003KT 20SM FEW100 SCT150 BKN210 M02/M03 A2975 RMK AC2AC2CI2 SLP097,2025-10-03T18:04:54Z,2025-10-03T14:04:54Z,Dawson City Airport,64.04309844970703,-139.1280059814453,CA,CA-YT
CYDA,"Dawson Arpt, YT, CA",2025-10-03T18:00:00Z,2025-10-03 11:00:00,VFR,-1,-3,70,3,0,20,1007.9,METAR CYDA 031800Z 07003KT 20SM BKN065 OVC080 M01/M03 A2976 RMK SC5AS3 SLP101,2025-10-03T18:21:22Z,2025-10-03T14:21:22Z,Dawson City Airport,64.04309844970703,-139.1280059814453,CA,CA-YT
