icao,site,observed_utc,observed_local,flight_category,temp_c,dewpoint_c,wind_dir_deg,wind_kts,gust_kts,vis_sm,altimeter_hpa,raw_text,fetched_at_utc,fetched_at_local,site_name,site_lat,site_lon,country,region
KI16,"Pineville/Kee Fld, WV, US",2025-10-03T18:01:00Z,2025-10-03 18:01:00,VFR,25,13,VAR,NA,0,NA,1028.2,METAR KI16 031801Z AUTO 10SM CLR 25/13 A3036 RMK AO2,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Kee Field,37.600399,-81.559303,US,US-WV
KI16,"Pineville/Kee Fld, WV, US",2025-10-03T18:40:00Z,2025-10-03 18:40:00,VFR,25,13,VAR,NA,0,NA,1027.9,METAR KI16 031840Z AUTO 10SM CLR 25/13 A3035 RMK AO2,2025-10-03T18:47:24Z,2025-10-03T14:47:24Z,Kee Field,37.600399,-81.559303,US,US-WV
KI23,"Washington Court House/Fayette Cnty, OH, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,28,11,0,0,0,NA,1024.5,METAR KI23 031755Z AUTO 00000KT 10SM CLR 28/11 A3025 RMK AO1,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Fayette County Airport,39.5704,-83.420502,US,US-OH
KI23,"Washington Court House/Fayette Cnty, OH, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,28,12,170,4,0,NA,1024.1,METAR KI23 031815Z AUTO 17004KT 10SM CLR 28/12 A3024 RMK AO1,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Fayette County Airport,39.5704,-83.420502,US,US-OH
KI23,"Washington Court House/Fayette Cnty, OH, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,28,11,200,5,0,NA,1023.8,METAR KI23 031835Z AUTO 20005KT 10SM CLR 28/11 A3023 RMK AO1,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Fayette County Airport,39.5704,-83.420502,US,US-OH
KI23,"Washington Court House/Fayette Cnty, OH, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,VFR,28,12,160,4,0,NA,1023.8,METAR KI23 031855Z AUTO 16004KT 10SM CLR 28/12 A3023 RMK AO1,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Fayette County Airport,39.5704,-83.420502,US,US-OH
KI35,"Harlan/Guthrie Mem, KY, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,24.6,13.7,0,0,0,NA,1026.8,METAR KI35 031755Z AUTO 00000KT 10SM SCT050 25/14 A3032 RMK AO2 T02460137 10251 20124,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Tucker Guthrie Memorial Airport,36.859352,-83.358523,US,US-KY
KI35,"Harlan/Guthrie Mem, KY, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,25.9,14.8,240,4,0,NA,1026.5,METAR KI35 031815Z AUTO 24004KT 10SM CLR 26/15 A3031 RMK AO2 T02590148,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Tucker Guthrie Memorial Airport,36.859352,-83.358523,US,US-KY
KI35,"Harlan/Guthrie Mem, KY, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,25.9,14.9,140,3,0,NA,1026.2,METAR KI35 031835Z AUTO 14003KT 10SM BKN045 BKN050 26/15 A3030 RMK AO2 T02590149,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Tucker Guthrie Memorial Airport,36.859352,-83.358523,US,US-KY
KI40,"Coshocton/Downing Arpt, OH, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,25,14,170,3,0,NA,1025.8,METAR KI40 031755Z AUTO 17003KT 10SM CLR 25/14 A3029 RMK AO2,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Richard Downing Airport,40.3092,-81.853401,US,US-OH
KI40,"Coshocton/Downing Arpt, OH, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,25,13,180,3,0,NA,1025.5,METAR KI40 031815Z AUTO 18003KT 10SM CLR 25/13 A3028 RMK AO2,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Richard Downing Airport,40.3092,-81.853401,US,US-OH
KI40,"Coshocton/Downing Arpt, OH, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,26,14,130,4,0,NA,1025.1,METAR KI40 031835Z AUTO 13004KT 10SM CLR 26/14 A3027 RMK AO2,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Richard Downing Airport,40.3092,-81.853401,US,US-OH
KI63,"Mt Sterling Muni, IL, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,28.7,16.6,230,5,0,NA,1022.8,METAR KI63 031755Z AUTO 23005KT 10SM SCT050 SCT060 29/17 A3020 RMK AO2 T02870166 10300 20146,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Mount Sterling Municipal Airport,39.987499,-90.804199,US,US-IL
KI63,"Mt Sterling Muni, IL, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,28.3,16.3,210,7,0,NA,1022.4,METAR KI63 031815Z AUTO 21007KT 10SM SCT060 28/16 A3019 RMK AO2 T02830163,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Mount Sterling Municipal Airport,39.987499,-90.804199,US,US-IL
KI63,"Mt Sterling Muni, IL, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,29.7,17.4,130,7,0,NA,1022.1,METAR KI63 031835Z AUTO 13007KT 10SM CLR 30/17 A3018 RMK AO2 T02970174,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Mount Sterling Municipal Airport,39.987499,-90.804199,US,US-IL
KI63,"Mt Sterling Muni, IL, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,VFR,27.8,17.3,140,6,0,NA,1021.8,METAR KI63 031855Z AUTO 14006KT 10SM SCT055 28/17 A3017 RMK AO2 T02780173,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Mount Sterling Municipal Airport,39.987499,-90.804199,US,US-IL
KI67,"Harrison/West Arpt, OH, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,28,13,210,4,0,NA,1024.1,METAR KI67 031755Z AUTO 21004KT 10SM CLR 28/13 A3024 RMK AO1,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Cincinnati West Airport,39.2589,-84.7743,US,US-OH
KI67,"Harrison/West Arpt, OH, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,28,14,0,0,0,NA,1023.8,METAR KI67 031815Z AUTO 00000KT 10SM CLR 28/14 A3023 RMK AO1,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Cincinnati West Airport,39.2589,-84.7743,US,US-OH
KI67,"Harrison/West Arpt, OH, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,28,13,150,3,0,NA,1023.5,METAR KI67 031835Z AUTO 15003KT 10SM CLR 28/13 A3022 RMK AO1,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Cincinnati West Airport,39.2589,-84.7743,US,US-OH
KI67,"Harrison/West Arpt, OH, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,VFR,29,13,0,0,0,NA,1023.5,METAR KI67 031855Z AUTO 00000KT 10SM CLR 29/13 A3022 RMK AO1,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Cincinnati West Airport,39.2589,-84.7743,US,US-OH
KI68,"Lebanon/Warren Cnty, OH, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,29,16,VAR,6,0,NA,1024.1,METAR KI68 031755Z AUTO VRB06KT 10SM CLR 29/16 A3024 RMK AO2,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Warren County Airport/John Lane Field,39.4622,-84.251801,US,US-OH
KI68,"Lebanon/Warren Cnty, OH, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,29,17,VAR,5,11,NA,1023.8,METAR KI68 031815Z AUTO VRB05G11KT 10SM CLR 29/17 A3023 RMK AO2,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Warren County Airport/John Lane Field,39.4622,-84.251801,US,US-OH
KI68,"Lebanon/Warren Cnty, OH, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,29,16,190,8,0,NA,1023.5,METAR KI68 031835Z AUTO 19008KT 10SM CLR 29/16 A3022 RMK AO2,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Warren County Airport/John Lane Field,39.4622,-84.251801,US,US-OH
KI68,"Lebanon/Warren Cnty, OH, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,VFR,29,16,VAR,3,0,NA,1023.5,METAR KI68 031855Z AUTO VRB03KT 10SM CLR 29/16 A3022 RMK AO2,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Warren County Airport/John Lane Field,39.4622,-84.251801,US,US-OH
KI69,"Batavia/Clermont Cnty, OH, US",2025-10-03T17:56:00Z,2025-10-03 17:56:00,NA,27.6,13.1,210,4,0,NA,1024.8,METAR KI69 031756Z AUTO 21004KT 10SM 28/13 A3026 RMK AO1 T02760131 10277 20138,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Clermont County Airport,39.0784,-84.210197,US,US-OH
KI69,"Batavia/Clermont Cnty, OH, US",2025-10-03T18:16:00Z,2025-10-03 18:16:00,NA,27.9,13.3,0,0,0,NA,1024.8,METAR KI69 031816Z AUTO 00000KT 10SM 28/13 A3026 RMK AO1 T02790133,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Clermont County Airport,39.0784,-84.210197,US,US-OH
KI69,"Batavia/Clermont Cnty, OH, US",2025-10-03T18:36:00Z,2025-10-03 18:36:00,NA,28,12.8,250,4,0,NA,1024.5,METAR KI69 031836Z AUTO 25004KT 10SM 28/13 A3025 RMK AO1 T02800128,2025-10-03T18:47:24Z,2025-10-03T14:47:24Z,Clermont County Airport,39.0784,-84.210197,US,US-OH
KI69,"Batavia/Clermont Cnty, OH, US",2025-10-03T18:56:00Z,2025-10-03 18:56:00,NA,28.3,13.3,0,0,0,NA,1024.1,METAR KI69 031856Z AUTO 00000KT 10SM 28/13 A3024 RMK AO1 T02830133,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Clermont County Airport,39.0784,-84.210197,US,US-OH
KI74,"Urbana/Grimes Fld, OH, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,28,12,0,0,0,NA,1024.5,METAR KI74 031755Z AUTO 00000KT 10SM SCT065 28/12 A3025 RMK AO2,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Grimes Field,40.132599,-83.753403,US,US-OH
KI74,"Urbana/Grimes Fld, OH, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,28,12,0,0,0,NA,1024.1,METAR KI74 031815Z AUTO 00000KT 10SM SCT070 28/12 A3024 RMK AO2,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Grimes Field,40.132599,-83.753403,US,US-OH
KI74,"Urbana/Grimes Fld, OH, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,28,12,130,3,0,NA,1023.8,METAR KI74 031835Z AUTO 13003KT 10SM SCT070 28/12 A3023 RMK AO2,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Grimes Field,40.132599,-83.753403,US,US-OH
KI74,"Urbana/Grimes Fld, OH, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,VFR,28,11,0,0,0,NA,1023.8,METAR KI74 031855Z AUTO 00000KT 10SM CLR 28/11 A3023 RMK AO2,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Grimes Field,40.132599,-83.753403,US,US-OH
KI75,"Osceola Muni, IA, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,30.2,14.9,200,9,0,NA,1021.8,METAR KI75 031755Z AUTO 20009KT 10SM CLR 30/15 A3017 RMK AO2 T03020149 10302 20164,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Osceola Municipal Airport,41.0522,-93.689697,US,US-IA
KI75,"Osceola Muni, IA, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,30.3,15,160,7,0,NA,1021.4,METAR KI75 031815Z AUTO 16007KT 10SM CLR 30/15 A3016 RMK AO2 T03030150,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Osceola Municipal Airport,41.0522,-93.689697,US,US-IA
KI75,"Osceola Muni, IA, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,30.5,14.3,180,10,0,NA,1021.1,METAR KI75 031835Z AUTO 18010KT 10SM CLR 31/14 A3015 RMK AO2 T03050143,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Osceola Municipal Airport,41.0522,-93.689697,US,US-IA
KI75,"Osceola Muni, IA, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,VFR,30.8,14.2,180,8,0,NA,1020.7,METAR KI75 031855Z AUTO 18008KT 10SM CLR 31/14 A3014 RMK AO2 T03080142,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Osceola Municipal Airport,41.0522,-93.689697,US,US-IA
KI93,"Hardinsburg/Breckinridge Cnty, KY, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,24,17,VAR,4,11,NA,1025.5,METAR KI93 031755Z AUTO VRB04G11KT 10SM CLR 24/17 A3028 RMK AO2,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Breckinridge County Airport,37.784814,-86.441295,US,US-KY
KI93,"Hardinsburg/Breckinridge Cnty, KY, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,25,17,VAR,4,12,NA,1024.5,METAR KI93 031835Z AUTO VRB04G12KT 10SM CLR 25/17 A3025 RMK AO2,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Breckinridge County Airport,37.784814,-86.441295,US,US-KY
KI95,"Kenton/Hardin Cnty, OH, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,28,11,60,4,0,NA,1023.8,METAR KI95 031755Z AUTO 06004KT 10SM CLR 28/11 A3023 RMK A01,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Hardin County Airport,40.610699,-83.6436,US,US-OH
KI95,"Kenton/Hardin Cnty, OH, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,28,11,0,0,0,NA,1023.5,METAR KI95 031815Z AUTO 00000KT 10SM CLR 28/11 A3022 RMK A01,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Hardin County Airport,40.610699,-83.6436,US,US-OH
KI95,"Kenton/Hardin Cnty, OH, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,29,12,VAR,4,0,NA,1023.1,METAR KI95 031835Z AUTO VRB04KT 10SM CLR 29/12 A3021 RMK A01,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Hardin County Airport,40.610699,-83.6436,US,US-OH
KIAB,"McConnell AFB, KS, US",2025-10-03T17:55:00Z,2025-10-03 12:55:00,VFR,29.5,17,210,15,20,NA,1020.4,METAR KIAB 031755Z AUTO 21015G20KT 10SM CLR 30/17 A3013 RMK AO2 SLP190 T02950170 10296 20185 58011,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,McConnell Air Force Base,37.621899,-97.268204,US,US-KS
KIAB,"McConnell AFB, KS, US",2025-10-03T18:55:00Z,2025-10-03 13:55:00,VFR,30.1,16.8,200,13,19,NA,1019.4,METAR KIAB 031855Z AUTO 20013G19KT 10SM CLR 30/17 A3010 RMK AO2 SLP180 T03010168,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,McConnell Air Force Base,37.621899,-97.268204,US,US-KS
KIAD,"Washington/Dulles Intl, VA, US",2025-10-03T17:52:00Z,2025-10-03 13:52:00,VFR,22.2,9.4,170,8,0,NA,1027.2,METAR KIAD 031752Z 17008KT 10SM FEW050 BKN250 22/09 A3033 RMK AO2 SLP270 T02220094 10222 20089 58026,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Washington Dulles International Airport,38.9445,-77.455803,US,US-VA
KIAD,"Washington/Dulles Intl, VA, US",2025-10-03T18:52:00Z,2025-10-03 14:52:00,VFR,22.2,8.9,0,0,0,NA,1026.5,METAR KIAD 031852Z 00000KT 10SM BKN250 22/09 A3031 RMK AO2 SLP262 T02220089,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Washington Dulles International Airport,38.9445,-77.455803,US,US-VA
KIAG,"Niagara Falls Intl, NY, US",2025-10-03T17:53:00Z,2025-10-03 13:53:00,VFR,24.4,12.2,260,9,0,NA,1023.8,METAR KIAG 031753Z 26009KT 10SM CLR 24/12 A3023 RMK AO2 SLP238 T02440122 10250 20083 58014,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Niagara Falls International Airport,43.1073,-78.946198,US,US-NY
KIAG,"Niagara Falls Intl, NY, US",2025-10-03T18:53:00Z,2025-10-03 14:53:00,VFR,25.6,11.1,230,10,15,NA,1023.1,METAR KIAG 031853Z 23010G15KT 10SM CLR 26/11 A3021 RMK AO2 SLP231 T02560111,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Niagara Falls International Airport,43.1073,-78.946198,US,US-NY
KIAH,"Houston/Bush Intl, TX, US",2025-10-03T17:53:00Z,2025-10-03 12:53:00,VFR,31.1,18.3,70,9,0,NA,1019.4,METAR KIAH 031753Z 07009KT 10SM SCT050 31/18 A3010 RMK AO2 SLP190 T03110183 10311 20217 58006 $,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,George Bush Intercontinental Houston Airport,29.984399795532227,-95.341400146484375,US,US-TX
KIAH,"Houston/Bush Intl, TX, US",2025-10-03T18:53:00Z,2025-10-03 13:53:00,VFR,31.1,17.2,90,10,16,NA,1018,METAR KIAH 031853Z 09010G16KT 10SM SCT050 31/17 A3006 RMK AO2 SLP180 T03110172 $,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,George Bush Intercontinental Houston Airport,29.984399795532227,-95.341400146484375,US,US-TX
KIBM,"Kimball Muni, NE, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,28.4,2.5,80,4,0,NA,1019.4,METAR KIBM 031755Z AUTO 08004KT 10SM CLR 28/03 A3010 RMK AO2 T02840025 10289 20099,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Kimball Municipal Robert E Arraj Field,41.1880989074707,-103.677001953125,US,US-NE
KIBM,"Kimball Muni, NE, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,29.4,2.3,50,4,0,NA,1019.4,METAR KIBM 031815Z AUTO 05004KT 10SM CLR 29/02 A3010 RMK AO2 T02940023,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Kimball Municipal Robert E Arraj Field,41.1880989074707,-103.677001953125,US,US-NE
KIBM,"Kimball Muni, NE, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,29.8,2.1,40,3,0,NA,1018.7,METAR KIBM 031835Z AUTO 04003KT 10SM CLR 30/02 A3008 RMK AO2 T02980021,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Kimball Municipal Robert E Arraj Field,41.1880989074707,-103.677001953125,US,US-NE
KICL,"Clarinda/Schenck Fld, IA, US",2025-10-03T17:55:00Z,2025-10-03 12:55:00,VFR,30,18,210,7,14,NA,1021.1,METAR KICL 031755Z AUTO 21007G14KT 170V230 10SM CLR 30/18 A3015 RMK AO2,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Schenck Field,40.72180176,-95.02639771,US,US-IA
KICL,"Clarinda/Schenck Fld, IA, US",2025-10-03T18:15:00Z,2025-10-03 13:15:00,VFR,31,17,210,11,0,NA,1020.7,METAR KICL 031815Z AUTO 21011KT 10SM CLR 31/17 A3014 RMK AO2,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Schenck Field,40.72180176,-95.02639771,US,US-IA
KICL,"Clarinda/Schenck Fld, IA, US",2025-10-03T18:35:00Z,2025-10-03 13:35:00,VFR,31,17,220,10,16,NA,1020.4,METAR KICL 031835Z AUTO 22010G16KT 10SM CLR 31/17 A3013 RMK AO2,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Schenck Field,40.72180176,-95.02639771,US,US-IA
KICL,"Clarinda/Schenck Fld, IA, US",2025-10-03T18:55:00Z,2025-10-03 13:55:00,VFR,31,17,220,6,16,NA,1020.1,METAR KICL 031855Z AUTO 22006G16KT 10SM CLR 31/17 A3012 RMK AO2,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Schenck Field,40.72180176,-95.02639771,US,US-IA
KICR,"Winner/Wiley Fld, SD, US",2025-10-03T17:53:00Z,2025-10-03 17:53:00,VFR,30,15,180,19,26,NA,1014.3,METAR KICR 031753Z AUTO 18019G26KT 10SM CLR 30/15 A2995 RMK AO2 PK WND 18026/1751 SLP124 T03000150 10300 20194 58014,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Winner Regional Airport,43.390202,-99.842102,US,US-SD
KICR,"Winner/Wiley Fld, SD, US",2025-10-03T18:53:00Z,2025-10-03 18:53:00,VFR,31.7,12.8,180,18,29,NA,1013.6,METAR KICR 031853Z AUTO 18018G29KT 10SM CLR 32/13 A2993 RMK AO2 PK WND 18029/1846 SLP115 T03170128,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Winner Regional Airport,43.390202,-99.842102,US,US-SD
KICT,"Wichita/Eisenhower Arpt, KS, US",2025-10-03T17:53:00Z,2025-10-03 12:53:00,VFR,28.9,16.1,190,17,0,NA,1020.7,METAR KICT 031753Z 19017KT 10SM FEW100 29/16 A3014 RMK AO2 SLP193 T02890161 10289 20172 58010,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Wichita Eisenhower National Airport,37.649899,-97.433098,US,US-KS
KICT,"Wichita/Eisenhower Arpt, KS, US",2025-10-03T18:53:00Z,2025-10-03 13:53:00,VFR,30,15.6,200,14,22,NA,1020.1,METAR KICT 031853Z 20014G22KT 10SM FEW120 30/16 A3012 RMK AO2 SLP184 T03000156,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Wichita Eisenhower National Airport,37.649899,-97.433098,US,US-KS
KIDA,"Idaho Falls Rgnl, ID, US",2025-10-03T17:53:00Z,2025-10-03 11:53:00,VFR,12.8,6.7,150,6,0,NA,1017,METAR KIDA 031753Z 15006KT 10SM FEW120 13/07 A3003 RMK AO2 SLP148 T01280067 10128 20100 58007,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Idaho Falls Regional Airport,43.514599,-112.070999,US,US-ID
KIDA,"Idaho Falls Rgnl, ID, US",2025-10-03T18:53:00Z,2025-10-03 12:53:00,VFR,15,6.7,0,0,0,NA,1016.3,METAR KIDA 031853Z 00000KT 10SM CLR 15/07 A3001 RMK AO2 SLP139 T01500067,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Idaho Falls Regional Airport,43.514599,-112.070999,US,US-ID
KIDI,"Indiana/Stewart Arpt, PA, US",2025-10-03T17:55:00Z,2025-10-03 13:55:00,VFR,23,11,0,0,0,NA,1026.2,METAR KIDI 031755Z AUTO 00000KT 10SM CLR 23/11 A3030 RMK A01,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Indiana County–Jimmy Stewart Airport,40.631119,-79.101884,US,US-PA
KIDI,"Indiana/Stewart Arpt, PA, US",2025-10-03T18:15:00Z,2025-10-03 14:15:00,VFR,23,11,0,0,0,NA,1025.8,METAR KIDI 031815Z AUTO 00000KT 10SM CLR 23/11 A3029 RMK A01,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Indiana County–Jimmy Stewart Airport,40.631119,-79.101884,US,US-PA
KIDI,"Indiana/Stewart Arpt, PA, US",2025-10-03T18:35:00Z,2025-10-03 14:35:00,VFR,23,11,VAR,5,10,NA,1025.8,METAR KIDI 031835Z AUTO VRB05G10KT 10SM CLR 23/11 A3029 RMK A01,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Indiana County–Jimmy Stewart Airport,40.631119,-79.101884,US,US-PA
KIDI,"Indiana/Stewart Arpt, PA, US",2025-10-03T18:55:00Z,2025-10-03 14:55:00,VFR,24,10,200,7,0,NA,1025.5,METAR KIDI 031855Z AUTO 20007KT 10SM CLR 24/10 A3028 RMK A01,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Indiana County–Jimmy Stewart Airport,40.631119,-79.101884,US,US-PA
KIDP,"Independence Muni, KS, US",2025-10-03T17:35:00Z,2025-10-03 12:35:00,VFR,29,20,200,9,0,NA,1022.1,METAR KIDP 031735Z AUTO 20009KT 10SM CLR 29/20 A3018 RMK AO2,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Independence Municipal Airport,37.1584014893,-95.7783966064,US,US-KS
KIDP,"Independence Muni, KS, US",2025-10-03T17:55:00Z,2025-10-03 12:55:00,VFR,30,20,220,9,0,NA,1021.8,METAR KIDP 031755Z AUTO 22009KT 10SM CLR 30/20 A3017 RMK AO2,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Independence Municipal Airport,37.1584014893,-95.7783966064,US,US-KS
KIDP,"Independence Muni, KS, US",2025-10-03T18:35:00Z,2025-10-03 13:35:00,VFR,30,19,180,7,0,NA,1021.1,METAR KIDP 031835Z AUTO 18007KT 10SM CLR 30/19 A3015 RMK AO2,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Independence Municipal Airport,37.1584014893,-95.7783966064,US,US-KS
KIEN,"Pine Ridge Strip, SD, US",2025-10-03T16:52:00Z,2025-10-03 10:52:00,VFR,28.9,10,200,12,0,NA,1015.3,METAR KIEN 031652Z AUTO 20012KT 10SM CLR 29/10 A2998 RMK AO2 SLP116 T02890100,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Pine Ridge Airport,43.020902,-102.506089,US,US-SD
KIEN,"Pine Ridge Strip, SD, US",2025-10-03T18:52:00Z,2025-10-03 12:52:00,VFR,32.8,6.1,200,10,17,NA,1013.6,METAR KIEN 031852Z AUTO 20010G17KT 10SM CLR 33/06 A2993 RMK AO2 SLP096 T03280061 $,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Pine Ridge Airport,43.020902,-102.506089,US,US-SD
KIER,"Natchitoches Rgnl, LA, US",2025-10-03T17:55:00Z,2025-10-03 17:55:00,VFR,29.9,15.5,110,9,0,NA,1021.1,METAR KIER 031755Z AUTO 11009KT 10SM CLR 30/16 A3015 RMK AO2 T02990155 10300 20172,2025-10-03T18:06:00Z,2025-10-03T14:06:00Z,Natchitoches Regional Airport,31.735701,-93.099098,US,US-LA
KIER,"Natchitoches Rgnl, LA, US",2025-10-03T18:15:00Z,2025-10-03 18:15:00,VFR,29.4,15.4,50,3,0,NA,1020.7,METAR KIER 031815Z AUTO 05003KT 10SM SCT060 29/15 A3014 RMK AO2 T02940154,2025-10-03T18:21:57Z,2025-10-03T14:21:57Z,Natchitoches Regional Airport,31.735701,-93.099098,US,US-LA
KIER,"Natchitoches Rgnl, LA, US",2025-10-03T18:35:00Z,2025-10-03 18:35:00,VFR,30.7,15.3,60,10,15,NA,1020.4,METAR KIER 031835Z AUTO 06010G15KT 10SM CLR 31/15 A3013 RMK AO2 T03070153,2025-10-03T18:47:25Z,2025-10-03T14:47:25Z,Natchitoches Regional Airport,31.735701,-93.099098,US,US-LA
KIER,"Natchitoches Rgnl, LA, US",2025-10-03T18:55:00Z,2025-10-03 18:55:00,VFR,30.5,14.1,90,10,0,NA,1020.1,METAR KIER 031855Z AUTO 09010KT 10SM CLR 31/14 A3012 RMK AO2 T03050141,2025-10-03T18:58:46Z,2025-10-03T14:58:46Z,Natchitoches Regional Airport,31.735701,-93.099098,US,US-LA
