"icao","site","observed_utc","observed_local","flight_category","temp_c","dewpoint_c","wind_dir_deg","wind_kts","gust_kts","vis_sm","altimeter_hpa","raw_text","fetched_at_utc","fetched_at_local"
"KGCM","Claremore Rgnl, OK, US",2025-11-17 01:55:00,"2025-11-17 01:55:00","VFR",17,6,110,6,NA,NA,1012.6,"METAR KGCM 170155Z AUTO 11006KT 10SM CLR 17/06 A2990 RMK AO2",2025-11-17 02:16:40.134735,2025-11-16 21:16:40.134781
"KGLW","Glasgow Muni, KY, US",2025-11-17 01:55:00,"2025-11-16 19:55:00","VFR",5.5,-4.7,0,0,NA,NA,1016,"METAR KGLW 170155Z AUTO 00000KT 10SM CLR 06/M05 A3000 RMK AO2 T00551047",2025-11-17 02:16:40.141333,2025-11-16 21:16:40.14138
"KGMJ","Grove Muni, OK, US",2025-11-17 01:55:00,"2025-11-17 01:55:00","VFR",13,3,100,3,NA,NA,1013.3,"METAR KGMJ 170155Z AUTO 10003KT 10SM CLR 13/03 A2992 RMK AO2 TSNO",2025-11-17 02:16:40.147886,2025-11-16 21:16:40.147931
"KFOA","Flora Muni, IL, US",2025-11-17 01:55:00,"2025-11-17 01:55:00","VFR",6,-6,310,3,NA,NA,1017,"METAR KFOA 170155Z AUTO 31003KT 10SM CLR 06/M06 A3003 RMK AO2",2025-11-17 02:16:40.154433,2025-11-16 21:16:40.154479
"KGRK","Killeen-Ft Hood Rgnl, TX, US",2025-11-17 01:55:00,"2025-11-16 19:55:00","VFR",21.1,17.1,150,3,NA,NA,1010.2,"METAR KGRK 170155Z AUTO 15003KT 10SM CLR 21/17 A2983 RMK AO2 SLP094 T02110171",2025-11-17 02:16:40.16096,2025-11-16 21:16:40.161006
"KGUS","Peru/Grissom ARB, IN, US",2025-11-17 01:55:00,"2025-11-16 20:55:00","VFR",3.2,-7.3,290,8,NA,NA,1013.3,"METAR KGUS 170155Z AUTO 29008KT 10SM CLR 03/M07 A2992 RMK AO2 SLP140 T00321073 $",2025-11-17 02:16:40.16751,2025-11-16 21:16:40.167556
"KGGP","Logansport/Cass Cnty, IN, US",2025-11-17 01:55:00,"2025-11-17 01:55:00","VFR",3,-7,280,6,NA,NA,1014.6,"METAR KGGP 170155Z AUTO 28006KT 10SM CLR 03/M07 A2996 RMK AO2",2025-11-17 02:16:40.174062,2025-11-16 21:16:40.174113
"KFYJ","West Point/Middle Peninsula Arpt, VA, US",2025-11-17 01:55:00,"2025-11-17 01:55:00","VFR",10.4,-7.9,40,4,NA,NA,1006.5,"METAR KFYJ 170155Z AUTO 04004KT 10SM CLR 10/M08 A2972 RMK AO1 T01041079",2025-11-17 02:16:40.180629,2025-11-16 21:16:40.180676
"KGSO","Greensboro Intl, NC, US",2025-11-17 01:54:00,"2025-11-16 20:54:00","VFR",11.7,-8.3,310,10,NA,NA,1009.2,"METAR KGSO 170154Z 31010KT 10SM FEW250 12/M08 A2980 RMK AO2 SLP086 T01171083",2025-11-17 02:16:40.187207,2025-11-16 21:16:40.187286
"KGCK","Garden City Rgnl, KS, US",2025-11-17 01:54:00,"2025-11-16 19:54:00","VFR",11.1,3.3,140,13,NA,NA,1010.6,"METAR KGCK 170154Z 14013KT 10SM CLR 11/03 A2984 RMK AO2 SLP102 T01110033",2025-11-17 02:16:40.193848,2025-11-16 21:16:40.193894
"KFWA","Fort Wayne Intl, IN, US",2025-11-17 01:54:00,"2025-11-16 20:54:00","VFR",0.6,-7.2,260,5,NA,NA,1013.3,"METAR KFWA 170154Z 26005KT 10SM CLR 01/M07 A2992 RMK AO2 SLP137 T00061072",2025-11-17 02:16:40.212524,2025-11-16 21:16:40.212571
"KGED","Georgetown/Sussex Cnty, DE, US",2025-11-17 01:54:00,"2025-11-16 20:54:00",NA,NA,NA,NA,NA,NA,NA,1005.2,"METAR KGED 170154Z AUTO A2968 RMK AO2 SLPNO PWINO FZRANO $",2025-11-17 02:16:40.219394,2025-11-16 21:16:40.219439
"KFZY","Fulton/Oswego Cnty, NY, US",2025-11-17 01:54:00,"2025-11-17 01:54:00",NA,1.1,-7.2,310,13,33,NA,1000.8,"METAR KFZY 170154Z AUTO 31013G33KT OVC045 01/M07 A2955 RMK AO2 PK WND 31033/0147 SNE00 SLP010 P0000 T00111072 $",2025-11-17 02:16:40.226115,2025-11-16 21:16:40.226163
"KGCN","Grand Canyon Park Arpt, AZ, US",2025-11-17 01:54:00,"2025-11-16 18:54:00","VFR",4.4,1.1,200,7,NA,NA,1016.7,"METAR KGCN 170154Z 20007KT 10SM FEW022 BKN033 OVC050 04/01 A3002 RMK AO2 SLP127 T00440011",2025-11-17 02:16:40.232619,2025-11-16 21:16:40.232664
"KGCC","Gillette/Campbell Cnty, WY, US",2025-11-17 01:53:00,"2025-11-16 18:53:00","VFR",7.8,1.7,0,0,NA,NA,1005.5,"METAR KGCC 170153Z AUTO 00000KT 10SM CLR 08/02 A2969 RMK AO2 SLP057 T00780017",2025-11-17 02:16:40.239359,2025-11-16 21:16:40.239406
"KGTF","Great Falls Intl, MT, US",2025-11-17 01:53:00,"2025-11-16 18:53:00","VFR",12.2,3.3,210,7,NA,NA,1002.5,"METAR KGTF 170153Z 21007KT 10SM OVC095 12/03 A2960 RMK AO2 SLP029 T01220033 $",2025-11-17 02:16:40.245996,2025-11-16 21:16:40.246062
"KGJT","Grand Junction Rgnl, CO, US",2025-11-17 01:53:00,"2025-11-16 18:53:00","VFR",9.4,5,0,0,NA,NA,1012.3,"METAR KGJT 170153Z 00000KT 10SM FEW036 BKN045 BKN055 09/05 A2989 RMK AO2 SLP092 T00940050",2025-11-17 02:16:40.252606,2025-11-16 21:16:40.252653
"KFPR","Ft Pierce/Treasure Coast Intl, FL, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",15,13.9,0,0,NA,NA,1012.6,"METAR KFPR 170153Z AUTO 00000KT 10SM CLR 15/14 A2990 RMK AO2 SLP125 T01500139",2025-11-17 02:16:40.259207,2025-11-16 21:16:40.259254
"KFSM","Fort Smith Rgnl, AR, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",19.4,7.2,110,5,NA,NA,1013,"METAR KFSM 170153Z 11005KT 10SM CLR 19/07 A2991 RMK AO2 SLP125 T01940072 $",2025-11-17 02:16:40.26579,2025-11-16 21:16:40.265836
"KFOK","Westhampton/Gabreski Arpt, NY, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",5.6,-6.7,300,17,33,NA,998.1,"METAR KFOK 170153Z 30017G33KT 10SM CLR 06/M07 A2947 RMK AO2 PK WND 29033/0148 SLP979 T00561067",2025-11-17 02:16:40.272408,2025-11-16 21:16:40.272453
"KGGG","Longview/Gregg Cnty, TX, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",21.7,17.8,110,6,NA,NA,1011.6,"METAR KGGG 170153Z 11006KT 10SM FEW040 BKN049 22/18 A2987 RMK AO2 SLP109 T02170178",2025-11-17 02:16:40.279009,2025-11-16 21:16:40.279075
"KFTY","Atlanta/Fulton Cnty, GA, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",15,-3.3,340,5,NA,NA,1012.6,"METAR KFTY 170153Z 34005KT 10SM CLR 15/M03 A2990 RMK AO2 SLP120 T01501033",2025-11-17 02:16:40.285608,2025-11-16 21:16:40.285654
"KGEY","Greybull/South Big Horn Arpt, WY, US",2025-11-17 01:53:00,"2025-11-16 18:53:00","VFR",8.3,1.1,270,5,NA,NA,1003.8,"METAR KGEY 170153Z AUTO 27005KT 10SM CLR 08/01 A2964 RMK AO2 SLP047 T00830011",2025-11-17 02:16:40.292183,2025-11-16 21:16:40.29223
"KGIF","Winter Haven Rgnl, FL, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",18.9,15.6,0,0,NA,NA,1013.6,"METAR KGIF 170153Z AUTO 00000KT 10SM CLR 19/16 A2993 RMK AO1 SLP132 T01890156 $",2025-11-17 02:16:40.298711,2025-11-16 21:16:40.298757
"KGRB","Green Bay/Straubel Intl, WI, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",-0.6,-11.7,300,6,NA,NA,1013.6,"METAR KGRB 170153Z AUTO 30006KT 10SM CLR M01/M12 A2993 RMK AO2 SLP144 T10061117 $",2025-11-17 02:16:40.305284,2025-11-16 21:16:40.305331
"KGSP","Greenville-Spartanburg Intl, SC, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",15,-8.9,280,4,NA,NA,1010.9,"METAR KGSP 170153Z 28004KT 10SM CLR 15/M09 A2985 RMK AO2 SLP102 T01501089",2025-11-17 02:16:40.311857,2025-11-16 21:16:40.311903
"KGLD","Goodland/Renner Fld, KS, US",2025-11-17 01:53:00,"2025-11-16 18:53:00","VFR",10.6,3.3,170,14,NA,NA,1009.2,"METAR KGLD 170153Z AUTO 17014KT 10SM CLR 11/03 A2980 RMK AO2 SLP081 T01060033",2025-11-17 02:16:40.318439,2025-11-16 21:16:40.318496
"KGRI","Grand Island Rgnl, NE, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",8.9,1.1,130,10,NA,NA,1012.3,"METAR KGRI 170153Z 13010KT 10SM CLR 09/01 A2989 RMK AO2 SLP137 T00890011",2025-11-17 02:16:40.325011,2025-11-16 21:16:40.325078
"KGKY","Arlington Muni, TX, US",2025-11-17 01:53:00,"2025-11-17 01:53:00","VFR",20.6,13.9,0,0,NA,NA,1009.6,"METAR KGKY 170153Z 00000KT 10SM CLR 21/14 A2981 RMK AO2 SLP088 T02060139 $",2025-11-17 02:16:40.331634,2025-11-16 21:16:40.331681
"KFWN","Sussex Arpt, NJ, US",2025-11-17 01:53:00,"2025-11-17 01:53:00","VFR",5,-8.3,280,11,21,NA,999.4,"METAR KFWN 170153Z AUTO 28011G21KT 10SM FEW060 BKN080 05/M08 A2951 RMK AO2 SLP994 T00501083",2025-11-17 02:16:40.350919,2025-11-16 21:16:40.350967
"KGFL","Glens Falls/Warren Cnty, NY, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","MVFR",0,-4.4,290,11,19,5,996,"METAR KGFL 170153Z AUTO 29011G19KT 5SM -SN BKN038 OVC070 00/M04 A2941 RMK AO2 SNB27 SLP963 P0000 T00001044",2025-11-17 02:16:40.357774,2025-11-16 21:16:40.357822
"KGEG","Spokane Intl, WA, US",2025-11-17 01:53:00,"2025-11-16 17:53:00","VFR",9.4,8.3,0,0,NA,8,1002.1,"METAR KGEG 170153Z 00000KT 8SM -RA FEW005 FEW015 OVC050 09/08 A2959 RMK AO2 SLP022 P0002 T00940083 $",2025-11-17 02:16:40.364369,2025-11-16 21:16:40.364412
"KFTW","Fort Worth/Meacham Intl, TX, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",21.7,12.2,40,4,NA,NA,1009.2,"METAR KFTW 170153Z 04004KT 10SM CLR 22/12 A2980 RMK AO2 SLP087 T02170122 $",2025-11-17 02:16:40.370831,2025-11-16 21:16:40.370877
"KGEZ","Shelbyville Muni, IN, US",2025-11-17 01:53:00,"2025-11-17 01:53:00","VFR",4.4,-7.8,300,7,NA,NA,1014.3,"METAR KGEZ 170153Z AUTO 30007KT 10SM CLR 04/M08 A2995 RMK AO2 SLP147 T00441078",2025-11-17 02:16:40.377484,2025-11-16 21:16:40.377533
"KGRR","Grand Rapids Intl, MI, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",1.1,-5.6,250,5,NA,NA,1011.9,"METAR KGRR 170153Z 25005KT 10SM FEW250 01/M06 A2988 RMK AO2 SLP127 T00111056",2025-11-17 02:16:40.384138,2025-11-16 21:16:40.384186
"KGLH","Greenville/Mid Delta Arpt, MS, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",18.3,6.7,30,7,NA,NA,1013.6,"METAR KGLH 170153Z AUTO 03007KT 10SM CLR 18/07 A2993 RMK AO2 SLP142 T01830067",2025-11-17 02:16:40.390654,2025-11-16 21:16:40.390701
"KFOE","Topeka/Forbes Fld, KS, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",8.3,-0.6,110,5,NA,NA,1014.6,"METAR KFOE 170153Z 11005KT 10SM CLR 08/M01 A2996 RMK AO2 SLP150 T00831006 $",2025-11-17 02:16:40.397218,2025-11-16 21:16:40.397266
"KGLR","Gaylord Rgnl, MI, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","MVFR",-1.1,-2.8,NA,6,NA,5,1009.2,"METAR KGLR 170153Z AUTO VRB06KT 5SM -SN BR FEW021 SCT028 OVC033 M01/M03 A2980 RMK AO2 SNB11 SLP108 P0001 T10111028",2025-11-17 02:16:40.403758,2025-11-16 21:16:40.403803
"KGPT","Gulfport-Biloxi Intl, MS, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",17.8,16.1,0,0,NA,NA,1013,"METAR KGPT 170153Z AUTO 00000KT 10SM CLR 18/16 A2991 RMK AO2 SLP127 T01780161",2025-11-17 02:16:40.410361,2025-11-16 21:16:40.410408
"KGUY","Guymon Muni, OK, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",12.8,3.9,160,8,NA,NA,1010.2,"METAR KGUY 170153Z AUTO 16008KT 10SM CLR 13/04 A2983 RMK AO2 SLP090 T01280039",2025-11-17 02:16:40.416911,2025-11-16 21:16:40.416958
"KGVL","Gainesville/Gilmer Mem, GA, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",15,-3.9,340,7,NA,NA,1012.6,"METAR KGVL 170153Z AUTO 34007KT 10SM CLR 15/M04 A2990 RMK AO2 SLP115 T01501039",2025-11-17 02:16:40.423444,2025-11-16 21:16:40.423488
"KGGW","Glasgow Intl Arpt, MT, US",2025-11-17 01:53:00,"2025-11-16 18:53:00","VFR",0.6,0,110,17,NA,NA,1007.5,"METAR KGGW 170153Z AUTO 11017KT 10SM CLR 01/00 A2975 RMK AO2 SLP102 T00060000 TSNO ",2025-11-17 02:16:40.429933,2025-11-16 21:16:40.429978
"KGFK","Grand Forks Intl, ND, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",-1.1,-7.8,140,4,NA,NA,1016.3,"METAR KGFK 170153Z 14004KT 10SM CLR M01/M08 A3001 RMK AO2 SLP177 T10111078",2025-11-17 02:16:40.436444,2025-11-16 21:16:40.436489
"KGKJ","Meadville Arpt, PA, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",2.8,-5.6,310,11,22,NA,1006.9,"METAR KGKJ 170153Z AUTO 31011G22KT 10SM BKN060 OVC070 03/M06 A2973 RMK AO2 SLP075 T00281056 $",2025-11-17 02:16:40.442959,2025-11-16 21:16:40.443007
"KGAG","Gage Arpt, OK, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",11.7,5,130,7,NA,NA,1011.3,"METAR KGAG 170153Z AUTO 13007KT 10SM CLR 12/05 A2986 RMK AO2 SLP110 T01170050",2025-11-17 02:16:40.449518,2025-11-16 21:16:40.449564
"KGUP","Gallup Muni, NM, US",2025-11-17 01:53:00,"2025-11-16 18:53:00","VFR",6.7,3.3,230,12,21,NA,1017,"METAR KGUP 170153Z AUTO 23012G21KT 10SM CLR 07/03 A3003 RMK AO2 SLP129 T00670033",2025-11-17 02:16:40.456008,2025-11-16 21:16:40.456072
"KFRG","Farmingdale/Republic Arpt, NY, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",5,-7.2,290,11,26,NA,999.1,"METAR KFRG 170153Z AUTO 29011G26KT 10SM CLR 05/M07 A2950 RMK AO2 PK WND 29031/0110 SLP991 T00501072",2025-11-17 02:16:40.462576,2025-11-16 21:16:40.462623
"KGNV","Gainesville Rgnl, FL, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",19.4,16.7,250,8,NA,NA,1012.6,"METAR KGNV 170153Z 25008KT 10SM CLR 19/17 A2990 RMK AO2 SLP125 T01940167",2025-11-17 02:16:40.469148,2025-11-16 21:16:40.469196
"KGOK","Guthrie-Edmond Rgnl, OK, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",18.3,8.9,100,7,NA,NA,1011.3,"METAR KGOK 170153Z AUTO 10007KT 10SM BKN042 18/09 A2986 RMK AO2 SLP109 T01830089 $",2025-11-17 02:16:40.488097,2025-11-16 21:16:40.488147
"KGSH","Goshen Muni, IN, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",-0.6,-5.6,50,3,NA,NA,1013,"METAR KGSH 170153Z AUTO 05003KT 10SM CLR M01/M06 A2991 RMK AO2 SLP136 T10061056",2025-11-17 02:16:40.495114,2025-11-16 21:16:40.495162
"KFST","Fort Stockton/Pecos Cnty, TX, US",2025-11-17 01:53:00,"2025-11-16 19:53:00","VFR",21.1,3.3,220,7,NA,NA,1013.3,"METAR KFST 170153Z AUTO 22007KT 10SM CLR 21/03 A2992 RMK AO2 RAE53 SLP094 P0000 T02110033",2025-11-17 02:16:40.501646,2025-11-16 21:16:40.501691
"KGMU","Greenville/Downtown Arpt, SC, US",2025-11-17 01:53:00,"2025-11-16 20:53:00","VFR",15,-7.2,360,9,NA,NA,1010.9,"METAR KGMU 170153Z 36009KT 10SM CLR 15/M07 A2985 RMK AO2 SLP102 T01501072 $",2025-11-17 02:16:40.508169,2025-11-16 21:16:40.508215
"KGLS","Galveston/Scholes Intl, TX, US",2025-11-17 01:52:00,"2025-11-16 19:52:00","VFR",22.8,21.7,170,9,NA,NA,1012.6,"METAR KGLS 170152Z AUTO 17009KT 10SM CLR 23/22 A2990 RMK AO1 SLP124 T02280217 $",2025-11-17 02:16:40.514823,2025-11-16 21:16:40.514872
"KGNC","Seminole/Gaines Cnty, TX, US",2025-11-17 01:50:00,"2025-11-17 01:50:00","VFR",18.2,-0.2,240,5,NA,NA,1014,"METAR KGNC 170150Z AUTO 24005KT 10SM CLR 18/00 A2994 RMK AO2 T01821002",2025-11-17 02:16:40.52141,2025-11-16 21:16:40.521456
"KGVT","Greenville/Majors Arpt, TX, US",2025-11-17 01:50:00,"2025-11-16 19:50:00","VFR",21,17,90,7,NA,NA,1010.9,"METAR KGVT 170150Z AUTO 09007KT 10SM BKN050 21/17 A2985 RMK AO2",2025-11-17 02:16:40.527948,2025-11-16 21:16:40.527992
"KGEU","Glendale Muni, AZ, US",2025-11-17 01:47:00,"2025-11-17 01:47:00","VFR",18,6,190,4,NA,NA,1013,"METAR KGEU 170147Z 19004KT 10SM SCT045 BKN055 18/06 A2991 RMK LAST",2025-11-17 02:16:40.534492,2025-11-16 21:16:40.534538
"KFWS","Fort Worth/Spinks Arpt, TX, US",2025-11-17 00:47:00,"2025-11-17 00:47:00","VFR",20,13,0,0,NA,NA,1010.2,"METAR KFWS 170047Z 00000KT 10SM CLR 20/13 A2983",2025-11-17 02:16:40.541032,2025-11-16 21:16:40.541104
"KHFY","Greenwood Muni, IN, US",2025-11-17 02:15:00,"2025-11-17 02:15:00","VFR",4.6,-8,0,0,NA,NA,1015.3,"METAR KHFY 170215Z AUTO 00000KT 10SM CLR 05/M08 A2998 RMK AO2 T00461080",2025-11-17 02:16:42.141476,2025-11-16 21:16:42.141522
"KHRI","Hermiston Muni, OR, US",2025-11-17 02:14:00,"2025-11-16 18:14:00","IFR",9.4,8.9,0,0,NA,1,1002.5,"SPECI KHRI 170214Z AUTO 00000KT 1SM BR OVC080 09/09 A2960 RMK AO2 T00940089",2025-11-17 02:16:42.148002,2025-11-16 21:16:42.148065
"KHLR","Killeen/Ft Hood AAF, TX, US",2025-11-17 02:11:00,"2025-11-16 20:11:00","VFR",22,17,150,6,NA,7,1009.9,"SPECI KHLR 170211Z AUTO 15006KT 7SM CLR 22/17 A2982 RMK AO2 RAE0155RAB02E11 SLP091",2025-11-17 02:16:42.15446,2025-11-16 21:16:42.154505
"KHGR","Hagerstown Rgnl, MD, US",2025-11-17 02:11:00,"2025-11-16 21:11:00","VFR",6.1,-5.6,300,23,32,NA,1005.2,"SPECI KHGR 170211Z 30023G32KT 10SM CLR 06/M06 A2968 RMK AO2 PK WND 30032/0210 T00611056 $",2025-11-17 02:16:42.161011,2025-11-16 21:16:42.161084
"KHJO","Hanford Muni, CA, US",2025-11-17 02:07:00,"2025-11-17 02:07:00","VFR",12.8,12.2,100,5,NA,NA,1013.6,"SPECI KHJO 170207Z AUTO 10005KT 10SM SCT006 SCT070 13/12 A2993 RMK AO2 T01280122 $",2025-11-17 02:16:42.180181,2025-11-16 21:16:42.180239
"KHPN","White Plains/Westchester Cnty, NY, US",2025-11-17 01:56:00,"2025-11-16 20:56:00","VFR",4.4,-6.7,290,17,27,NA,998.4,"METAR KHPN 170156Z 29017G27KT 10SM SCT070 04/M07 A2948 RMK AO2 PK WND 26036/0103 SLP984 T00441067",2025-11-17 02:16:42.187435,2025-11-16 21:16:42.187484
"KHYI","San Marcos Muni, TX, US",2025-11-17 01:56:00,"2025-11-17 01:56:00","VFR",23.3,16.7,170,5,NA,NA,1010.9,"METAR KHYI 170156Z 17005KT 10SM CLR 23/17 A2985 RMK AO2 SLP102 T02330167 $",2025-11-17 02:16:42.194336,2025-11-16 21:16:42.194382
"KHND","Henderson Exec, NV, US",2025-11-17 01:56:00,"2025-11-16 17:56:00","VFR",13.9,5.6,210,9,NA,NA,1013,"METAR KHND 170156Z 21009KT 10SM OVC065 14/06 A2991 RMK AO2 SLP140 T01390056 $",2025-11-17 02:16:42.200826,2025-11-16 21:16:42.200871
"KGXY","Greeley/Weld Cnty Arpt, CO, US",2025-11-17 01:56:00,"2025-11-16 18:56:00",NA,10,-0.6,60,4,NA,NA,1007.2,"METAR KGXY 170156Z AUTO 06004KT 10SM 10/M01 A2974 RMK AO2 SLP083 T01001006 $",2025-11-17 02:16:42.207438,2025-11-16 21:16:42.207489
"KHYA","Hyannis/Barnstable Muni, MA, US",2025-11-17 01:56:00,"2025-11-16 20:56:00","VFR",5,-3.3,270,13,21,NA,992,"METAR KHYA 170156Z 27013G21KT 10SM CLR 05/M03 A2929 RMK AO2 SLP917 T00501033 $",2025-11-17 02:16:42.214092,2025-11-16 21:16:42.214142
"KHEZ","Natchez/Adams Cnty, MS, US",2025-11-17 01:56:00,"2025-11-16 19:56:00","VFR",18.9,17.8,0,0,NA,NA,1013.3,"METAR KHEZ 170156Z AUTO 00000KT 10SM CLR 19/18 A2992 RMK AO2 SLP129 T01890178 $",2025-11-17 02:16:42.220619,2025-11-16 21:16:42.220665
"KHNB","Huntingburg Arpt, IN, US",2025-11-17 01:56:00,"2025-11-16 20:56:00","VFR",6.1,-5.6,0,0,NA,NA,1016.3,"METAR KHNB 170156Z AUTO 00000KT 10SM CLR 06/M06 A3001 RMK AO2 SLP164 T00611056",2025-11-17 02:16:42.227201,2025-11-16 21:16:42.227248
"KHEF","Manassas Rgnl, VA, US",2025-11-17 01:56:00,"2025-11-16 20:56:00","VFR",8.9,-6.7,330,15,24,NA,1006.9,"METAR KHEF 170156Z 33015G24KT 10SM CLR 09/M07 A2973 RMK AO2 SLP074 T00891067 $",2025-11-17 02:16:42.233741,2025-11-16 21:16:42.233787
"KHYS","Hays Rgnl, KS, US",2025-11-17 01:56:00,"2025-11-16 19:56:00","VFR",7.8,3.3,110,6,NA,NA,1011.6,"METAR KHYS 170156Z AUTO 11006KT 10SM CLR 08/03 A2987 RMK AO2 SLP124 T00780033 $",2025-11-17 02:16:42.240298,2025-11-16 21:16:42.240344
"KHWV","Brookhaven Arpt, NY, US",2025-11-17 01:56:00,"2025-11-16 20:56:00","VFR",5,-7.2,310,18,37,NA,998.4,"METAR KHWV 170156Z AUTO 31018G37KT 10SM CLR 05/M07 A2948 RMK AO2 PK WND 32042/0127 SLP983 T00501072 PWINO $",2025-11-17 02:16:42.246861,2025-11-16 21:16:42.246906
"KHDN","Hayden/Yampa Valley Arpt, CO, US",2025-11-17 01:56:00,"2025-11-16 18:56:00","VFR",7.2,3.3,230,30,40,NA,1010.2,"METAR KHDN 170156Z AUTO 23030G40KT 10SM -RA FEW022 BKN043 OVC090 07/03 A2983 RMK AO2 PK WND 23040/0154 LTG DSNT S AND SW RAB55 PRESRR SLP081 P0000 T00720033 $",2025-11-17 02:16:42.253448,2025-11-16 21:16:42.253493
"KGZS","Pulaski/Abernathy Fld, TN, US",2025-11-17 01:55:00,"2025-11-17 01:55:00","VFR",5,1,0,0,NA,NA,1015,"METAR KGZS 170155Z AUTO 00000KT 10SM CLR 05/01 A2997 RMK A01",2025-11-17 02:16:42.260141,2025-11-16 21:16:42.260189
"KHSD","Oklahoma City/Sundance Arpt, OK, US",2025-11-17 01:55:00,"2025-11-17 01:55:00","VFR",19,11,110,5,NA,NA,1011.3,"METAR KHSD 170155Z AUTO 11005KT 10SM OVC040 19/11 A2986 RMK A01",2025-11-17 02:16:42.266716,2025-11-16 21:16:42.266762
"KHFF","Mackall, NC, US",2025-11-17 01:55:00,"2025-11-16 20:55:00","VFR",14.2,-1.1,340,5,NA,NA,1007.9,"METAR KHFF 170155Z AUTO 34005KT 10SM CLR 14/M01 A2976 RMK AO2 SLP079 T01421011 $",2025-11-17 02:16:42.273299,2025-11-16 21:16:42.273345
"KHXD","Hilton Head Arpt, SC, US",2025-11-17 01:55:00,"2025-11-16 20:55:00","VFR",21,15,270,6,NA,NA,1009.2,"METAR KHXD 170155Z 27006KT 10SM CLR 21/15 A2980",2025-11-17 02:16:42.27987,2025-11-16 21:16:42.279923
"KHJH","Hebron Muni, NE, US",2025-11-17 01:55:00,"2025-11-17 01:55:00","VFR",7,0.2,0,0,NA,NA,1013,"METAR KHJH 170155Z AUTO 00000KT 10SM CLR 07/00 A2991 RMK AO2 T00700002",2025-11-17 02:16:42.286469,2025-11-16 21:16:42.286515
"KGYI","Dennison/N Texas Rgnl, TX, US",2025-11-17 01:55:00,"2025-11-16 19:55:00","VFR",20.8,15.8,100,8,NA,NA,1011.3,"METAR KGYI 170155Z AUTO 10008KT 10SM CLR 21/16 A2986 RMK AO2 T02080158 $",2025-11-17 02:16:42.293111,2025-11-16 21:16:42.293158
"KHCD","Hutchinson/Butler Fld, MN, US",2025-11-17 01:55:00,"2025-11-17 01:55:00","VFR",1.1,-7.5,0,0,NA,NA,1016.7,"METAR KHCD 170155Z AUTO 00000KT 10SM BKN060 01/M07 A3002 RMK AO2 T00111075",2025-11-17 02:16:42.299607,2025-11-16 21:16:42.299652
"KHMN","Holloman AFB, NM, US",2025-11-17 01:55:00,"2025-11-16 18:55:00","VFR",19,4.4,160,6,NA,NA,1015.3,"METAR KHMN 170155Z AUTO 16006KT 10SM FEW100 19/04 A2998 RMK AO2 SLP110 T01900044 $",2025-11-17 02:16:42.318719,2025-11-16 21:16:42.318766
"KHYW","Conway/Horry Cnty, SC, US",2025-11-17 01:55:00,"2025-11-17 01:55:00","VFR",15,10,340,3,NA,NA,1008.2,"METAR KHYW 170155Z AUTO 34003KT 10SM CLR 15/10 A2977 RMK AO2",2025-11-17 02:16:42.325701,2025-11-16 21:16:42.325749
"KHQG","Hugoton Muni, KS, US",2025-11-17 01:55:00,"2025-11-17 01:55:00","VFR",12,4,140,12,NA,NA,1010.2,"METAR KHQG 170155Z AUTO 14012KT 10SM CLR 12/04 A2983 RMK AO2",2025-11-17 02:16:42.332381,2025-11-16 21:16:42.332426
"KHSG","Thermopolis/Hot Springs Cnty, WY, US",2025-11-17 01:55:00,"2025-11-16 18:55:00","VFR",5.8,-0.5,130,3,NA,NA,1005.2,"METAR KHSG 170155Z AUTO 13003KT 10SM SCT110 06/00 A2968 RMK AO2 T00581005",2025-11-17 02:16:42.338831,2025-11-16 21:16:42.338877
