"icao","site","observed_utc","observed_local","flight_category","temp_c","dewpoint_c","wind_dir_deg","wind_kts","gust_kts","vis_sm","altimeter_hpa","raw_text","fetched_at_utc","fetched_at_local"
"CBBC","Bella Bella Arpt, BC, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",13,11,300,4,NA,9,1021.8,"METAR CBBC 240300Z AUTO 30004KT 9SM BKN200 OVC220 13/11 A3017 RMK SLP218",2025-09-24 03:45:10.197711,2025-09-23 23:45:10.197761
"CYAT","Attawapisket Arpt, ON, CA",2025-09-24 03:44:00,"2025-09-23 23:44:00","MVFR",4,4,NA,2,NA,4,1020.7,"SPECI CYAT 240344Z AUTO VRB02KT 4SM BR CLR 04/04 A3014 RMK SLP208",2025-09-24 03:45:24.173696,2025-09-23 23:45:24.173741
"CYAH","La Grande IV Arpt, QC, CA",2025-09-24 03:43:00,"2025-09-23 23:43:00","MVFR",1,1,90,2,NA,5,1021.8,"SPECI CYAH 240343Z AUTO 09002KT 5SM BR CLR 01/01 A3017 RMK SLP239",2025-09-24 03:45:24.180228,2025-09-23 23:45:24.180271
"CYBC","Baie Comeau Arpt, QC, CA",2025-09-24 03:29:00,"2025-09-23 23:29:00","IFR",8,8,340,4,NA,1.75,1019.4,"SPECI CYBC 240329Z AUTO 34004KT 1 3/4SM R10/2400FT/N BR CLR 08/08 A3010 RMK SLP197",2025-09-24 03:45:24.186665,2025-09-23 23:45:24.186708
"CYAM","Sault Ste Marie Arpt, ON, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",16,16,0,0,NA,15,1015.7,"METAR CYAM 240300Z 00000KT 15SM FEW009 SCT010 OVC038 16/16 A2999 RMK SC1SC3SC5 SC TR SLP161",2025-09-24 03:45:24.194977,2025-09-23 23:45:24.195036
"CYBB","Pelly Bay/Kugaaruk Arpt, NU, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",4,3,250,14,19,NA,998.1,"METAR CYBB 240300Z 25014G19KT 10SM FEW015 OVC035 04/03 A2947 RMK SF2SC6 SLP984",2025-09-24 03:45:24.203398,2025-09-23 23:45:24.203455
"CYAY","St Anthony Arpt, NL, CA",2025-09-24 03:00:00,"2025-09-24 00:30:00","VFR",4,3,350,4,NA,9,1015.3,"METAR CYAY 240300Z AUTO 35004KT 9SM BKN071 OVC180 04/03 A2998 RMK SLP157",2025-09-24 03:45:24.211743,2025-09-23 23:45:24.211797
"CYHU","Montreal/St Hubert, QC, CA",2025-09-24 03:43:00,"2025-09-23 23:43:00","LIFR",13,13,60,2,NA,0.5,1017.4,"SPECI CYHU 240343Z AUTO 06002KT 1/2SM R24R/3000VP6000FT/ FG CLR 13/13 A3004 RMK SLP176",2025-09-24 03:45:25.480036,2025-09-23 23:45:25.480108
"CYFC","Fredericton Intl, NB, CA",2025-09-24 03:39:00,"2025-09-24 00:39:00","MVFR",11,11,NA,2,NA,5,1016.3,"SPECI CYFC 240339Z AUTO VRB02KT 5SM BR FEW050 SCT060 11/11 A3001 RMK SLP163",2025-09-24 03:45:25.488427,2025-09-23 23:45:25.488486
"CYLH","Lansdowne House Arpt, ON, CA",2025-09-24 03:38:00,"2025-09-23 23:38:00","MVFR",10,10,190,2,NA,5,1019.4,"SPECI CYLH 240338Z AUTO 19002KT 5SM BR CLR 10/10 A3010 RMK SLP202",2025-09-24 03:45:25.50714,2025-09-23 23:45:25.507183
"CYCY","Cylde River Arpt, NU, CA",2025-09-24 03:36:00,"2025-09-23 23:36:00","VFR",9,4,220,20,25,9,994.7,"SPECI CYCY 240336Z AUTO 22020G25KT 9SM FEW110 09/04 A2937 RMK WSHFT AT 0326Z PRESFR SLP949",2025-09-24 03:45:25.513362,2025-09-23 23:45:25.513404
"CYHK","Gjoa Haven Arpt, NU, CA",2025-09-24 03:33:00,"2025-09-23 21:33:00","IFR",2,1,310,11,NA,9,999.4,"SPECI CYHK 240333Z AUTO 31011KT 9SM BKN007 BKN020 BKN026 02/01 A2951 RMK SLP999",2025-09-24 03:45:25.519662,2025-09-23 23:45:25.519704
"CYCA","Cartwright Arpt, NL, CA",2025-09-24 03:26:00,"2025-09-24 00:26:00","VFR",1,0,190,8,NA,9,1015.7,"SPECI CYCA 240326Z AUTO 19008KT 9SM -SN FEW044 BKN220 01/M00 A2999 RMK SLP158",2025-09-24 03:45:25.526081,2025-09-23 23:45:25.526145
"CYKF","Waterloo Intl, ON, CA",2025-09-24 03:15:00,"2025-09-23 23:15:00","MVFR",18,17,60,4,NA,3,1016.7,"SPECI CYKF 240315Z AUTO 06004KT 3SM BR BKN060 BKN089 OVC240 18/17 A3002 RMK SLP165 DENSITY ALT 1500FT",2025-09-24 03:45:25.532559,2025-09-23 23:45:25.532602
"CYBQ","Tadoule Lake Arpt, MB, CA",2025-09-24 03:00:00,"2025-09-23 22:00:00","VFR",17,7,260,6,NA,9,1009.2,"METAR CYBQ 240300Z AUTO 26006KT 9SM CLR 17/07 A2980 RMK SLP101 DENSITY ALT 1600FT",2025-09-24 03:45:25.538913,2025-09-23 23:45:25.538958
"CYBR","Brandon Arpt, MB, CA",2025-09-24 03:00:00,"2025-09-23 22:00:00","VFR",12,8,330,3,NA,15,1020.7,"METAR CYBR 240300Z 33003KT 15SM SKC 12/08 A3014 RMK LAST STFD OBS/NEXT 241200Z SLP217",2025-09-24 03:45:25.545286,2025-09-23 23:45:25.545329
"CYBU","Nipawin(AUTO), SK, CA",2025-09-24 03:00:00,"2025-09-24 03:00:00","VFR",14,5,160,6,NA,9,1016.7,"METAR CYBU 240300Z AUTO 16006KT 9SM CLR 14/05 A3002 RMK SLP177",2025-09-24 03:45:25.551625,2025-09-23 23:45:25.551668
"CYDL","Dease Lake Arpt, BC, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",7,2,230,3,NA,9,1015.3,"METAR CYDL 240300Z AUTO 23003KT 180V250 9SM OVC066 07/02 A2998 RMK SLP176",2025-09-24 03:45:25.55845,2025-09-23 23:45:25.558494
"CYBW","Calgary/Springbank Arpt, AB, CA",2025-09-24 03:00:00,"2025-09-24 03:00:00","VFR",15,3,NA,2,NA,9,1018,"METAR CYBW 240300Z AUTO VRB02KT 9SM CLR 15/03 A3006 RMK SLP184 DENSITY ALT 4700FT",2025-09-24 03:45:25.564888,2025-09-23 23:45:25.564932
"CYIO","Pond Inlet Arpt, NU, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",2,2,250,10,NA,9,990.9,"METAR CYIO 240300Z AUTO 25010KT 9SM FEW030 OVC045 02/02 A2926 RMK SLP914",2025-09-24 03:45:25.571276,2025-09-23 23:45:25.571318
"CYCO","Coppermine/Kugluktuk Arpt, NU, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","MVFR",0,-2,340,4,NA,15,1005.8,"METAR CYCO 240300Z 34004KT 15SM OVC011 00/M02 A2970 RMK ST8 SLP063",2025-09-24 03:45:25.577646,2025-09-23 23:45:25.57769
"CYFS","Fort Simpson Arpt, NT, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",12,6,360,3,NA,15,1005.8,"METAR CYFS 240300Z 36003KT 15SM BKN096 BKN140 BKN230 BKN250 12/06 A2970 RMK AC5AC1CI1CI1 AC TR SLP067",2025-09-24 03:45:25.584021,2025-09-23 23:45:25.584063
"CYBG","Bagotville(MIL), QC, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",13,12,80,8,NA,25,1019,"METAR CYBG 240300Z 08008KT 25SM BKN063 13/12 A3009 RMK SC5 DENSITY ALT 345FT SLP191",2025-09-24 03:45:25.590347,2025-09-23 23:45:25.590389
"CYDQ","Dawson Creek Arpt, BC, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",11,-2,250,7,NA,9,1017,"METAR CYDQ 240300Z AUTO 25007KT 9SM CLR 11/M02 A3003 RMK SLP188",2025-09-24 03:45:25.596699,2025-09-23 23:45:25.596744
"CYEG","Edmonton Intl Arpt, AB, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",12,5,340,9,NA,20,1017,"METAR CYEG 240300Z 34009KT 20SM FEW100 FEW250 12/05 A3003 RMK AC1CI1 AC TR SLP184",2025-09-24 03:45:25.60305,2025-09-23 23:45:25.603109
"CYFB","Iqaluit Arpt, NU, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",4,3,160,2,NA,15,1010.2,"METAR CYFB 240300Z 16002KT 15SM BKN130 BKN200 04/03 A2983 RMK AC5CI1 SLP105",2025-09-24 03:45:25.609465,2025-09-23 23:45:25.609509
"CYGL","La Grande Riviere Arpt, QC, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",8,6,80,2,NA,15,1021.1,"METAR CYGL 240300Z 08002KT 15SM SKC 08/06 A3015 RMK SLP221",2025-09-24 03:45:25.615963,2025-09-23 23:45:25.616005
"CYHZ","Halifax/Stanfield Intl, NS, CA",2025-09-24 03:00:00,"2025-09-24 00:00:00","IFR",15,15,340,4,NA,12,1015,"METAR CYHZ 240300Z 34004KT 12SM -RA BKN006 OVC047 15/15 A2997 RMK SF7SC1 SLP152",2025-09-24 03:45:25.622352,2025-09-23 23:45:25.622394
"CYBK","Baker Lake Arpt, NU, CA",2025-09-24 03:00:00,"2025-09-23 22:00:00","VFR",10,9,270,11,NA,15,996,"METAR CYBK 240300Z 27011KT 15SM FEW027 FEW093 10/09 A2941 RMK SC1AC1 SLP964",2025-09-24 03:45:25.639583,2025-09-23 23:45:25.639626
"CYBL","Campbell River Arpt, BC, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",15,13,290,6,NA,15,1018.7,"METAR CYBL 240300Z 29006KT 15SM FEW030 FEW054 SCT120 SCT250 15/13 A3008 RMK SC1SC2AC1CI1 SC TR SLP187",2025-09-24 03:45:25.645997,2025-09-23 23:45:25.646039
"CYCB","Cambridge Bay Arpt, NU, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","MVFR",4,1,330,6,NA,15,1001.8,"METAR CYCB 240300Z 33006KT 15SM BKN017 04/01 A2958 RMK SC7 SLP021",2025-09-24 03:45:25.652345,2025-09-23 23:45:25.652388
"CYCD","Nanaimo Arpt, BC, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",17,12,200,2,NA,15,1017.4,"METAR CYCD 240300Z 20002KT 15SM SCT240 17/12 A3004 RMK CI4 SLP176",2025-09-24 03:45:25.658716,2025-09-23 23:45:25.658765
"CYCG","Castlegar Rgnl, BC, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",16,8,0,0,NA,15,1020.4,"METAR CYCG 240300Z 00000KT 15SM SKC 16/08 A3013 RMK SLP210 DENSITY ALT 1900FT",2025-09-24 03:45:25.665248,2025-09-23 23:45:25.665291
"CYDB","Burwash Arpt, YT, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",9,0,140,14,20,9,1002.1,"METAR CYDB 240300Z AUTO 14014G20KT 9SM FEW190 09/M00 A2959 RMK SLP053 DENSITY ALT 2900FT",2025-09-24 03:45:25.671846,2025-09-23 23:45:25.671889
"CYDF","Deer Lake Arpt, NL, CA",2025-09-24 03:00:00,"2025-09-24 00:30:00","MVFR",10,9,30,10,NA,8,1012.6,"METAR CYDF 240300Z 03010KT 8SM -RA FEW004 SCT010 OVC018 10/09 A2990 RMK SF2SC2SC4 SLP127",2025-09-24 03:45:25.678217,2025-09-23 23:45:25.67826
"CYDN","Dauphin Arpt, MB, CA",2025-09-24 03:00:00,"2025-09-23 22:00:00","VFR",9,7,250,5,NA,9,1020.1,"METAR CYDN 240300Z AUTO 25005KT 9SM CLR 09/07 A3012 RMK SLP208",2025-09-24 03:45:25.684708,2025-09-23 23:45:25.68475
"CYEK","Arviat/Eskimo Pt Arpt, NU, CA",2025-09-24 03:00:00,"2025-09-23 22:00:00","VFR",13,9,240,10,NA,9,1003.1,"METAR CYEK 240300Z AUTO 24010KT 9SM CLR 13/09 A2962 RMK SLP034",2025-09-24 03:45:25.691219,2025-09-23 23:45:25.691263
"CYEN","Estevan Arpt, SK, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",13,6,150,7,NA,8,1022.1,"METAR CYEN 240300Z AUTO 15007KT 8SM CLR 13/06 A3018 RMK SLP232",2025-09-24 03:45:25.697658,2025-09-23 23:45:25.697701
"CYGW","Kuujjuarapik Arpt, QC, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",6,5,140,5,NA,9,1020.4,"METAR CYGW 240300Z AUTO 14005KT 9SM CLR 06/05 A3013 RMK SLP204",2025-09-24 03:45:25.704123,2025-09-23 23:45:25.70417
"CYEV","Inuvik/Zubko Arpt, NT, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","MVFR",3,1,220,3,NA,15,1004.1,"METAR CYEV 240300Z 22003KT 170V240 15SM BKN016 BKN150 03/01 A2965 RMK SC6AC1 SLP049",2025-09-24 03:45:25.710564,2025-09-23 23:45:25.710607
"CYGP","Gaspé Arpt, QC, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",12,8,300,6,NA,15,1018,"METAR CYGP 240300Z 30006KT 15SM OVC048 12/08 A3006 RMK SC8 SLP182",2025-09-24 03:45:25.716946,2025-09-23 23:45:25.716989
"CYHD","Dryden Rgnl, ON, CA",2025-09-24 03:00:00,"2025-09-23 22:00:00","VFR",18,12,180,3,NA,9,1019.7,"METAR CYHD 240300Z AUTO 18003KT 9SM CLR 18/12 A3011 RMK SLP205 DENSITY ALT 1800FT",2025-09-24 03:45:25.723375,2025-09-23 23:45:25.723419
"CYHE","Hope Rgnl Airpark, BC, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",16,11,NA,2,NA,9,1016.7,"METAR CYHE 240300Z AUTO VRB02KT 9SM CLR 16/11 A3002 RMK ICE MISG SLP169",2025-09-24 03:45:25.729856,2025-09-23 23:45:25.729901
"CYHM","Hamilton/Munro Intl, ON, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",18,17,50,5,NA,15,1016,"METAR CYHM 240300Z 05005KT 15SM SCT060 BKN070 18/17 A3000 RMK CU4AC2 SLP161 DENSITY ALT 1300FT",2025-09-24 03:45:25.736266,2025-09-23 23:45:25.73631
"CYIV","Island Lake Arpt, MB, CA",2025-09-24 03:00:00,"2025-09-23 22:00:00","VFR",17,14,270,4,NA,9,1017,"METAR CYIV 240300Z AUTO 27004KT 9SM CLR 17/14 A3003 RMK SLP175 DENSITY ALT 1100FT",2025-09-24 03:45:25.742614,2025-09-23 23:45:25.742658
"CYKA","Kamloops Arpt, BC, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",24,6,80,14,20,30,1014.6,"METAR CYKA 240300Z 08014G20KT 30SM SCT250 24/06 A2996 RMK CI4 SLP148 DENSITY ALT 2500FT",2025-09-24 03:45:25.749066,2025-09-23 23:45:25.749126
"CYKJ","Key Lake Arpt, SK, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",16,-2,260,11,16,9,1013.3,"METAR CYKJ 240300Z AUTO 26011G16KT 9SM BKN100 16/M02 A2992 RMK SLP145 DENSITY ALT 2300FT",2025-09-24 03:45:25.755512,2025-09-23 23:45:25.755556
"CYKY","Kindersley Arpt, SK, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",16,1,160,6,NA,15,1017,"METAR CYKY 240300Z 16006KT 15SM SCT240 16/01 A3003 RMK CI4 SLP175 DENSITY ALT 2800FT",2025-09-24 03:45:25.772651,2025-09-23 23:45:25.772694
"CYLL","Lloydminster Arpt, AB, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",16,4,20,5,NA,15,1016.3,"METAR CYLL 240300Z 02005KT 15SM FEW260 16/04 A3001 RMK CI1 CI TR SLP175 DENSITY ALT 2700FT",2025-09-24 03:45:25.779175,2025-09-23 23:45:25.779218
"CYLW","Kelowna Arpt, BC, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",15,6,NA,2,NA,8,1018,"METAR CYLW 240300Z AUTO VRB02KT 8SM CLR 15/06 A3006 RMK SLP187 DENSITY ALT 1700FT",2025-09-24 03:45:25.785555,2025-09-23 23:45:25.785599
"CYMA","Mayo Arpt, YT, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",8,4,100,5,NA,20,1004.5,"METAR CYMA 240300Z 10005KT 20SM SCT045 BKN100 08/04 A2966 RMK SC4AS2 SLP067",2025-09-24 03:45:25.791915,2025-09-23 23:45:25.791959
"CYET","Edson Arpt, AB, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",10,6,30,5,NA,9,1019,"METAR CYET 240300Z AUTO 03005KT 340V060 9SM FEW091 10/06 A3009 RMK SLP209",2025-09-24 03:45:25.798384,2025-09-23 23:45:25.79843
"CYCK","Chatham/Kent Arpt, ON, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",18,18,130,4,NA,8,1015.3,"METAR CYCK 240300Z AUTO 13004KT 8SM BKN190 OVC210 18/18 A2998 RMK SLP152 DENSITY ALT 1100FT",2025-09-24 03:45:25.804854,2025-09-23 23:45:25.804899
"CYER","Ft Severn Arpt, ON, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",16,15,190,6,NA,9,1014.3,"METAR CYER 240300Z AUTO 19006KT 9SM SCT240 16/15 A2995 RMK SLP144",2025-09-24 03:45:25.811288,2025-09-23 23:45:25.811333
"CYGK","Kingston Arpt, ON, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",17,17,20,5,NA,15,1016.7,"METAR CYGK 240300Z 02005KT 15SM FEW210 17/17 A3002 RMK CI2 LAST STFD OBS/NXT 241000Z SLP168",2025-09-24 03:45:25.817663,2025-09-23 23:45:25.817707
"CYKP","Ogoki Post, ON, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",8,8,150,5,NA,9,1020.1,"METAR CYKP 240300Z AUTO 15005KT 9SM CLR 08/08 A3012 RMK SLP206",2025-09-24 03:45:25.824292,2025-09-23 23:45:25.824338
"CYBX","Blanc Sablon Arpt, QC, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",6,5,0,0,NA,15,1015.7,"METAR CYBX 240300Z 00000KT 15SM BKN061 OVC080 06/05 A2999 RMK SC5AC3 SLP159",2025-09-24 03:45:25.830701,2025-09-23 23:45:25.830745
"CYGV","Havre St Pierre Arpt, QC, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",8,7,10,6,NA,9,1018,"METAR CYGV 240300Z AUTO 01006KT 350V060 9SM FEW060 08/07 A3006 RMK SLP183",2025-09-24 03:45:25.837125,2025-09-23 23:45:25.837171
"CYQA","Muskoka Arpt, ON, CA",2025-09-24 03:41:00,"2025-09-23 23:41:00","MVFR",17,17,0,0,NA,3,1016.7,"SPECI CYQA 240341Z AUTO 00000KT 3SM BR FEW018 SCT027 BKN050 OVC120 17/17 A3002 RMK SLP167 DENSITY ALT 1300FT",2025-09-24 03:45:27.010075,2025-09-23 23:45:27.010138
"CYPH","Inukjuak Arpt, QC, CA",2025-09-24 03:40:00,"2025-09-23 23:40:00","LIFR",5,4,200,12,17,0.75,1018,"SPECI CYPH 240340Z AUTO 20012G17KT 3/4SM BR VV003 05/04 A3006 RMK SLP182",2025-09-24 03:45:27.016517,2025-09-23 23:45:27.016559
"CYPQ","Peterborough Muni, ON, CA",2025-09-24 03:38:00,"2025-09-23 23:38:00","MVFR",17,17,180,2,NA,6,1016.7,"SPECI CYPQ 240338Z AUTO 18002KT 6SM BR OVC025 17/17 A3002 RMK SLP169 DENSITY ALT 900FT",2025-09-24 03:45:27.022866,2025-09-23 23:45:27.022909
"CYWK","Wabush Lake Arpt, NL, CA",2025-09-24 03:33:00,"2025-09-24 00:33:00","IFR",0,0,170,5,NA,1,1020.7,"SPECI CYWK 240333Z AUTO 17005KT 1SM BR CLR M00/M00 A3014 RMK SLP239",2025-09-24 03:45:27.02932,2025-09-23 23:45:27.029363
"CYQZ","Quesnel Arpt, BC, CA",2025-09-24 03:28:00,"2025-09-23 20:28:00","VFR",11,10,0,0,NA,9,1019.4,"SPECI CYQZ 240328Z AUTO 00000KT 9SM -RA OVC086 11/10 A3010 RMK SLP208",2025-09-24 03:45:27.035705,2025-09-23 23:45:27.03575
"CYQM","Moncton Intl, NB, CA",2025-09-24 03:23:00,"2025-09-24 00:23:00","IFR",14,13,30,10,16,12,1016.3,"SPECI CYQM 240323Z 03010G16KT 12SM OVC008 14/13 A3001 RMK ST8 VIS LWR W-NW SLP166",2025-09-24 03:45:27.053006,2025-09-23 23:45:27.053049
"CYTZ","Toronto/Bishop Arpt, ON, CA",2025-09-24 03:23:00,"2025-09-23 23:23:00","VFR",20,18,60,5,NA,6,1015.3,"SPECI CYTZ 240323Z AUTO 06005KT 6SM BR OVC130 20/18 A2998 RMK SLP155 DENSITY ALT 900FT",2025-09-24 03:45:27.059396,2025-09-23 23:45:27.059439
"CYVL","Colville Lake, NT, CA",2025-09-24 03:23:00,"2025-09-23 21:23:00","LIFR",5,5,240,7,NA,7,1003.8,"SPECI CYVL 240323Z AUTO 24007KT 7SM OVC004 05/05 A2964 RMK SLP056",2025-09-24 03:45:27.065831,2025-09-23 23:45:27.065875
"CYVT","Buffalo Narrows Arpt, SK, CA",2025-09-24 03:08:00,"2025-09-23 21:08:00","MVFR",16,0,250,3,NA,7,1015,"SPECI CYVT 240308Z AUTO 25003KT 220V290 7SM BKN014 OVC091 16/M00 A2997 RMK SLP160 DENSITY ALT 1900FT",2025-09-24 03:45:27.072306,2025-09-23 23:45:27.07235
"CYWE","Wekweètì Arpt, NT, CA",2025-09-24 03:07:00,"2025-09-23 21:07:00","MVFR",8,7,20,7,NA,9,999.7,"SPECI CYWE 240307Z AUTO 02007KT 9SM SCT007 BKN014 OVC020 08/07 A2952 RMK SLP014",2025-09-24 03:45:27.078787,2025-09-23 23:45:27.078831
"CYOO","Oshawa Arpt, ON, CA",2025-09-24 03:05:00,"2025-09-23 23:05:00","MVFR",19,19,0,0,NA,3,1016.3,"SPECI CYOO 240305Z AUTO 00000KT 3SM -RA BR FEW026 SCT066 BKN083 OVC110 19/19 A3001 RMK SLP165 DENSITY ALT 1000FT",2025-09-24 03:45:27.085231,2025-09-23 23:45:27.085274
"CYQY","Sydney Arpt, NS, CA",2025-09-24 03:02:00,"2025-09-24 00:02:00","MVFR",15,15,300,6,NA,15,1013.6,"SPECI CYQY 240302Z 30006KT 15SM OVC030 15/15 A2993 RMK SC8 SLP136",2025-09-24 03:45:27.091603,2025-09-23 23:45:27.091646
"CYMH","Mary's Harbor Arpt, NL, CA",2025-09-24 03:01:00,"2025-09-24 00:31:00","VFR",2,2,NA,2,NA,6,1016,"SPECI CYMH 240301Z AUTO VRB02KT 6SM BR CLR 02/02 A3000 RMK SLP161",2025-09-24 03:45:27.098054,2025-09-23 23:45:27.098116
"CYQU","Grande Prairie Arpt, AB, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",11,0,250,9,NA,25,1017.4,"METAR CYQU 240300Z 25009KT 25SM FEW110 BKN230 11/00 A3004 RMK AC2CI4 SLP190",2025-09-24 03:45:27.104444,2025-09-23 23:45:27.104488
"CYOD","Cold Lake (Mil), AB, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",14,6,0,0,NA,15,1016.7,"METAR CYOD 240300Z 00000KT 15SM SCT250 14/06 A3002 RMK CI3 DENSITY ALT 2043FT SLP178",2025-09-24 03:45:27.110824,2025-09-23 23:45:27.110868
"CYVM","Broughton Isl/Qikiqtarjuaq Arpt, NU, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",7,4,190,10,NA,9,1001.1,"METAR CYVM 240300Z AUTO 19010KT 9SM OVC086 07/04 A2956 RMK SLP011",2025-09-24 03:45:27.117207,2025-09-23 23:45:27.117251
"CYQG","Windsor Intl, ON, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",19,18,90,2,NA,9,1015.7,"METAR CYQG 240300Z AUTO 09002KT 9SM BKN035 OVC180 19/18 A2999 RMK SLP155 DENSITY ALT 1300FT",2025-09-24 03:45:27.123553,2025-09-23 23:45:27.123595
"CYUY","Rouyn/Noranda Arpt, QC, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","VFR",15,13,50,6,NA,15,1018.7,"METAR CYUY 240300Z 05006KT 15SM BKN072 15/13 A3008 RMK AC7 SLP192",2025-09-24 03:45:27.129892,2025-09-23 23:45:27.129936
"CYVR","Vancouver Intl, BC, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",15,13,300,7,NA,30,1017.4,"METAR CYVR 240300Z 30007KT 30SM FEW220 15/13 A3004 RMK CI1 SLP174",2025-09-24 03:45:27.136261,2025-09-23 23:45:27.136307
"CYWG","Winnipeg Intl Arpt, MB, CA",2025-09-24 03:00:00,"2025-09-23 22:00:00","VFR",15,15,0,0,NA,15,1020.4,"METAR CYWG 240300Z 00000KT 15SM SKC 15/15 A3013 RMK SLP208",2025-09-24 03:45:27.142645,2025-09-23 23:45:27.142688
"CYMO","Moosonee Arpt, ON, CA",2025-09-24 03:00:00,"2025-09-23 23:00:00","LIFR",7,7,350,2,NA,0.25,1020.7,"METAR CYMO 240300Z AUTO 35002KT 1/4SM FG VV002 07/07 A3014 RMK SLP210",2025-09-24 03:45:27.149117,2025-09-23 23:45:27.149164
"CYPA","Prince Albert Arpt, SK, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",12,6,NA,2,NA,15,1016,"METAR CYPA 240300Z VRB02KT 15SM SKC 12/06 A3000 RMK LAST STFD OBS/NEXT 241200 SLP172",2025-09-24 03:45:27.155715,2025-09-23 23:45:27.155759
"CYPE","Peace River Arpt, AB, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",9,0,210,8,NA,9,1015,"METAR CYPE 240300Z AUTO 21008KT 9SM BKN210 OVC230 09/M00 A2997 RMK SLP165",2025-09-24 03:45:27.16225,2025-09-23 23:45:27.162294
"CYPG","Portage la Prairie/Southport Arpt, MB, CA",2025-09-24 03:00:00,"2025-09-23 22:00:00","VFR",14,13,0,0,NA,15,1020.4,"METAR CYPG 240300Z CCA 00000KT 15SM SKC 14/13 A3013 RMK DENSITY ALT 908FT LAST OBS /NEXT 241100 UTC SLP208",2025-09-24 03:45:27.168645,2025-09-23 23:45:27.168689
"CYQF","Red Deer Rgnl, AB, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",16,4,360,3,NA,9,1015.3,"METAR CYQF 240300Z AUTO 36003KT 340V050 9SM CLR 16/04 A2998 RMK SLP165 DENSITY ALT 3800FT",2025-09-24 03:45:27.187701,2025-09-23 23:45:27.187745
"CYQL","Lethbridge Cnty Arpt, AB, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",19,4,230,9,NA,20,1018,"METAR CYQL 240300Z 23009KT 20SM SKC 19/04 A3006 RMK SLP176 DENSITY ALT 4100FT",2025-09-24 03:45:27.194072,2025-09-23 23:45:27.194133
"CYQW","North Battleford Arpt, SK, CA",2025-09-24 03:00:00,"2025-09-23 21:00:00","VFR",12,4,60,4,NA,9,1016.7,"METAR CYQW 240300Z AUTO 06004KT 9SM CLR 12/04 A3002 RMK SLP177",2025-09-24 03:45:27.200357,2025-09-23 23:45:27.2004
"CYRV","Revelstoke Arpt, BC, CA",2025-09-24 03:00:00,"2025-09-23 20:00:00","VFR",13,11,0,0,NA,9,1019,"METAR CYRV 240300Z AUTO 00000KT 9SM CLR 13/11 A3009 RMK SLP198",2025-09-24 03:45:27.206727,2025-09-23 23:45:27.206769
