"icao","site","observed_utc","observed_local","flight_category","temp_c","dewpoint_c","wind_dir_deg","wind_kts","gust_kts","vis_sm","altimeter_hpa","raw_text","fetched_at_utc","fetched_at_local"
"KDAL","Dallas/Love Fld, TX, US",2025-10-30 11:53:00,"2025-10-30 06:53:00","VFR",7.8,2.2,350,3,NA,NA,1021.1,"METAR KDAL 301153Z 35003KT 10SM CLR 08/02 A3015 RMK AO2 SLP206 T00780022 10106 20061 53000",2025-10-30 12:06:49.751006,2025-10-30 08:06:49.751051
"KDFI","Defiance Mem Arpt, OH, US",2025-10-30 11:53:00,"2025-10-30 07:53:00","VFR",7.8,5.6,10,14,NA,NA,1007.5,"METAR KDFI 301153Z AUTO 01014KT 10SM OVC055 08/06 A2975 RMK AO2 SLP076 60000 T00780056 10083 20072 56009",2025-10-30 12:06:49.75738,2025-10-30 08:06:49.757423
"KCNM","Carlsbad/Cavern City Air Term, NM, US",2025-10-30 11:53:00,"2025-10-30 05:53:00","VFR",2.2,-9.4,360,6,NA,NA,1021.8,"METAR KCNM 301153Z AUTO 36006KT 10SM CLR 02/M09 A3017 RMK AO2 SLP201 7//// T00221094 10083 20011 55007 $",2025-10-30 12:06:49.763804,2025-10-30 08:06:49.763848
"KDAN","Danville Rgnl, VA, US",2025-10-30 11:53:00,"2025-10-30 07:53:00","LIFR",11.7,11.1,0,0,NA,6,1002.5,"METAR KDAN 301153Z AUTO 00000KT 6SM BR BKN002 OVC012 12/11 A2960 RMK AO2 RAB30E44 SLP017 P0000 60024 70048 T01170111 10117 20111 55001",2025-10-30 12:06:49.770188,2025-10-30 08:06:49.770232
"KCRS","Corsicana Muni, TX, US",2025-10-30 11:53:00,"2025-10-30 06:53:00","VFR",6.1,2.8,300,6,NA,NA,1021.4,"METAR KCRS 301153Z AUTO 30006KT 10SM CLR 06/03 A3016 RMK AO2 SLP212 T00610028 10089 20061 53005",2025-10-30 12:06:49.776618,2025-10-30 08:06:49.776664
"KDGW","Douglas/Converse Cnty, WY, US",2025-10-30 11:53:00,"2025-10-30 05:53:00","VFR",-1.7,-5,10,7,NA,NA,1024.8,"METAR KDGW 301153Z AUTO 01007KT 10SM CLR M02/M05 A3026 RMK AO2 SLP247 T10171050 10050 21022 51004",2025-10-30 12:06:49.793842,2025-10-30 08:06:49.793908
"KCNY","Moab/Canyonland Fld, UT, US",2025-10-30 11:53:00,"2025-10-30 05:53:00","VFR",2.2,-6.1,0,0,NA,NA,1024.5,"METAR KCNY 301153Z AUTO 00000KT 10SM CLR 02/M06 A3025 RMK AO2 SLP235 T00221061 10044 20000 53002",2025-10-30 12:06:49.80028,2025-10-30 08:06:49.800323
"KCUB","Columbia/Downtown Arpt, SC, US",2025-10-30 11:53:00,"2025-10-30 07:53:00","VFR",8.3,7.8,230,4,NA,NA,1007.5,"METAR KCUB 301153Z AUTO 23004KT 10SM CLR 08/08 A2975 RMK AO2 SLP073 70016 T00830078 10122 20083 53015",2025-10-30 12:06:49.806571,2025-10-30 08:06:49.806614
"KCOT","Cotulla/LaSalle Cnty, TX, US",2025-10-30 11:53:00,"2025-10-30 06:53:00","VFR",3.9,-6.1,320,4,NA,NA,1023.5,"METAR KCOT 301153Z AUTO 32004KT 10SM CLR 04/M06 A3022 RMK AO2 SLP231 T00391061 10100 20033 53005",2025-10-30 12:06:49.812934,2025-10-30 08:06:49.812979
"KDFW","Dallas-Ft Worth Intl, TX, US",2025-10-30 11:53:00,"2025-10-30 06:53:00","VFR",6.1,1.1,320,5,NA,NA,1020.4,"METAR KDFW 301153Z 32005KT 10SM CLR 06/01 A3013 RMK AO2 SLP200 T00610011 10106 20061 56002 $",2025-10-30 12:06:49.819402,2025-10-30 08:06:49.819447
"KCPR","Casper/Natrona Cnty, WY, US",2025-10-30 11:53:00,"2025-10-30 05:53:00","VFR",-4.4,-6.7,340,6,NA,NA,1025.1,"METAR KCPR 301153Z 34006KT 10SM CLR M04/M07 A3027 RMK AO2 SLP255 T10441067 10067 21044 51002",2025-10-30 12:06:49.826171,2025-10-30 08:06:49.826216
"KDHT","Dalhart Muni, TX, US",2025-10-30 11:53:00,"2025-10-30 06:53:00","MVFR",0,-5.6,250,5,NA,3,1018.7,"METAR KDHT 301153Z AUTO 25005KT 3SM HZ CLR 00/M06 A3008 RMK AO2 SLP180 6//// 7//// T00001056 10050 20000 58007",2025-10-30 12:06:49.832498,2025-10-30 08:06:49.83254
"KCNO","Chino Arpt, CA, US",2025-10-30 11:53:00,"2025-10-30 04:53:00","VFR",13.9,5,0,0,NA,8,1014.6,"METAR KCNO 301153Z AUTO 00000KT 8SM CLR 14/05 A2996 RMK AO2 SLP139 T01390050 10200 20117 55000",2025-10-30 12:06:49.838841,2025-10-30 08:06:49.838905
"KCRG","Jacksonville/Executive at Craig Arpt, FL, US",2025-10-30 11:53:00,"2025-10-30 07:53:00","VFR",11.1,6.7,280,7,NA,NA,1011.6,"METAR KCRG 301153Z 28007KT 10SM CLR 11/07 A2987 RMK AO2 SLP114 T01110067 10161 20106 53017",2025-10-30 12:06:49.845265,2025-10-30 08:06:49.845308
"KCSM","Clinton/Sherman Arpt, OK, US",2025-10-30 11:53:00,"2025-10-30 06:53:00","VFR",1.7,-2.8,0,0,NA,NA,1021.1,"METAR KCSM 301153Z AUTO 00000KT 10SM CLR 02/M03 A3015 RMK AO2 SLP211 T00171028 10033 20011 56002",2025-10-30 12:06:49.851704,2025-10-30 08:06:49.851748
"KDBQ","Dubuque Rgnl, IA, US",2025-10-30 11:53:00,"2025-10-30 06:53:00","VFR",1.7,0.6,10,6,NA,NA,1016,"METAR KDBQ 301153Z 01006KT 10SM CLR 02/01 A3000 RMK AO2 SLP166 T00170006 10050 20017 58004 $",2025-10-30 12:06:49.858158,2025-10-30 08:06:49.858202
"KDEN","Denver Intl, CO, US",2025-10-30 11:53:00,"2025-10-30 05:53:00","VFR",2.8,-6.1,20,8,NA,NA,1023.8,"METAR KDEN 301153Z 02008KT 10SM FEW220 03/M06 A3023 RMK AO2 SLP218 T00281061 10089 20022 53034",2025-10-30 12:06:49.864579,2025-10-30 08:06:49.864623
"KDEQ","De Queen/Helms Arpt, AR, US",2025-10-30 11:53:00,"2025-10-30 11:53:00","VFR",6.7,5.6,270,4,NA,NA,1018.4,"METAR KDEQ 301153Z AUTO 27004KT 10SM CLR 07/06 A3007 RMK AO2 SLP183 T00670056 10117 20061 53005",2025-10-30 12:06:49.870985,2025-10-30 08:06:49.87103
"KDET","Detroit/C Young Arpt, MI, US",2025-10-30 11:53:00,"2025-10-30 07:53:00","VFR",7.8,5,10,7,NA,NA,1009.2,"METAR KDET 301153Z 01007KT 10SM OVC055 08/05 A2980 RMK AO2 RAB1057E06 SLP092 P0000 60000 T00780050 10089 20072 56014",2025-10-30 12:06:49.877433,2025-10-30 08:06:49.877478
"KDKK","Dunkirk/Chautauqua Cnty, NY, US",2025-10-30 11:53:00,"2025-10-30 07:53:00","VFR",7.2,6.1,70,7,NA,8,1009.6,"METAR KDKK 301153Z AUTO 07007KT 8SM -RA BKN055 OVC070 07/06 A2981 RMK AO2 SLP097 P0014 60023 70023 T00720061 10078 20061 58019",2025-10-30 12:06:49.883793,2025-10-30 08:06:49.883838
"KCVG","Cincinnati Intl, KY, US",2025-10-30 11:52:00,"2025-10-30 07:52:00","IFR",7.8,6.7,340,10,NA,2.5,1004.1,"METAR KCVG 301152Z COR 34010KT 2 1/2SM -RA BR BKN007 OVC014 08/07 A2965 RMK AO2 SFC VIS 5 SLP040 VIS LWR SE-SW P0016 60034 70108 T00780067 10078 20078 53007",2025-10-30 12:06:49.890159,2025-10-30 08:06:49.890202
"KDDC","Dodge City Arpt, KS, US",2025-10-30 11:52:00,"2025-10-30 06:52:00","VFR",0,-3.9,190,7,NA,9,1019,"METAR KDDC 301152Z AUTO 19007KT 9SM CLR 00/M04 A3009 RMK AO2 SLP197 T00001039 10011 21011 56009",2025-10-30 12:06:49.896542,2025-10-30 08:06:49.896584
"KCNU","Chanute/Johnson Arpt, KS, US",2025-10-30 11:52:00,"2025-10-30 06:52:00","MVFR",1.7,1.7,310,5,NA,5,1019.7,"METAR KCNU 301152Z AUTO 31005KT 5SM BR CLR 02/02 A3011 RMK AO2 SLP199 70001 T00170017 10056 20017 53001",2025-10-30 12:06:49.902944,2025-10-30 08:06:49.902988
"KCQX","Chatham Muni, MA, US",2025-10-30 11:52:00,"2025-10-30 11:52:00","MVFR",12.2,10.6,80,7,NA,NA,1018.4,"METAR KCQX 301152Z AUTO 08007KT 10SM OVC027 12/11 A3007 RMK AO2 SLP182 T01220106 10122 20111 55002",2025-10-30 12:06:49.919666,2025-10-30 08:06:49.919746
"KDAW","Rochester/Skyhaven Arpt, NH, US",2025-10-30 11:51:00,"2025-10-30 11:51:00","MVFR",6.1,3.3,10,5,NA,NA,1019.4,"METAR KDAW 301151Z AUTO 01005KT 10SM OVC026 06/03 A3010 RMK AO2 SLP193 T00610033 10061 20017 55002 $",2025-10-30 12:06:49.926644,2025-10-30 08:06:49.926689
"KCON","Concord Muni, NH, US",2025-10-30 11:51:00,"2025-10-30 07:51:00","MVFR",5,3.3,0,0,NA,NA,1019,"METAR KCON 301151Z AUTO 00000KT 10SM OVC028 05/03 A3009 RMK AO2 SLP192 T00500033 10050 20017 58004 $",2025-10-30 12:06:49.932999,2025-10-30 08:06:49.933042
"KCRP","Corpus Christi Intl, TX, US",2025-10-30 11:51:00,"2025-10-30 06:51:00","VFR",6.1,-5.6,310,5,NA,NA,1022.1,"METAR KCRP 301151Z 31005KT 10SM CLR 06/M06 A3018 RMK AO2 SLP221 T00611056 10144 20050 53002",2025-10-30 12:06:49.939277,2025-10-30 08:06:49.939321
"KDAG","Barstow/Daggett Cnty, CA, US",2025-10-30 11:50:00,"2025-10-30 04:50:00","VFR",13.9,-7.8,280,11,NA,NA,1017.7,"METAR KDAG 301150Z AUTO 28011KT 10SM CLR 14/M08 A3005 RMK AO2 SLP157 T01391078 10156 20128 55004",2025-10-30 12:06:49.945699,2025-10-30 08:06:49.945742
"KDED","Deland Muni, FL, US",2025-10-30 11:50:00,"2025-10-30 11:50:00","VFR",12.2,8.8,290,3,NA,NA,1012.3,"METAR KDED 301150Z AUTO 29003KT 10SM CLR 12/09 A2989 RMK AO2 T01220088 10188 20121",2025-10-30 12:06:49.9522,2025-10-30 08:06:49.952244
"KCQB","Chandler Muni, OK, US",2025-10-30 11:50:00,"2025-10-30 11:50:00","VFR",3.2,2.1,300,4,NA,NA,1020.7,"METAR KCQB 301150Z AUTO 30004KT 10SM CLR 03/02 A3014 RMK AO2 T00320021 10059 20030",2025-10-30 12:06:49.958656,2025-10-30 08:06:49.9587
"KCWA","Mosinee/C Wisconsin Arpt, WI, US",2025-10-30 11:50:00,"2025-10-30 06:50:00","VFR",0,-1,20,3,NA,NA,1016,"METAR KCWA 301150Z 02003KT 10SM CLR 00/M01 A3000",2025-10-30 12:06:49.965075,2025-10-30 08:06:49.965119
"KELM","Elmira-Corning Rgnl, NY, US",2025-10-30 12:03:00,"2025-10-30 08:03:00","MVFR",7.2,6.1,60,3,NA,4,1009.6,"SPECI KELM 301203Z 06003KT 4SM RA BR BKN015 OVC028 07/06 A2981 RMK AO2 P0002 T00720061",2025-10-30 12:06:51.50453,2025-10-30 08:06:51.504575
"KDPL","Kenansville/Duplin Arpt, NC, US",2025-10-30 12:00:00,"2025-10-30 12:00:00","IFR",16,16,230,5,NA,7,1004.1,"METAR KDPL 301200Z AUTO 23005KT 7SM BR OVC006 16/16 A2965 RMK AO2",2025-10-30 12:06:51.511161,2025-10-30 08:06:51.511206
"KDYR","Dyersburg Rgnl, TN, US",2025-10-30 11:56:00,"2025-10-30 11:56:00","VFR",7.8,7.8,320,7,NA,NA,1013.6,"METAR KDYR 301156Z AUTO 32007KT 10SM CLR 08/08 A2993 RMK AO2 SLPNO 6//// 7//// T00780078 10100 20078 51019",2025-10-30 12:06:51.517715,2025-10-30 08:06:51.517761
"KEGE","Eagle Cnty Rgnl, CO, US",2025-10-30 11:56:00,"2025-10-30 05:56:00","VFR",-5,-9.4,160,3,NA,NA,1028.5,"METAR KEGE 301156Z AUTO 16003KT 10SM CLR M05/M09 A3037 RMK AO2 SLP281 T10501094 11006 21056 53003 FZRANO $",2025-10-30 12:06:51.524287,2025-10-30 08:06:51.52433
"KELZ","Wellsville/Tarantine Fld, NY, US",2025-10-30 11:56:00,"2025-10-30 07:56:00","LIFR",5,5,70,4,NA,1.5,1008.5,"METAR KELZ 301156Z AUTO 07004KT 1 1/2SM +RA BR OVC003 05/05 A2978 RMK AO2 RAE08B21 SLP096 P0008 60057 70057 T00500050 10050 20039 56019",2025-10-30 12:06:51.530684,2025-10-30 08:06:51.530727
"KEAR","Kearney Rgnl, NE, US",2025-10-30 11:56:00,"2025-10-30 06:56:00","VFR",-1.7,-5,310,3,NA,NA,1019.4,"METAR KEAR 301156Z AUTO 31003KT 10SM CLR M02/M05 A3010 RMK AO2 SLP207 60000 T10171050 10011 21039 53001 FZRANO",2025-10-30 12:06:51.537204,2025-10-30 08:06:51.537249
"KDVL","Devils Lake Rgnl, ND, US",2025-10-30 11:56:00,"2025-10-30 06:56:00","VFR",4.4,1.7,270,11,NA,NA,1013.3,"METAR KDVL 301156Z AUTO 27011KT 10SM OVC120 04/02 A2992 RMK AO2 SLP150 60001 70001 T00440017 10056 20033 56013",2025-10-30 12:06:51.543724,2025-10-30 08:06:51.543768
"KEEN","Keene/Hopkins Arpt, NH, US",2025-10-30 11:56:00,"2025-10-30 07:56:00","MVFR",6.7,4.4,NA,3,NA,NA,1018.4,"METAR KEEN 301156Z AUTO VRB03KT 10SM SCT023 OVC029 07/04 A3007 RMK AO2 SLP189 T00670044 10067 20022 55007 $",2025-10-30 12:06:51.561551,2025-10-30 08:06:51.561597
"KDWU","Ashland Rgnl, KY, US",2025-10-30 11:56:00,"2025-10-30 11:56:00","MVFR",8.9,8.9,260,3,NA,8,1003.1,"METAR KDWU 301156Z AUTO 26003KT 8SM RA OVC010 09/09 A2962 RMK AO2 CIG 007V014 SLP030 P0014 60027 7//// T00890089 10100 20083 58003 $",2025-10-30 12:06:51.567997,2025-10-30 08:06:51.56804
"KEAU","Eau Claire/Chippewa Valley Rgnl, WI, US",2025-10-30 11:56:00,"2025-10-30 06:56:00","LIFR",-3.9,-3.9,0,0,NA,0.25,1016,"METAR KEAU 301156Z 00000KT 1/4SM FZFG VV001 M04/M04 A3000 RMK AO2 SLP170 I1000 I6001 T10391039 11006 21039 58017",2025-10-30 12:06:51.574246,2025-10-30 08:06:51.574289
"KEKQ","Monticello/Wayne Cnty, KY, US",2025-10-30 11:56:00,"2025-10-30 11:56:00","IFR",8.3,8.3,300,9,NA,NA,1006.2,"METAR KEKQ 301156Z AUTO 30009KT 10SM -RA OVC009 08/08 A2971 RMK AO2 CIG 006V013 SLP055 6//// 7//// T00830083 10089 20083 53012 PNO $",2025-10-30 12:06:51.580688,2025-10-30 08:06:51.580732
"KEKO","Elko Rgnl, NV, US",2025-10-30 11:56:00,"2025-10-30 04:56:00","VFR",-1.1,-2.2,0,0,NA,NA,1026.5,"METAR KEKO 301156Z AUTO 00000KT 10SM CLR M01/M02 A3031 RMK AO2 SLP254 T10111022 10028 21022 58002",2025-10-30 12:06:51.587225,2025-10-30 08:06:51.587269
"KEHR","Henderson City Arpt, KY, US",2025-10-30 11:56:00,"2025-10-30 11:56:00",NA,7.2,4.4,310,9,NA,NA,1010.6,"METAR KEHR 301156Z AUTO 31009KT BKN048 OVC070 07/04 A2984 RMK AO2 SLP105 6//// 7//// T00720044 10094 20072 53015 PWINO $",2025-10-30 12:06:51.593886,2025-10-30 08:06:51.593937
"KEDW","Edwards AFB, CA, US",2025-10-30 11:55:00,"2025-10-30 04:55:00","VFR",8,-6.2,0,0,NA,NA,1018,"METAR KEDW 301155Z AUTO 00000KT 10SM CLR 08/M06 A3006 RMK AO2 SLP166 T00801062 10124 20067 56004 $",2025-10-30 12:06:51.600582,2025-10-30 08:06:51.600629
"KDRI","Deridder/Beauregard Rgnl, LA, US",2025-10-30 11:55:00,"2025-10-30 06:55:00","VFR",9.4,7.3,310,5,NA,NA,1019.4,"METAR KDRI 301155Z AUTO 31005KT 10SM CLR 09/07 A3010 RMK AO2 T00940073 $",2025-10-30 12:06:51.607257,2025-10-30 08:06:51.607302
"KDOV","Dover AFB, DE, US",2025-10-30 11:55:00,"2025-10-30 07:55:00","IFR",16.6,15.6,100,20,27,3,1002.8,"METAR KDOV 301155Z AUTO 10020G27KT 3SM -RA BR OVC008 17/16 A2961 RMK AO2 PK WND 09029/37 RAE11DZB11E14RAB20E21DZB21E25RAB25 CIG 003 RWY14 CIG 003 RWY19 SLP031 P0009 60024 70037 T01660156 10166 20144 57028",2025-10-30 12:06:51.613765,2025-10-30 08:06:51.613808
"KDTA","Delta Muni, UT, US",2025-10-30 11:55:00,"2025-10-30 05:55:00","VFR",-2,-6,100,9,NA,NA,1025.5,"METAR KDTA 301155Z AUTO 10009KT 10SM CLR M02/M06 A3028 RMK AO1",2025-10-30 12:06:51.620269,2025-10-30 08:06:51.620312
"KEAT","Wenatchee/Pangborn Mem, WA, US",2025-10-30 11:55:00,"2025-10-30 04:55:00","VFR",3.3,1.1,270,9,NA,9,1029.9,"METAR KEAT 301155Z AUTO 27009KT 9SM -SN CLR 03/01 A3041 RMK AO2 SNB48 SLP304 P0000 60000 T00330011 10072 20028 55002",2025-10-30 12:06:51.626695,2025-10-30 08:06:51.626739
"KDZJ","Blairsville Arpt, GA, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","MVFR",5.8,NA,0,0,NA,NA,1007.2,"METAR KDZJ 301155Z AUTO 00000KT 10SM BKN017 OVC023 06/ A2974 RMK AO2 T0058//// 10067 20042 70042",2025-10-30 12:06:51.633172,2025-10-30 08:06:51.633221
"KDUX","Dumas/Moore Cnty, TX, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",3,-6,260,12,NA,NA,1018.4,"METAR KDUX 301155Z AUTO 26012KT 10SM CLR 03/M06 A3007 RMK AO2 10048 21006 70000",2025-10-30 12:06:51.639611,2025-10-30 08:06:51.639654
"KEGV","Eagle River/Union Arpt, WI, US",2025-10-30 11:55:00,"2025-10-30 06:55:00",NA,-2.6,-2.6,0,0,NA,4,1016,"METAR KEGV 301155Z AUTO 00000KT 4SM BR M03/M03 A3000 RMK AO2 T10261026",2025-10-30 12:06:51.646038,2025-10-30 08:06:51.646081
"KEIK","Erie Muni, CO, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",-1.5,-7.1,200,5,NA,NA,1024.1,"METAR KEIK 301155Z AUTO 20005KT 10SM CLR M01/M07 A3024 RMK AO2 T10151071",2025-10-30 12:06:51.652456,2025-10-30 08:06:51.6525
"KDZB","Marble Falls/Horseshoe Bay Arpt, TX, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",2.2,-1.7,0,0,NA,NA,1023.1,"METAR KDZB 301155Z AUTO 00000KT 10SM CLR 02/M02 A3021 RMK AO2 T00221017 10094 20022",2025-10-30 12:06:51.658934,2025-10-30 08:06:51.658978
"KDNS","Denison Muni, IA, US",2025-10-30 11:55:00,"2025-10-30 06:55:00","LIFR",0,0,0,0,NA,0.25,1018.7,"METAR KDNS 301155Z AUTO 00000KT M1/4SM OVC002 00/00 A3008 RMK AO2",2025-10-30 12:06:51.665362,2025-10-30 08:06:51.665406
"KEHO","Shelby/Cleveland Cnty, NC, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","IFR",8,7.2,0,0,NA,NA,1005.2,"METAR KEHO 301155Z AUTO 00000KT 10SM OVC005 08/07 A2968 RMK AO2 70063 T00800072 10107 20080",2025-10-30 12:06:51.671817,2025-10-30 08:06:51.671878
"KEKX","Elizabethtown/Addington Fld, KY, US",2025-10-30 11:55:00,"2025-10-30 07:55:00","IFR",7,6.6,330,7,NA,NA,1006.2,"METAR KEKX 301155Z AUTO 33007KT 10SM -DZ OVC008 07/07 A2971 RMK AO2 P0001 60006 70089 T00700066 10080 20070",2025-10-30 12:06:51.688946,2025-10-30 08:06:51.688992
"KDNV","Danville/Vermillion Rgnl, IL, US",2025-10-30 11:55:00,"2025-10-30 06:55:00","VFR",4.9,3.4,340,10,NA,NA,1011.9,"METAR KDNV 301155Z AUTO 34010KT 10SM CLR 05/03 A2988 RMK AO2 T00490034 10061 20044",2025-10-30 12:06:51.695945,2025-10-30 08:06:51.695992
"KDYT","Duluth/Sky Harbor Arpt, MN, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","LIFR",5,5,220,3,NA,1.75,1016.3,"METAR KDYT 301155Z AUTO 22003KT 1 3/4SM BR BKN003 OVC012 05/05 A3001 RMK AO2 VIS 1 1/4V2 1/2",2025-10-30 12:06:51.70249,2025-10-30 08:06:51.702532
"KEMM","Kemmerer Muni, WY, US",2025-10-30 11:55:00,"2025-10-30 05:55:00",NA,0,-3,300,9,NA,NA,1027.2,"METAR KEMM 301155Z AUTO 30009KT 10SM 00/M03 A3033 RMK AO2",2025-10-30 12:06:51.708828,2025-10-30 08:06:51.70889
"KDYB","Summerville Arpt, SC, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",8,8,0,0,NA,NA,1008.2,"METAR KDYB 301155Z AUTO 00000KT 10SM CLR 08/08 A2977 RMK AO2",2025-10-30 12:06:51.715373,2025-10-30 08:06:51.715419
"KEGT","Wellington Muni, KS, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",0.6,0,0,0,NA,NA,1020.4,"METAR KEGT 301155Z AUTO 00000KT 10SM CLR 01/00 A3013 RMK AO2 T00061000 10025 20003",2025-10-30 12:06:51.721959,2025-10-30 08:06:51.722005
"KDMA","Tucson/Davis AFB, AZ, US",2025-10-30 11:55:00,"2025-10-30 04:55:00","VFR",18.2,-2.7,100,10,NA,NA,1017,"METAR KDMA 301155Z AUTO 10010KT 10SM CLR 18/M03 A3003 RMK AO2 SLP175 T01821027 10212 20182 55005 $",2025-10-30 12:06:51.728397,2025-10-30 08:06:51.72844
"KDMW","Westminster/Carroll Cnty Rgnl, MD, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","MVFR",14,13,110,6,16,4,1001.4,"METAR KDMW 301155Z AUTO 11006G16KT 4SM VCTSRA SCT009 BKN023 OVC033 14/13 A2957 RMK AO2 LTG DSNT NE AND W",2025-10-30 12:06:51.734764,2025-10-30 08:06:51.734806
"KDQH","Douglas Muni, GA, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",6.2,4.9,230,3,NA,NA,1011.6,"METAR KDQH 301155Z AUTO 23003KT 10SM CLR 06/05 A2987 RMK AO2 T00620049",2025-10-30 12:06:51.741241,2025-10-30 08:06:51.741286
"KE11","Andrews Cnty, TX, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",5.9,-8.1,250,4,NA,NA,1021.8,"METAR KE11 301155Z AUTO 25004KT 10SM CLR 06/M08 A3017 RMK AO2 T00591081 10070 20045",2025-10-30 12:06:51.747699,2025-10-30 08:06:51.747743
"KE16","San Martin Arpt, CA, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",10,9,0,0,NA,NA,1017.7,"METAR KE16 301155Z AUTO 00000KT 10SM CLR 10/09 A3005 RMK AO2",2025-10-30 12:06:51.754233,2025-10-30 08:06:51.754277
"KEAN","Wheatland/Phifer Fld, WY, US",2025-10-30 11:55:00,"2025-10-30 05:55:00","VFR",3.7,-5.3,340,4,NA,NA,1025.1,"METAR KEAN 301155Z AUTO 34004KT 10SM CLR 04/M05 A3027 RMK AO2 T00371053 10115 20032",2025-10-30 12:06:51.760692,2025-10-30 08:06:51.760736
"KDXX","Madison/Lac Qui Parle Cnty, MN, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",1,1,230,5,NA,NA,1017.4,"METAR KDXX 301155Z AUTO 23005KT 10SM CLR 01/01 A3004 RMK AO2",2025-10-30 12:06:51.767194,2025-10-30 08:06:51.767239
"KE38","Alpine/Casparis Muni, TX, US",2025-10-30 11:55:00,"2025-10-30 06:55:00","VFR",7,-10.2,200,5,NA,NA,1024.8,"METAR KE38 301155Z AUTO 20005KT 10SM CLR 07/M10 A3026 RMK AO2 T00701102 10075 20024",2025-10-30 12:06:51.773752,2025-10-30 08:06:51.773797
"KE41","Big Lake/Reagan Cnty, TX, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",2.5,-4.6,130,4,NA,NA,1022.8,"METAR KE41 301155Z AUTO 13004KT 10SM CLR 03/M05 A3020 RMK AO2 T00251046 10060 20018",2025-10-30 12:06:51.780244,2025-10-30 08:06:51.780288
"KE57","Denver City Arpt, TX, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","IFR",2,-11,300,5,NA,2,1021.1,"METAR KE57 301155Z AUTO 30005KT 2SM HZ CLR 02/M11 A3015 RMK AO2",2025-10-30 12:06:51.786619,2025-10-30 08:06:51.786662
"KECU","Rocksprings/Edwards Cnty, TX, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",8,-7,20,7,NA,NA,1024.1,"METAR KECU 301155Z AUTO 02007KT 10SM CLR 08/M07 A3024 RMK AO2",2025-10-30 12:06:51.793081,2025-10-30 08:06:51.793126
"KDRM","Drummond Island Arpt, MI, US",2025-10-30 11:55:00,"2025-10-30 07:55:00","VFR",-1.3,-1.5,0,0,NA,NA,1015,"METAR KDRM 301155Z AUTO 00000KT 10SM CLR M01/M01 A2997 RMK AO2 T10131015 10000 21021",2025-10-30 12:06:51.79956,2025-10-30 08:06:51.799605
"KDVO","Novato/Gnoss Fld, CA, US",2025-10-30 11:55:00,"2025-10-30 04:55:00","LIFR",10,9,0,0,NA,NA,1017,"METAR KDVO 301155Z AUTO 00000KT 10SM OVC004 10/09 A3003 RMK AO2",2025-10-30 12:06:51.806067,2025-10-30 08:06:51.806113
"KEBG","Edinburg/S Texas Intl, TX, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","VFR",7,-5,300,3,NA,NA,1022.8,"METAR KEBG 301155Z AUTO 30003KT 10SM CLR 07/M05 A3020 RMK AO2 10141 20069 70000",2025-10-30 12:06:51.823403,2025-10-30 08:06:51.823486
"KEBS","Webster City Muni, IA, US",2025-10-30 11:55:00,"2025-10-30 06:55:00","LIFR",5,5,330,7,NA,4,1017,"METAR KEBS 301155Z AUTO 33007KT 4SM BR OVC003 05/05 A3003 RMK AO2",2025-10-30 12:06:51.830441,2025-10-30 08:06:51.830483
"KEGI","Eglin AFB/Duke Fld, FL, US",2025-10-30 11:55:00,"2025-10-30 06:55:00","MVFR",11.7,7.8,280,5,NA,NA,1012.6,"METAR KEGI 301155Z AUTO 28005KT 10SM OVC029 12/08 A2990 RMK AO2 SLP126 70004 T01170078 10124 20112 52015 $",2025-10-30 12:06:51.836757,2025-10-30 08:06:51.836799
"KDLL","Baraboo-Dells Arpt, WI, US",2025-10-30 11:55:00,"2025-10-30 11:55:00","LIFR",-0.1,-0.7,0,0,NA,0.25,1016,"METAR KDLL 301155Z AUTO 00000KT 1/4SM FG OVC002 00/M01 A3000 RMK AO2 T10011007 10000 21028",2025-10-30 12:06:51.843035,2025-10-30 08:06:51.843076
"KEDE","Edenton/Northeast Rgnl, NC, US",2025-10-30 11:55:00,"2025-10-30 07:55:00","VFR",18.3,18.1,220,3,NA,NA,1003.8,"METAR KEDE 301155Z AUTO 22003KT 10SM BKN060 OVC100 18/18 A2964 RMK AO2 60013 70068 T01830181 10198 20182",2025-10-30 12:06:51.849445,2025-10-30 08:06:51.849489
