"icao","site","observed_utc","observed_local","flight_category","temp_c","dewpoint_c","wind_dir_deg","wind_kts","gust_kts","vis_sm","altimeter_hpa","raw_text","fetched_at_utc","fetched_at_local"
"KAMN","Alma/Gratiot Communi, MI, US",2025-11-03 13:15:00,"2025-11-03 08:15:00","MVFR",7,5,230,9,NA,NA,1013.6,"METAR KAMN 031315Z AUTO 23009KT 10SM OVC015 07/05 A2993 RMK AO2",2025-11-03 13:29:10.723434,2025-11-03 08:29:10.723475
"KAQP","Appleton Muni, MN, US",2025-11-03 13:13:00,"2025-11-03 13:13:00","VFR",2,-2,0,0,NA,NA,1021.4,"METAR KAQP 031313Z AUTO 00000KT 10SM CLR 02/M02 A3016 RMK AO2 TSNO",2025-11-03 13:29:10.729809,2025-11-03 08:29:10.729847
"KACZ","Wallace/Henderson Fld, NC, US",2025-11-03 13:10:00,"2025-11-03 13:10:00","VFR",13.6,12.4,320,5,NA,NA,1019.4,"METAR KACZ 031310Z AUTO 32005KT 10SM OVC034 14/12 A3010 RMK AO2 T01360124",2025-11-03 13:29:10.736164,2025-11-03 08:29:10.736204
"KAPN","Alpena Cnty Rgnl, MI, US",2025-11-03 13:07:00,"2025-11-03 08:07:00","MVFR",6.7,5,230,11,19,NA,1008.5,"SPECI KAPN 031307Z AUTO 23011G19KT 10SM BKN027 BKN034 OVC046 07/05 A2978 RMK AO2 T00670050",2025-11-03 13:29:10.742514,2025-11-03 08:29:10.742553
"KACV","Arcata Arpt, CA, US",2025-11-03 13:00:00,"2025-11-03 05:00:00","VFR",10,10,0,0,NA,NA,1015,"SPECI KACV 031300Z AUTO 00000KT 10SM SCT007 10/10 A2997 RMK AO2 T01000100",2025-11-03 13:29:10.748798,2025-11-03 08:29:10.748834
"KANE","Blaine/Anoka Cnty, MN, US",2025-11-03 12:58:00,"2025-11-03 12:58:00","VFR",4,-1,260,6,NA,NA,1018.7,"METAR KANE 031258Z 26006KT 10SM CLR 04/M01 A3008",2025-11-03 13:29:10.755141,2025-11-03 08:29:10.755181
"KAFJ","Washington Cnty Arpt, PA, US",2025-11-03 12:56:00,"2025-11-03 07:56:00","VFR",5.6,3.9,220,3,NA,NA,1022.4,"METAR KAFJ 031256Z AUTO 22003KT 10SM CLR 06/04 A3019 RMK AO2 SLP227 T00560039 $",2025-11-03 13:29:10.761492,2025-11-03 08:29:10.761534
"KARG","Walnut Ridge Rgnl, AR, US",2025-11-03 12:56:00,"2025-11-03 06:56:00","VFR",5,4.4,190,6,NA,NA,1026.8,"METAR KARG 031256Z AUTO 19006KT 10SM CLR 05/04 A3032 RMK AO2 SLP269 T00500044 $",2025-11-03 13:29:10.778125,2025-11-03 08:29:10.778169
"KAJO","Corona Muni, CA, US",2025-11-03 12:56:00,"2025-11-03 12:56:00","LIFR",12.8,12.2,240,4,NA,0.25,1017.4,"METAR KAJO 031256Z AUTO 24004KT 1/4SM FG BKN002 OVC007 13/12 A3004 RMK AO2 SLP169 T01280122",2025-11-03 13:29:10.784298,2025-11-03 08:29:10.784333
"KAFF","Air Force Academy Arfld, CO, US",2025-11-03 12:55:00,"2025-11-03 05:55:00","VFR",0.6,-5.2,160,5,NA,NA,1028.5,"METAR KAFF 031255Z AUTO 16005KT 10SM CLR 01/M05 A3037 RMK AO2 SLP267 T00061052",2025-11-03 13:29:10.790412,2025-11-03 08:29:10.79045
"K9L2","Edwards AF Aux North, CA, US",2025-11-03 12:55:00,"2025-11-03 12:55:00","VFR",6.1,-1.3,0,0,NA,NA,1017.7,"METAR K9L2 031255Z AUTO 00000KT 10SM CLR 06/M01 A3005 RMK AO2 SLP166 T00611013 $",2025-11-03 13:29:10.796563,2025-11-03 08:29:10.796599
"KAEG","Albuquerque/Double Eagle Arpt, NM, US",2025-11-03 12:55:00,"2025-11-03 12:55:00","VFR",3,-8,0,0,NA,NA,1026.5,"METAR KAEG 031255Z 00000KT 10SM CLR 03/M08 A3031",2025-11-03 13:29:10.802778,2025-11-03 08:29:10.802823
"KADW","Andrews AFB, MD, US",2025-11-03 12:55:00,"2025-11-03 07:55:00","VFR",11.4,10.1,0,0,NA,NA,1021.8,"METAR KADW 031255Z AUTO 00000KT 10SM OVC045 11/10 A3017 RMK AO2 SLP224 T01140101 $",2025-11-03 13:29:10.809143,2025-11-03 08:29:10.809185
"KADM","Ardmore Muni, OK, US",2025-11-03 12:55:00,"2025-11-03 06:55:00","VFR",5,4,0,0,NA,NA,1023.8,"METAR KADM 031255Z AUTO 00000KT 10SM CLR 05/04 A3023 RMK AO2",2025-11-03 13:29:10.815421,2025-11-03 08:29:10.815458
"KAPG","Phillips, MD, US",2025-11-03 12:55:00,"2025-11-03 07:55:00","VFR",10.6,9,310,3,NA,9,1022.4,"METAR KAPG 031255Z 31003KT 9SM BKN060 11/09 A3019 RMK AO2A SLP226 T01060090 $",2025-11-03 13:29:10.821542,2025-11-03 08:29:10.821583
"KANJ","Sault Ste Marie Muni, MI, US",2025-11-03 12:55:00,"2025-11-03 12:55:00","MVFR",5.6,4.4,260,13,22,4,1005.2,"METAR KANJ 031255Z AUTO 26013G22KT 4SM -RA BR SCT016 OVC035 06/04 A2968 RMK AO2 RAB10 SLP051 P0002 T00560044",2025-11-03 13:29:10.827664,2025-11-03 08:29:10.827704
"KAAT","Alturas Muni, CA, US",2025-11-03 12:55:00,"2025-11-03 12:55:00","VFR",-1.7,-1.7,0,0,NA,9,1018.4,"METAR KAAT 031255Z AUTO 00000KT 9SM CLR M02/M02 A3007 RMK AO2 SLP182 T10171017",2025-11-03 13:29:10.833924,2025-11-03 08:29:10.83396
"KALO","Waterloo Rgnl, IA, US",2025-11-03 12:54:00,"2025-11-03 06:54:00","VFR",3.3,1.1,290,7,NA,NA,1021.8,"METAR KALO 031254Z 29007KT 10SM CLR 03/01 A3017 RMK AO2 SLP224 T00330011",2025-11-03 13:29:10.84026,2025-11-03 08:29:10.840301
"KAKR","Akron/Fulton Intl, OH, US",2025-11-03 12:54:00,"2025-11-03 07:54:00","VFR",5,3.3,220,8,NA,9,1019.7,"METAR KAKR 031254Z AUTO 22008KT 9SM FEW036 05/03 A3011 RMK AO2 SLP203 T00500033",2025-11-03 13:29:10.846452,2025-11-03 08:29:10.846489
"KAAO","Wichita/Jabara Arpt, KS, US",2025-11-03 12:54:00,"2025-11-03 12:54:00","VFR",5,3.9,30,3,NA,NA,1022.4,"METAR KAAO 031254Z AUTO 03003KT 10SM CLR 05/04 A3019 RMK AO2 SLP228 T00500039",2025-11-03 13:29:10.852717,2025-11-03 08:29:10.852756
"KAKQ","Norfolk Muni, VA, US",2025-11-03 12:54:00,"2025-11-03 12:54:00","LIFR",12.8,12.2,NA,3,NA,9,1019.7,"METAR KAKQ 031254Z AUTO VRB03KT 9SM OVC004 13/12 A3011 RMK AO2 RAE50 SLP198 P0001 T01280122",2025-11-03 13:29:10.858891,2025-11-03 08:29:10.858928
"KAKH","Gastonia Muni, NC, US",2025-11-03 12:54:00,"2025-11-03 12:54:00","VFR",7.8,4.4,350,6,NA,NA,1022.4,"METAR KAKH 031254Z AUTO 35006KT 10SM CLR 08/04 A3019 RMK AO2 SLP226 T00780044",2025-11-03 13:29:10.865036,2025-11-03 08:29:10.86508
"KACY","Atlantic City Intl, NJ, US",2025-11-03 12:54:00,"2025-11-03 07:54:00","VFR",11.1,9.4,100,4,NA,NA,1022.4,"METAR KACY 031254Z AUTO 10004KT 10SM OVC050 11/09 A3019 RMK AO2 RAE27 SLP222 P0001 T01110094 $",2025-11-03 13:29:10.871158,2025-11-03 08:29:10.871199
"KAFW","Fort Worth/Alliance Arpt, TX, US",2025-11-03 12:53:00,"2025-11-03 06:53:00","VFR",10.6,7.2,180,7,NA,NA,1024.5,"METAR KAFW 031253Z 18007KT 10SM CLR 11/07 A3025 RMK AO2 SLP243 T01060072 $",2025-11-03 13:29:10.877378,2025-11-03 08:29:10.877416
"KAOH","Lima/Allen Cnty, OH, US",2025-11-03 12:53:00,"2025-11-03 07:53:00","VFR",5.6,1.7,220,12,20,NA,1019.4,"METAR KAOH 031253Z AUTO 22012G20KT 10SM SCT095 BKN110 06/02 A3010 RMK AO2 PK WND 20026/1235 SLP196 T00560017",2025-11-03 13:29:10.883614,2025-11-03 08:29:10.883651
"KAPF","Naples Muni, FL, US",2025-11-03 12:53:00,"2025-11-03 07:53:00","VFR",21.7,18.9,60,6,NA,NA,1019,"METAR KAPF 031253Z 06006KT 10SM CLR 22/19 A3009 RMK AO2 SLP187 T02170189",2025-11-03 13:29:10.889855,2025-11-03 08:29:10.889896
"KABR","Aberdeen Rgnl, SD, US",2025-11-03 12:53:00,"2025-11-03 06:53:00","VFR",2.2,-3.9,300,11,NA,NA,1022.4,"METAR KABR 031253Z AUTO 30011KT 10SM CLR 02/M04 A3019 RMK AO2 SLP232 T00221039",2025-11-03 13:29:10.906686,2025-11-03 08:29:10.906724
"KASE","Aspen/Pitkin Cnty, CO, US",2025-11-03 12:53:00,"2025-11-03 05:53:00","VFR",-2.2,-9.4,0,0,NA,NA,1027.9,"METAR KASE 031253Z AUTO 00000KT 10SM CLR M02/M09 A3035 RMK AO2 SLP241 T10221094",2025-11-03 13:29:10.913051,2025-11-03 08:29:10.913091
"KADG","Adrian/Lenawee Cnty, MI, US",2025-11-03 12:53:00,"2025-11-03 07:53:00","VFR",6.1,2.2,220,7,NA,NA,1017,"METAR KADG 031253Z AUTO 22007KT 10SM OVC100 06/02 A3003 RMK AO2 SLP173 T00610022 $",2025-11-03 13:29:10.919375,2025-11-03 08:29:10.919412
"KARB","Ann Arbor Muni, MI, US",2025-11-03 12:53:00,"2025-11-03 07:53:00","VFR",6.1,1.1,220,12,NA,NA,1015.3,"METAR KARB 031253Z 22012KT 10SM OVC090 06/01 A2998 RMK AO2 SLP157 T00610011",2025-11-03 13:29:10.925898,2025-11-03 08:29:10.925935
"KAAF","Apalachicola Muni, FL, US",2025-11-03 12:53:00,"2025-11-03 07:53:00","VFR",9.4,7.2,360,6,NA,NA,1024.1,"METAR KAAF 031253Z AUTO 36006KT 10SM CLR 09/07 A3024 RMK AO1 SLP240 T00940072 $",2025-11-03 13:29:10.932238,2025-11-03 08:29:10.932281
"KASD","Slidell Arpt, LA, US",2025-11-03 12:53:00,"2025-11-03 12:53:00","VFR",3.3,2.8,0,0,NA,NA,1026.5,"METAR KASD 031253Z AUTO 00000KT 10SM CLR 03/03 A3031 RMK AO2 SLP265 T00330028",2025-11-03 13:29:10.938583,2025-11-03 08:29:10.938624
"KAMA","Amarillo Intl Arpt, TX, US",2025-11-03 12:53:00,"2025-11-03 06:53:00","VFR",7.8,-2.2,340,8,NA,NA,1023.1,"METAR KAMA 031253Z 34008KT 10SM CLR 08/M02 A3021 RMK AO2 SLP205 T00781022",2025-11-03 13:29:10.944848,2025-11-03 08:29:10.944888
"KABY","Albany/SW Georgia Rgnl, GA, US",2025-11-03 12:53:00,"2025-11-03 07:53:00","LIFR",7.8,6.7,330,5,NA,5,1024.8,"METAR KABY 031253Z 33005KT 5SM BR OVC003 08/07 A3026 RMK AO2 SLP247 T00780067",2025-11-03 13:29:10.951055,2025-11-03 08:29:10.951096
"KAEX","Alexandria Intl, LA, US",2025-11-03 12:53:00,"2025-11-03 06:53:00","VFR",3.9,3.9,0,0,NA,NA,1027.5,"METAR KAEX 031253Z 00000KT 10SM CLR 04/04 A3034 RMK AO2 SLP277 T00390039",2025-11-03 13:29:10.957275,2025-11-03 08:29:10.957312
"KAGS","Augusta Rgnl, GA, US",2025-11-03 12:53:00,"2025-11-03 07:53:00","VFR",7.2,6.7,0,0,NA,NA,1023.1,"METAR KAGS 031253Z 00000KT 10SM MIFG CLR 07/07 A3021 RMK AO2 SLP229 T00720067",2025-11-03 13:29:10.963535,2025-11-03 08:29:10.963575
"KAIA","Alliance Muni, NE, US",2025-11-03 12:53:00,"2025-11-03 05:53:00","VFR",-7.8,-10,230,5,NA,NA,1026.8,"METAR KAIA 031253Z AUTO 23005KT 10SM CLR M08/M10 A3032 RMK AO2 SLP284 T10781100",2025-11-03 13:29:10.969784,2025-11-03 08:29:10.969824
"KACK","Nantucket Mem Arpt, MA, US",2025-11-03 12:53:00,"2025-11-03 07:53:00","VFR",8.9,6.1,130,6,NA,NA,1024.1,"METAR KACK 031253Z 13006KT 10SM CLR 09/06 A3024 RMK AO2 SLP241 T00890061 $",2025-11-03 13:29:10.975886,2025-11-03 08:29:10.975924
"KAPA","Denver/Centennial Arpt, CO, US",2025-11-03 12:53:00,"2025-11-03 05:53:00","VFR",1.1,-3.9,160,10,NA,NA,1027.2,"SPECI KAPA 031253Z 16010KT 10SM CLR 01/M04 A3033 RMK AO2 SLP249 T00111039",2025-11-03 13:29:10.981947,2025-11-03 08:29:10.981985
"KAMW","Ames Muni, IA, US",2025-11-03 12:53:00,"2025-11-03 06:53:00","VFR",4.4,0,310,6,NA,NA,1023.5,"METAR KAMW 031253Z AUTO 31006KT 10SM CLR 04/00 A3022 RMK AO2 SLP235 T00440000",2025-11-03 13:29:10.98802,2025-11-03 08:29:10.988065
"KAOO","Altoona/Blair Cnty, PA, US",2025-11-03 12:53:00,"2025-11-03 07:53:00","VFR",5,1.7,220,3,NA,NA,1020.7,"METAR KAOO 031253Z AUTO 22003KT 10SM CLR 05/02 A3014 RMK AO2 SLP216 T00500017",2025-11-03 13:29:10.994112,2025-11-03 08:29:10.994153
"KAGC","Pittsburgh/Allegheny Cnty, PA, US",2025-11-03 12:53:00,"2025-11-03 07:53:00","VFR",5.6,2.8,180,7,NA,9,1020.4,"METAR KAGC 031253Z 18007KT 9SM CLR 06/03 A3013 RMK AO2 SLP212 T00560028",2025-11-03 13:29:11.000188,2025-11-03 08:29:11.000228
"KALW","Walla Walla Rgnl, WA, US",2025-11-03 12:53:00,"2025-11-03 04:53:00","VFR",5,1.1,190,8,NA,NA,1017,"METAR KALW 031253Z AUTO 19008KT 10SM CLR 05/01 A3003 RMK AO2 SLP173 T00500011",2025-11-03 13:29:11.006274,2025-11-03 08:29:11.00631
"KAKO","Akron/Plains Rgnl, CO, US",2025-11-03 12:53:00,"2025-11-03 05:53:00","VFR",-2.8,-5.6,250,9,NA,NA,1027.5,"METAR KAKO 031253Z AUTO 25009KT 10SM CLR M03/M06 A3034 RMK AO2 SLP275 T10281056",2025-11-03 13:29:11.012312,2025-11-03 08:29:11.012352
"KARA","New Iberia/Acadiana Rgnl, LA, US",2025-11-03 12:53:00,"2025-11-03 06:53:00","VFR",7.2,4,70,3,NA,NA,1026.5,"METAR KARA 031253Z 07003KT 10SM CLR 07/04 A3031 RMK A02 SLP 267 T0072044",2025-11-03 13:29:11.018311,2025-11-03 08:29:11.018349
"KAMG","Alma/Bacon Cnty, GA, US",2025-11-03 12:53:00,"2025-11-03 12:53:00","VFR",8.3,7.2,290,3,NA,8,1022.4,"METAR KAMG 031253Z AUTO 29003KT 8SM CLR 08/07 A3019 RMK AO2 SLP223 T00830072",2025-11-03 13:29:11.0347,2025-11-03 08:29:11.034736
"KALS","Alamosa/Bergman Fld, CO, US",2025-11-03 12:52:00,"2025-11-03 05:52:00","VFR",-5,-6.1,0,0,NA,NA,1029.2,"METAR KALS 031252Z AUTO 00000KT 10SM CLR M05/M06 A3039 RMK AO2 SLP274 T10501061",2025-11-03 13:29:11.040819,2025-11-03 08:29:11.040857
"KABI","Abilene Rgnl, TX, US",2025-11-03 12:52:00,"2025-11-03 06:52:00","VFR",14.4,4.4,200,13,NA,NA,1023.5,"METAR KABI 031252Z 20013KT 10SM CLR 14/04 A3022 RMK AO2 SLP220 T01440044 $",2025-11-03 13:29:11.046891,2025-11-03 08:29:11.046927
"KABQ","Albuquerque Intl, NM, US",2025-11-03 12:52:00,"2025-11-03 05:52:00","VFR",7.2,-4.4,0,0,NA,NA,1025.8,"METAR KABQ 031252Z 00000KT 10SM FEW250 07/M04 A3029 RMK AO2 SLP219 T00721044 $",2025-11-03 13:29:11.05299,2025-11-03 08:29:11.053046
"KAFN","Jaffrey Muni, NH, US",2025-11-03 12:52:00,"2025-11-03 07:52:00","VFR",0,-1.1,0,0,NA,NA,1021.1,"METAR KAFN 031252Z AUTO 00000KT 10SM CLR 00/M01 A3015 RMK AO2 SLP226 T00001011",2025-11-03 13:29:11.0593,2025-11-03 08:29:11.059341
"KAQW","North Adams/Harriman West Arpt, MA, US",2025-11-03 12:52:00,"2025-11-03 12:52:00","VFR",0,-1.1,170,4,NA,NA,1021.1,"METAR KAQW 031252Z AUTO 17004KT 10SM CLR 00/M01 A3015 RMK AO2 SLP216 T00001011 $",2025-11-03 13:29:11.065548,2025-11-03 08:29:11.065586
"KARR","Aurora Muni, IL, US",2025-11-03 12:52:00,"2025-11-03 06:52:00","VFR",3.3,1.1,260,6,NA,7,1019.4,"METAR KARR 031252Z 26006KT 7SM CLR 03/01 A3010 RMK AO2 SLP199 T00330011",2025-11-03 13:29:11.071752,2025-11-03 08:29:11.07179
"KALB","Albany Intl, NY, US",2025-11-03 12:51:00,"2025-11-03 07:51:00","VFR",-0.6,-0.6,0,0,NA,NA,1020.7,"METAR KALB 031251Z 00000KT 10SM BCFG FEW001 FEW090 FEW250 M01/M01 A3014 RMK AO2 SLP208 VIS NW-NE 1/2 BCFG NW-NE MIFG S-W T10061006",2025-11-03 13:29:11.078026,2025-11-03 08:29:11.078067
"KABE","Allentown/Lehigh Valley Intl, PA, US",2025-11-03 12:51:00,"2025-11-03 07:51:00","VFR",5,3.3,310,3,NA,NA,1022.4,"METAR KABE 031251Z 31003KT 10SM CLR 05/03 A3019 RMK AO2 SLP225 T00500033 $",2025-11-03 13:29:11.084277,2025-11-03 08:29:11.084317
"KAHN","Athens/Epps Arpt, GA, US",2025-11-03 12:51:00,"2025-11-03 07:51:00","VFR",6.1,6.1,310,5,NA,NA,1024.1,"METAR KAHN 031251Z 31005KT 10SM CLR 06/06 A3024 RMK AO2 SLP243 T00610061 $",2025-11-03 13:29:11.090399,2025-11-03 08:29:11.090438
"KALN","Alton/St Louis Rgnl, IL, US",2025-11-03 12:50:00,"2025-11-03 06:50:00","VFR",4,2,NA,3,NA,NA,1023.8,"METAR KALN 031250Z VRB03KT 10SM CLR 04/02 A3023",2025-11-03 13:29:11.096517,2025-11-03 08:29:11.096555
"KASG","Springdale Muni, AR, US",2025-11-03 12:48:00,"2025-11-03 06:48:00","VFR",9,6,170,4,NA,NA,1024.1,"METAR KASG 031248Z 17004KT 10SM CLR 09/06 A3024",2025-11-03 13:29:11.10255,2025-11-03 08:29:11.102589
"KADS","Dallas/Addison Arpt, TX, US",2025-11-03 12:47:00,"2025-11-03 06:47:00","VFR",12,5,160,4,NA,NA,1025.5,"METAR KADS 031247Z 16004KT 10SM SKC 12/05 A3028",2025-11-03 13:29:11.108612,2025-11-03 08:29:11.10865
"KBTP","Pittsburgh/Butler Rgnl, PA, US",2025-11-03 13:25:00,"2025-11-03 08:25:00","MVFR",6,6,260,5,NA,NA,1020.7,"SPECI KBTP 031325Z AUTO 26005KT 10SM BKN027 BKN055 06/06 A3014 RMK AO2 $",2025-11-03 13:29:12.744489,2025-11-03 08:29:12.744526
"KAZO","Kalamazoo Intl, MI, US",2025-11-03 13:24:00,"2025-11-03 08:24:00","MVFR",6.7,1.1,250,15,22,NA,1017,"SPECI KAZO 031324Z 25015G22KT 10SM BKN029 OVC065 07/01 A3003 RMK AO2 T00670011",2025-11-03 13:29:12.750572,2025-11-03 08:29:12.75061
"KBKW","Beckley/Raleigh Cnty, WV, US",2025-11-03 13:22:00,"2025-11-03 08:22:00","IFR",2.8,1.7,220,6,NA,2.5,1024.1,"SPECI KBKW 031322Z AUTO 22006KT 2 1/2SM BR FEW001 SCT010 03/02 A3024 RMK AO2 VIS 1 1/2 RWY19 T00280017",2025-11-03 13:29:12.756492,2025-11-03 08:29:12.756529
"KAVL","Asheville Muni, NC, US",2025-11-03 13:20:00,"2025-11-03 08:20:00","IFR",5,2.8,350,10,NA,NA,1024.8,"SPECI KAVL 031320Z 35010KT 10SM BKN009 05/03 A3026 RMK AO2 T00500028",2025-11-03 13:29:12.762429,2025-11-03 08:29:12.762467
"KBNA","Nashville Intl, TN, US",2025-11-03 13:18:00,"2025-11-03 07:18:00","LIFR",3.3,2.2,180,5,NA,0.13,1028.2,"SPECI KBNA 031318Z 18005KT 1/8SM FG VV001 03/02 A3036 RMK AO2 TWR VIS 1/4 T00330022 RVRNO",2025-11-03 13:29:12.768438,2025-11-03 08:29:12.768474
"KBTA","Blair Muni, NE, US",2025-11-03 13:15:00,"2025-11-03 13:15:00","VFR",5.1,1,330,5,NA,NA,1025.5,"METAR KBTA 031315Z AUTO 33005KT 10SM CLR 05/01 A3028 RMK AO2 T00510010",2025-11-03 13:29:12.77453,2025-11-03 08:29:12.774568
"KAYS","Waycross/Ware Cnty, GA, US",2025-11-03 13:15:00,"2025-11-03 08:15:00","VFR",10,7.1,0,0,NA,NA,1023.1,"METAR KAYS 031315Z AUTO 00000KT 10SM CLR 10/07 A3021 RMK AO2 T01000071",2025-11-03 13:29:12.780566,2025-11-03 08:29:12.780607
"KBAX","Bad Axe/Huron Cnty, MI, US",2025-11-03 13:15:00,"2025-11-03 13:15:00","MVFR",6,3.4,240,12,17,NA,1011.9,"METAR KBAX 031315Z AUTO 24012G17KT 10SM -RA OVC027 06/03 A2988 RMK AO2 T00600034",2025-11-03 13:29:12.786565,2025-11-03 08:29:12.786608
"KBKN","Blackwell/Tonkawa Muni, OK, US",2025-11-03 13:15:00,"2025-11-03 13:15:00","VFR",5,5,70,3,NA,NA,1022.1,"METAR KBKN 031315Z AUTO 07003KT 10SM CLR 05/05 A3018 RMK AO2 LTG DSNT N",2025-11-03 13:29:12.792593,2025-11-03 08:29:12.79263
"KBGE","Bainbridge/Decatur Cnty, GA, US",2025-11-03 13:15:00,"2025-11-03 08:15:00",NA,7.9,7.3,350,8,NA,NA,1025.1,"METAR KBGE 031315Z AUTO 35008KT 08/07 A3027 RMK AO2 PWINO T00790073",2025-11-03 13:29:12.798579,2025-11-03 08:29:12.798616
"KAXH","Houston/SW Arpt, TX, US",2025-11-03 13:15:00,"2025-11-03 13:15:00","VFR",9.9,9.2,0,0,NA,NA,1027.2,"METAR KAXH 031315Z AUTO 00000KT 10SM CLR 10/09 A3033 RMK AO2 T00990092",2025-11-03 13:29:12.804707,2025-11-03 08:29:12.804744
"KBKD","Breckenridge/Stephens Cnty, TX, US",2025-11-03 13:15:00,"2025-11-03 07:15:00",NA,10,6,150,7,NA,NA,1023.8,"METAR KBKD 031315Z AUTO 15007KT CLR 10/06 A3023 RMK AO2 T01000060",2025-11-03 13:29:12.810731,2025-11-03 08:29:12.810768
"KAUM","Austin Muni, MN, US",2025-11-03 13:15:00,"2025-11-03 07:15:00","VFR",4,1,280,7,NA,NA,1021.4,"METAR KAUM 031315Z AUTO 28007KT 10SM CLR 04/01 A3016 RMK AO2",2025-11-03 13:29:12.816708,2025-11-03 08:29:12.816745
"KBKS","Falfurrias/Brooks Cnty, TX, US",2025-11-03 13:15:00,"2025-11-03 13:15:00","VFR",8.9,8.2,0,0,NA,9,1025.1,"METAR KBKS 031315Z AUTO 00000KT 9SM CLR 09/08 A3027 RMK AO2 T00890082 $",2025-11-03 13:29:12.822749,2025-11-03 08:29:12.822788
"KBBP","Bennettsville/Marlboro Jetport, SC, US",2025-11-03 13:15:00,"2025-11-03 08:15:00","IFR",11,11,300,4,NA,NA,1021.8,"METAR KBBP 031315Z AUTO 30004KT 10SM BKN006 BKN010 OVC016 11/11 A3017 RMK AO2",2025-11-03 13:29:12.828887,2025-11-03 08:29:12.828923
"KASW","Warsaw Muni, IN, US",2025-11-03 13:15:00,"2025-11-03 13:15:00","VFR",6.5,1.1,250,11,17,NA,1018.7,"METAR KASW 031315Z AUTO 25011G17KT 10SM CLR 06/01 A3008 RMK AO2 T00650011",2025-11-03 13:29:12.834966,2025-11-03 08:29:12.83502
"KBAM","Battle Mountain Arpt, NV, US",2025-11-03 13:15:00,"2025-11-03 05:15:00","VFR",-2,-3,140,5,NA,NA,1020.1,"METAR KBAM 031315Z AUTO 14005KT 10SM CLR M02/M03 A3012 RMK AO1",2025-11-03 13:29:12.84102,2025-11-03 08:29:12.841067
"KBEC","Wichita/Beech Factory Arpt, KS, US",2025-11-03 13:15:00,"2025-11-03 07:15:00","VFR",4,4,50,3,NA,NA,1022.8,"METAR KBEC 031315Z AUTO 05003KT 10SM CLR 04/04 A3020 RMK AO2 T00400040",2025-11-03 13:29:12.847067,2025-11-03 08:29:12.847108
"KBMT","Beaumont Muni, TX, US",2025-11-03 13:15:00,"2025-11-03 07:15:00","VFR",5.6,4.6,0,0,NA,NA,1027.2,"METAR KBMT 031315Z AUTO 00000KT 10SM CLR 06/05 A3033 RMK AO2 T00560046",2025-11-03 13:29:12.853103,2025-11-03 08:29:12.853144
"KBPG","Big Springs/McMahon , TX, US",2025-11-03 13:15:00,"2025-11-03 07:15:00","VFR",9.7,3.8,200,9,NA,NA,1023.5,"METAR KBPG 031315Z AUTO 20009KT 10SM CLR 10/04 A3022 RMK AO2 T00970038",2025-11-03 13:29:12.879278,2025-11-03 08:29:12.879322
"KAVC","Mecklenburg/Brunswick Rgnl, VA, US",2025-11-03 13:15:00,"2025-11-03 13:15:00","LIFR",11.5,11.4,320,3,NA,1,1022.8,"METAR KAVC 031315Z AUTO 32003KT 1SM OVC001 12/11 A3020 RMK AO2 T01150114",2025-11-03 13:29:12.885592,2025-11-03 08:29:12.885627
"KBIJ","Blakely/Early Cnty, GA, US",2025-11-03 13:15:00,"2025-11-03 13:15:00","VFR",7,5,340,5,NA,NA,1025.1,"METAR KBIJ 031315Z AUTO 34005KT 10SM CLR 07/05 A3027 RMK AO2",2025-11-03 13:29:12.891505,2025-11-03 08:29:12.891541
"KBJI","Bemidji Municip, MN, US",2025-11-03 13:15:00,"2025-11-03 07:15:00","VFR",1.7,-4.1,260,12,NA,NA,1015.7,"METAR KBJI 031315Z AUTO 26012KT 10SM CLR 02/M04 A2999 RMK AO2 T00171041",2025-11-03 13:29:12.897508,2025-11-03 08:29:12.897547
"KBDG","Blanding Muni, UT, US",2025-11-03 13:15:00,"2025-11-03 06:15:00","VFR",5.2,-5.5,320,7,NA,NA,1025.5,"METAR KBDG 031315Z AUTO 32007KT 10SM FEW210 05/M05 A3028 RMK AO2 T00521055",2025-11-03 13:29:12.903602,2025-11-03 08:29:12.903641
"KBCB","Blacksburg/VA Tech Montgomery Exec, VA, US",2025-11-03 13:15:00,"2025-11-03 08:15:00","VFR",5.5,3,0,0,NA,NA,1024.1,"METAR KBCB 031315Z AUTO 00000KT 10SM CLR 06/03 A3024 RMK AO2 T00550030",2025-11-03 13:29:12.909798,2025-11-03 08:29:12.909845
"KBMC","Brigham City Arpt, UT, US",2025-11-03 13:15:00,"2025-11-03 06:15:00","VFR",1,0,NA,1,NA,NA,1020.7,"METAR KBMC 031315Z AUTO VRB01KT 10SM CLR 01/00 A3014 RMK AO2",2025-11-03 13:29:12.916131,2025-11-03 08:29:12.916171
"KBHC","Baxley Muni, GA, US",2025-11-03 13:15:00,"2025-11-03 13:15:00","VFR",9,6,0,0,NA,NA,1023.1,"METAR KBHC 031315Z AUTO 00000KT 10SM CLR 09/06 A3021 RMK AO2 PNO",2025-11-03 13:29:12.922415,2025-11-03 08:29:12.922455
"KAXS","Altus/Quartz Mtn Rgnl, OK, US",2025-11-03 13:15:00,"2025-11-03 07:15:00","VFR",7,5,110,7,NA,NA,1021.8,"METAR KAXS 031315Z AUTO 11007KT 10SM CLR 07/05 A3017 RMK AO2",2025-11-03 13:29:12.928859,2025-11-03 08:29:12.928899
