icao,site,observed_utc,observed_local,flight_category,temp_c,dewpoint_c,wind_dir_deg,wind_kts,gust_kts,vis_sm,altimeter_hpa,raw_text,fetched_at_utc,fetched_at_local,site_name,site_lat,site_lon,country,region
KAEL,"Albert Lea Muni, MN, US",2025-11-17T01:55:00Z,2025-11-16 19:55:00,VFR,2.1,-4.7,0,0,0,9,1016,METAR KAEL 170155Z AUTO 00000KT 9SM OVC055 02/M05 A3000 RMK AO2 T00211047,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Albert Lea Municipal Airport,43.68149948,-93.36720276,US,US-MN
KAEL,"Albert Lea Muni, MN, US",2025-11-17T03:15:00Z,2025-11-16 21:15:00,VFR,2.6,-5,0,0,0,9,1016,METAR KAEL 170315Z AUTO 00000KT 9SM OVC060 03/M05 A3000 RMK AO2 T00261050,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Albert Lea Municipal Airport,43.68149948,-93.36720276,US,US-MN
KAEL,"Albert Lea Muni, MN, US",2025-11-17T03:55:00Z,2025-11-16 21:55:00,VFR,2.8,-3.7,0,0,0,9,1016.3,METAR KAEL 170355Z AUTO 00000KT 9SM OVC060 03/M04 A3001 RMK AO2 T00281037,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Albert Lea Municipal Airport,43.68149948,-93.36720276,US,US-MN
KAEX,"Alexandria Intl, LA, US",2025-11-17T01:53:00Z,2025-11-16 19:53:00,VFR,19.4,16.7,0,0,0,NA,1011.9,METAR KAEX 170153Z 00000KT 10SM SCT050 19/17 A2988 RMK AO2 SLP123 T01940167 $,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Alexandria International Airport,31.3274,-92.549797,US,US-LA
KAEX,"Alexandria Intl, LA, US",2025-11-17T02:53:00Z,2025-11-16 20:53:00,VFR,19.4,17.2,140,5,0,NA,1012.6,METAR KAEX 170253Z 14005KT 10SM CLR 19/17 A2990 RMK AO2 SLP127 T01940172 51013 $,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Alexandria International Airport,31.3274,-92.549797,US,US-LA
KAEX,"Alexandria Intl, LA, US",2025-11-17T03:53:00Z,2025-11-16 21:53:00,VFR,18.3,17.2,0,0,0,NA,1013,METAR KAEX 170353Z 00000KT 10SM BKN048 18/17 A2991 RMK AO2 SLP131 T01830172 $,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Alexandria International Airport,31.3274,-92.549797,US,US-LA
KAFF,"Air Force Academy Arfld, CO, US",2025-11-17T01:55:00Z,2025-11-16 18:55:00,VFR,10.5,-4,180,5,0,NA,1009.9,METAR KAFF 170155Z AUTO 18005KT 10SM FEW160 11/M04 A2982 RMK AO2 SLP060 T01051040,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,USAF Academy Airfield,38.972497,-104.821125,US,US-CO
KAFF,"Air Force Academy Arfld, CO, US",2025-11-17T02:55:00Z,2025-11-16 19:55:00,VFR,8.9,-4.3,0,0,0,NA,1009.2,METAR KAFF 170255Z 00000KT 10SM BKN090 09/M04 A2980 RMK AO2A SLP053 T00891043 57009,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,USAF Academy Airfield,38.972497,-104.821125,US,US-CO
KAFF,"Air Force Academy Arfld, CO, US",2025-11-17T04:03:00Z,2025-11-16 21:03:00,VFR,12,1,250,28,38,NA,1010.2,SPECI KAFF 170403Z 25028G38KT 10SM -SHRA FEW043 SCT050 BKN070 OVC090 12/01 A2983 RMK AO2A SLP034,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,USAF Academy Airfield,38.972497,-104.821125,US,US-CO
KAFJ,"Washington Cnty Arpt, PA, US",2025-11-17T01:56:00Z,2025-11-16 20:56:00,VFR,3.3,-5.6,260,4,0,NA,1009.9,METAR KAFJ 170156Z AUTO 26004KT 10SM OVC065 03/M06 A2982 RMK AO2 SLP103 T00331056 $,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Washington County Airport,40.136501,-80.290199,US,US-PA
KAFJ,"Washington Cnty Arpt, PA, US",2025-11-17T02:56:00Z,2025-11-16 21:56:00,VFR,3.3,-5,260,7,0,NA,1010.2,METAR KAFJ 170256Z AUTO 26007KT 10SM OVC060 03/M05 A2983 RMK AO2 SLP106 T00331050 51008 $,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Washington County Airport,40.136501,-80.290199,US,US-PA
KAFJ,"Washington Cnty Arpt, PA, US",2025-11-17T03:56:00Z,2025-11-16 22:56:00,VFR,2.2,-5,270,6,0,NA,1009.9,METAR KAFJ 170356Z AUTO 27006KT 10SM FEW060 02/M05 A2982 RMK AO2 SLP105 T00221050 401560022 FZRANO $,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Washington County Airport,40.136501,-80.290199,US,US-PA
KAFK,"Nebraska City Muni, NE, US",2025-11-17T01:55:00Z,2025-11-17 01:55:00,VFR,8,-4.1,130,5,0,NA,1015,METAR KAFK 170155Z AUTO 13005KT 10SM CLR 08/M04 A2997 RMK AO2 T00801041,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Nebraska City Municipal Airport,40.606899,-95.8657,US,US-NE
KAFK,"Nebraska City Muni, NE, US",2025-11-17T03:15:00Z,2025-11-17 03:15:00,VFR,7.3,-4,140,7,0,NA,1014.6,METAR KAFK 170315Z AUTO 14007KT 10SM CLR 07/M04 A2996 RMK AO2 T00731040,2025-11-17T03:33:17Z,2025-11-16T22:33:17Z,Nebraska City Municipal Airport,40.606899,-95.8657,US,US-NE
KAFK,"Nebraska City Muni, NE, US",2025-11-17T03:55:00Z,2025-11-17 03:55:00,VFR,7,-4.2,140,6,0,NA,1014.6,METAR KAFK 170355Z AUTO 14006KT 10SM CLR 07/M04 A2996 RMK AO2 T00701042,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Nebraska City Municipal Airport,40.606899,-95.8657,US,US-NE
KAFN,"Jaffrey Muni, NH, US",2025-11-17T01:52:00Z,2025-11-16 20:52:00,VFR,0.6,-5,280,9,16,NA,992.3,METAR KAFN 170152Z AUTO 28009G16KT 10SM CLR 01/M05 A2930 RMK AO2 SLP932 T00061050,2025-11-17T02:16:26Z,2025-11-16T21:16:26Z,Jaffrey Airfield Silver Ranch Airport,42.805099,-72.002998,US,US-NH
KAFN,"Jaffrey Muni, NH, US",2025-11-17T02:52:00Z,2025-11-16 21:52:00,VFR,0.6,-7.8,300,9,26,NA,992.6,METAR KAFN 170252Z AUTO 30009G26KT 270V340 10SM CLR 01/M08 A2931 RMK AO2 PK WND 27026/0248 SLP936 60000 T00061078 51019,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Jaffrey Airfield Silver Ranch Airport,42.805099,-72.002998,US,US-NH
KAFN,"Jaffrey Muni, NH, US",2025-11-17T03:52:00Z,2025-11-16 22:52:00,VFR,0,-6.7,290,9,19,NA,992.6,METAR KAFN 170352Z AUTO 29009G19KT 10SM BKN049 00/M07 A2931 RMK AO2 PK WND 30026/0320 SLP938 T00001067,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Jaffrey Airfield Silver Ranch Airport,42.805099,-72.002998,US,US-NH
KAFO,"Afton Muni, WY, US",2025-11-17T01:55:00Z,2025-11-16 18:55:00,VFR,5,1,0,0,0,NA,1007.2,METAR KAFO 170155Z AUTO 00000KT 10SM OVC080 05/01 A2974 RMK AO2,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Afton Municipal Airport,42.7112007141,-110.942001343,US,US-WY
KAFO,"Afton Muni, WY, US",2025-11-17T03:15:00Z,2025-11-16 20:15:00,VFR,5,2,0,0,0,NA,1006.5,METAR KAFO 170315Z AUTO 00000KT 10SM OVC035 05/02 A2972 RMK AO2,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Afton Municipal Airport,42.7112007141,-110.942001343,US,US-WY
KAFO,"Afton Muni, WY, US",2025-11-17T03:55:00Z,2025-11-16 20:55:00,VFR,6,3,330,6,0,NA,1006.5,METAR KAFO 170355Z AUTO 33006KT 10SM -DZ OVC035 06/03 A2972 RMK AO2,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Afton Municipal Airport,42.7112007141,-110.942001343,US,US-WY
KAFP,"Wadesboro/Anson Cnty, NC, US",2025-11-17T01:55:00Z,2025-11-17 01:55:00,VFR,15,-4.1,320,5,0,NA,1009.2,METAR KAFP 170155Z AUTO 32005KT 10SM CLR 15/M04 A2980 RMK AO2 T01501041,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Anson County Airport - Jeff Cloud Field,35.020599,-80.077103,US,US-NC
KAFP,"Wadesboro/Anson Cnty, NC, US",2025-11-17T03:15:00Z,2025-11-17 03:15:00,VFR,11.5,-4.1,0,0,0,NA,1010.2,METAR KAFP 170315Z AUTO 00000KT 10SM CLR 12/M04 A2983 RMK AO2 T01151041,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Anson County Airport - Jeff Cloud Field,35.020599,-80.077103,US,US-NC
KAFP,"Wadesboro/Anson Cnty, NC, US",2025-11-17T03:55:00Z,2025-11-17 03:55:00,NA,7.5,-2.7,0,0,0,NA,1010.6,METAR KAFP 170355Z AUTO 00000KT 10SM 08/M03 A2984 RMK AO2 T00751027,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Anson County Airport - Jeff Cloud Field,35.020599,-80.077103,US,US-NC
KAFW,"Fort Worth/Alliance Arpt, TX, US",2025-11-17T01:53:00Z,2025-11-16 19:53:00,VFR,20.6,13.9,30,3,0,NA,1009.6,METAR KAFW 170153Z 03003KT 10SM FEW250 21/14 A2981 RMK AO2 SLP088 T02060139 $,2025-11-17T02:16:26Z,2025-11-16T21:16:26Z,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,US,US-TX
KAFW,"Fort Worth/Alliance Arpt, TX, US",2025-11-17T02:53:00Z,2025-11-16 20:53:00,VFR,18.9,13.3,30,3,0,NA,1009.9,METAR KAFW 170253Z 03003KT 10SM FEW250 19/13 A2982 RMK AO2 SLP091 T01890133 51004 $,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,US,US-TX
KAFW,"Fort Worth/Alliance Arpt, TX, US",2025-11-17T03:53:00Z,2025-11-16 21:53:00,VFR,18.9,13.3,50,3,0,NA,1009.9,METAR KAFW 170353Z 05003KT 10SM FEW250 19/13 A2982 RMK AO2 SLP091 T01890133 $,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,US,US-TX
KAGC,"Pittsburgh/Allegheny Cnty, PA, US",2025-11-17T01:53:00Z,2025-11-16 20:53:00,VFR,3.9,-6.1,280,7,0,NA,1007.9,METAR KAGC 170153Z 28007KT 10SM OVC065 04/M06 A2976 RMK AO2 SLP090 T00391061,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Allegheny County Airport,40.354401,-79.930199,US,US-PA
KAGC,"Pittsburgh/Allegheny Cnty, PA, US",2025-11-17T02:53:00Z,2025-11-16 21:53:00,VFR,3.9,-6.1,290,9,17,NA,1008.2,METAR KAGC 170253Z 29009G17KT 10SM OVC065 04/M06 A2977 RMK AO2 SLP090 T00391061 51005,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Allegheny County Airport,40.354401,-79.930199,US,US-PA
KAGC,"Pittsburgh/Allegheny Cnty, PA, US",2025-11-17T03:53:00Z,2025-11-16 22:53:00,VFR,3.9,-6.1,290,6,15,NA,1008.2,METAR KAGC 170353Z 29006G15KT 10SM BKN050 OVC060 04/M06 A2977 RMK AO2 SLP090 T00391061,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Allegheny County Airport,40.354401,-79.930199,US,US-PA
KAGO,"Magnolia Muni, AR, US",2025-11-17T01:55:00Z,2025-11-16 19:55:00,VFR,16,16,0,0,0,7,1012.6,METAR KAGO 170155Z AUTO 00000KT 7SM OVC039 16/16 A2990 RMK A01,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Magnolia Municipal Airport / Ralph C Weiser Field,33.228001,-93.217002,US,US-AR
KAGO,"Magnolia Muni, AR, US",2025-11-17T03:15:00Z,2025-11-16 21:15:00,VFR,19,16,0,0,0,NA,1013,METAR KAGO 170315Z AUTO 00000KT 10SM BKN037 OVC044 19/16 A2991 RMK A01,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Magnolia Municipal Airport / Ralph C Weiser Field,33.228001,-93.217002,US,US-AR
KAGO,"Magnolia Muni, AR, US",2025-11-17T03:55:00Z,2025-11-16 21:55:00,VFR,19,14,0,0,0,NA,1013,METAR KAGO 170355Z AUTO 00000KT 10SM SCT035 OVC050 19/14 A2991 RMK A01,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Magnolia Municipal Airport / Ralph C Weiser Field,33.228001,-93.217002,US,US-AR
KAGS,"Augusta Rgnl, GA, US",2025-11-17T01:53:00Z,2025-11-16 20:53:00,VFR,20,6.1,320,10,0,NA,1009.2,METAR KAGS 170153Z 32010KT 10SM CLR 20/06 A2980 RMK AO2 SLP089 T02000061 $,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Augusta Regional At Bush Field,33.3699,-81.9645,US,US-GA
KAGS,"Augusta Rgnl, GA, US",2025-11-17T02:53:00Z,2025-11-16 21:53:00,VFR,16.7,4.4,300,4,0,NA,1010.2,METAR KAGS 170253Z 30004KT 10SM CLR 17/04 A2983 RMK AO2 SLP099 T01670044 53028 $,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Augusta Regional At Bush Field,33.3699,-81.9645,US,US-GA
KAGS,"Augusta Rgnl, GA, US",2025-11-17T03:53:00Z,2025-11-16 22:53:00,VFR,11.7,5.6,260,3,0,NA,1010.9,METAR KAGS 170353Z AUTO 26003KT 10SM CLR 12/06 A2985 RMK AO2 SLP106 T01170056 $,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Augusta Regional At Bush Field,33.3699,-81.9645,US,US-GA
KAGZ,"Wagner Muni, SD, US",2025-11-17T01:55:00Z,2025-11-17 01:55:00,VFR,5,-2,130,8,0,NA,1012.3,METAR KAGZ 170155Z AUTO 13008KT 10SM CLR 05/M02 A2989 RMK AO2,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Wagner Municipal Airport,43.064913,-98.296654,US,US-SD
KAGZ,"Wagner Muni, SD, US",2025-11-17T03:15:00Z,2025-11-17 03:15:00,VFR,4,-2,120,7,0,NA,1012.3,METAR KAGZ 170315Z AUTO 12007KT 10SM CLR 04/M02 A2989 RMK AO2,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Wagner Municipal Airport,43.064913,-98.296654,US,US-SD
KAGZ,"Wagner Muni, SD, US",2025-11-17T03:55:00Z,2025-11-17 03:55:00,VFR,4,-3,130,8,0,NA,1012.6,METAR KAGZ 170355Z AUTO 13008KT 10SM CLR 04/M03 A2990 RMK AO2,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Wagner Municipal Airport,43.064913,-98.296654,US,US-SD
KAHN,"Athens/Epps Arpt, GA, US",2025-11-17T01:51:00Z,2025-11-16 20:51:00,VFR,16.7,-2.8,320,8,0,NA,1011.3,METAR KAHN 170151Z AUTO 32008KT 10SM CLR 17/M03 A2986 RMK AO2 SLP108 T01671028 TSNO,2025-11-17T02:16:26Z,2025-11-16T21:16:26Z,Athens Ben Epps Airport,33.948842,-83.325634,US,US-GA
KAHN,"Athens/Epps Arpt, GA, US",2025-11-17T02:51:00Z,2025-11-16 21:51:00,VFR,15,-2.8,310,8,0,NA,1011.6,METAR KAHN 170251Z AUTO 31008KT 10SM CLR 15/M03 A2987 RMK AO2 SLP111 T01501028 51017 TSNO,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Athens Ben Epps Airport,33.948842,-83.325634,US,US-GA
KAHN,"Athens/Epps Arpt, GA, US",2025-11-17T03:51:00Z,2025-11-16 22:51:00,VFR,13.9,-2.8,310,6,0,NA,1011.9,METAR KAHN 170351Z AUTO 31006KT 10SM CLR 14/M03 A2988 RMK AO2 SLP113 T01391028 TSNO,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Athens Ben Epps Airport,33.948842,-83.325634,US,US-GA
KAHQ,"Wahoo Muni, NE, US",2025-11-17T01:55:00Z,2025-11-17 01:55:00,VFR,4.3,-3.3,120,7,0,NA,1014.3,METAR KAHQ 170155Z AUTO 12007KT 10SM CLR 04/M03 A2995 RMK AO2 T00431033,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Wahoo Municipal Airport,41.2412986755,-96.59400177,US,US-NE
KAHQ,"Wahoo Muni, NE, US",2025-11-17T03:15:00Z,2025-11-17 03:15:00,VFR,4,-4.5,110,5,0,NA,1014.3,METAR KAHQ 170315Z AUTO 11005KT 10SM CLR 04/M04 A2995 RMK AO2 T00401045,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Wahoo Municipal Airport,41.2412986755,-96.59400177,US,US-NE
KAHQ,"Wahoo Muni, NE, US",2025-11-17T03:55:00Z,2025-11-17 03:55:00,VFR,3.5,-4.5,120,5,0,NA,1014.3,METAR KAHQ 170355Z AUTO 12005KT 10SM CLR 04/M04 A2995 RMK AO2 T00351045,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Wahoo Municipal Airport,41.2412986755,-96.59400177,US,US-NE
KAIA,"Alliance Muni, NE, US",2025-11-17T01:53:00Z,2025-11-16 18:53:00,VFR,8.9,1.7,140,9,0,NA,1007.2,METAR KAIA 170153Z AUTO 14009KT 10SM CLR 09/02 A2974 RMK AO2 SLP078 T00890017,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Alliance Municipal Airport,42.052543,-102.803965,US,US-NE
KAIA,"Alliance Muni, NE, US",2025-11-17T02:53:00Z,2025-11-16 19:53:00,VFR,7.8,2.2,150,9,0,NA,1006.9,METAR KAIA 170253Z AUTO 15009KT 10SM CLR 08/02 A2973 RMK AO2 SLP071 T00780022 58004,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Alliance Municipal Airport,42.052543,-102.803965,US,US-NE
KAIA,"Alliance Muni, NE, US",2025-11-17T03:53:00Z,2025-11-16 20:53:00,VFR,6.7,2.2,150,6,0,NA,1006.9,METAR KAIA 170353Z AUTO 15006KT 10SM CLR 07/02 A2973 RMK AO2 SLP063 T00670022,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Alliance Municipal Airport,42.052543,-102.803965,US,US-NE
KAID,"Anderson Muni, IN, US",2025-11-17T02:15:00Z,2025-11-16 21:15:00,VFR,3.4,-8.3,290,6,0,NA,1014,METAR KAID 170215Z AUTO 29006KT 10SM CLR 03/M08 A2994 RMK AO2 T00341083,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Anderson Municipal Darlington Field,40.10860061649999,-85.6129989624,US,US-IN
KAIG,"Antigo/Langlade Cnty, WI, US",2025-11-17T01:55:00Z,2025-11-17 01:55:00,VFR,-1.9,-11.4,300,6,0,NA,1013.3,METAR KAIG 170155Z AUTO 30006KT 10SM CLR M02/M11 A2992 RMK AO2 T10191114,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Langlade County Airport,45.154202,-89.110703,US,US-WI
KAIG,"Antigo/Langlade Cnty, WI, US",2025-11-17T03:15:00Z,2025-11-17 03:15:00,VFR,-3.1,-11.5,290,5,0,NA,1013.3,METAR KAIG 170315Z AUTO 29005KT 10SM CLR M03/M11 A2992 RMK AO2 T10311115,2025-11-17T03:33:17Z,2025-11-16T22:33:17Z,Langlade County Airport,45.154202,-89.110703,US,US-WI
KAIG,"Antigo/Langlade Cnty, WI, US",2025-11-17T03:55:00Z,2025-11-17 03:55:00,VFR,-4.4,-11.1,280,6,0,NA,1013.6,METAR KAIG 170355Z AUTO 28006KT 10SM CLR M04/M11 A2993 RMK AO2 T10441111 400381045,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Langlade County Airport,45.154202,-89.110703,US,US-WI
KAIK,"Aiken Muni, GA, US",2025-11-17T01:55:00Z,2025-11-16 20:55:00,VFR,16.7,2.4,340,5,0,NA,1010.2,METAR KAIK 170155Z AUTO 34005KT 10SM CLR 17/02 A2983 RMK AO2 T01670024,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Aiken Regional Airport,33.649399,-81.684998,US,US-SC
KAIK,"Aiken Muni, GA, US",2025-11-17T03:15:00Z,2025-11-16 22:15:00,VFR,11.7,2.7,0,0,0,NA,1011.3,METAR KAIK 170315Z AUTO 00000KT 10SM CLR 12/03 A2986 RMK AO2 T01170027,2025-11-17T03:33:17Z,2025-11-16T22:33:17Z,Aiken Regional Airport,33.649399,-81.684998,US,US-SC
KAIK,"Aiken Muni, GA, US",2025-11-17T03:55:00Z,2025-11-16 22:55:00,VFR,12,1.8,350,3,0,NA,1011.6,METAR KAIK 170355Z AUTO 35003KT 10SM CLR 12/02 A2987 RMK AO2 T01200018,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Aiken Regional Airport,33.649399,-81.684998,US,US-SC
KAIO,"Atlantic Muni, IA, US",2025-11-17T01:55:00Z,2025-11-16 19:55:00,VFR,5,-6,70,4,0,NA,1015.3,METAR KAIO 170155Z AUTO 07004KT 10SM CLR 05/M06 A2998 RMK AO2,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Atlantic Municipal Airport,41.40729904,-95.04689789,US,US-IA
KAIO,"Atlantic Muni, IA, US",2025-11-17T03:15:00Z,2025-11-16 21:15:00,VFR,4,-5,30,4,0,NA,1015.3,METAR KAIO 170315Z AUTO 03004KT 10SM CLR 04/M05 A2998 RMK AO2,2025-11-17T03:33:17Z,2025-11-16T22:33:17Z,Atlantic Municipal Airport,41.40729904,-95.04689789,US,US-IA
KAIO,"Atlantic Muni, IA, US",2025-11-17T03:55:00Z,2025-11-16 21:55:00,VFR,5,-6,0,0,0,NA,1015.3,METAR KAIO 170355Z AUTO 00000KT 10SM CLR 05/M06 A2998 RMK AO2,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Atlantic Municipal Airport,41.40729904,-95.04689789,US,US-IA
KAIT,"Aitkin Muni, MN, US",2025-11-17T01:55:00Z,2025-11-17 01:55:00,VFR,-8,-10,0,0,0,NA,1016.3,METAR KAIT 170155Z AUTO 00000KT 10SM CLR M08/M10 A3001 RMK AO2,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Aitkin Municipal Airport Steve Kurtz Field,46.548401,-93.676804,US,US-MN
KAIT,"Aitkin Muni, MN, US",2025-11-17T03:16:00Z,2025-11-17 03:16:00,VFR,-8,-9,0,0,0,NA,1016.7,METAR KAIT 170316Z AUTO 00000KT 10SM CLR M08/M09 A3002 RMK AO2,2025-11-17T03:33:17Z,2025-11-16T22:33:17Z,Aitkin Municipal Airport Steve Kurtz Field,46.548401,-93.676804,US,US-MN
KAIT,"Aitkin Muni, MN, US",2025-11-17T03:55:00Z,2025-11-17 03:55:00,VFR,-8,-9,0,0,0,NA,1017,METAR KAIT 170355Z AUTO 00000KT 10SM CLR M08/M09 A3003 RMK AO2,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Aitkin Municipal Airport Steve Kurtz Field,46.548401,-93.676804,US,US-MN
KAJG,"Mount Carmel Muni, IL, US",2025-11-17T01:55:00Z,2025-11-17 01:55:00,NA,4.5,-5.7,0,0,0,NA,1016.3,METAR KAJG 170155Z AUTO 00000KT 10SM 05/M06 A3001 RMK AO2 T00451057,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Mount Carmel Municipal Airport,38.606499,-87.7267,US,US-IL
KAJG,"Mount Carmel Muni, IL, US",2025-11-17T03:15:00Z,2025-11-17 03:15:00,VFR,2.5,-4.7,250,4,0,NA,1016.7,METAR KAJG 170315Z AUTO 25004KT 10SM CLR 03/M05 A3002 RMK AO2 T00251047,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Mount Carmel Municipal Airport,38.606499,-87.7267,US,US-IL
KAJG,"Mount Carmel Muni, IL, US",2025-11-17T03:55:00Z,2025-11-17 03:55:00,VFR,2.4,-3.8,250,4,0,NA,1016.7,METAR KAJG 170355Z AUTO 25004KT 10SM CLR 02/M04 A3002 RMK AO2 T00241038,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Mount Carmel Municipal Airport,38.606499,-87.7267,US,US-IL
KAJO,"Corona Muni, CA, US",2025-11-17T02:05:00Z,2025-11-17 02:05:00,VFR,14,13,VAR,NA,0,NA,1016.3,SPECI KAJO 170205Z AUTO 10SM SCT029 OVC060 14/13 A3001 RMK AO2 $,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Corona Municipal Airport,33.897701,-117.601997,US,US-CA
KAJO,"Corona Muni, CA, US",2025-11-17T02:56:00Z,2025-11-17 02:56:00,VFR,13.3,12.8,VAR,NA,0,NA,1016,METAR KAJO 170256Z AUTO 10SM BKN050 13/13 A3000 RMK AO2 SLP157 T01330128 51007 $,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Corona Municipal Airport,33.897701,-117.601997,US,US-CA
KAJO,"Corona Muni, CA, US",2025-11-17T03:56:00Z,2025-11-17 03:56:00,VFR,13.3,12.2,VAR,NA,0,NA,1016,METAR KAJO 170356Z AUTO 10SM BKN050 OVC075 13/12 A3000 RMK AO2 SLP156 T01330122 $,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Corona Municipal Airport,33.897701,-117.601997,US,US-CA
KAJR,"Cornelia/Habersham Cnty, GA, US",2025-11-17T01:55:00Z,2025-11-17 01:55:00,VFR,14,-4.3,330,5,0,NA,1011.6,METAR KAJR 170155Z AUTO 33005KT 10SM CLR 14/M04 A2987 RMK AO2 T01401043,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Habersham County Airport,34.499901,-83.556702,US,US-GA
KAJR,"Cornelia/Habersham Cnty, GA, US",2025-11-17T03:15:00Z,2025-11-17 03:15:00,VFR,11.1,-3.6,360,5,0,NA,1012.3,METAR KAJR 170315Z AUTO 36005KT 10SM CLR 11/M04 A2989 RMK AO2 T01111036,2025-11-17T03:33:17Z,2025-11-16T22:33:17Z,Habersham County Airport,34.499901,-83.556702,US,US-GA
KAJR,"Cornelia/Habersham Cnty, GA, US",2025-11-17T03:55:00Z,2025-11-17 03:55:00,VFR,11.5,-4.2,340,3,0,NA,1012.3,METAR KAJR 170355Z AUTO 34003KT 10SM CLR 12/M04 A2989 RMK AO2 T01151042,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Habersham County Airport,34.499901,-83.556702,US,US-GA
KAJZ,"Delta/Blake Fld, CO, US",2025-11-17T01:55:00Z,2025-11-17 01:55:00,VFR,7.7,4.8,50,10,0,NA,1014.6,METAR KAJZ 170155Z AUTO 05010KT 10SM CLR 08/05 A2996 RMK AO2 T00770048,2025-11-17T02:16:25Z,2025-11-16T21:16:25Z,Blake Field,38.7864,-108.064003,US,US-CO
KAJZ,"Delta/Blake Fld, CO, US",2025-11-17T03:15:00Z,2025-11-17 03:15:00,VFR,7.5,5,0,0,0,NA,1014.3,METAR KAJZ 170315Z AUTO 00000KT 10SM SCT075 BKN100 08/05 A2995 RMK AO2 T00750050,2025-11-17T03:33:18Z,2025-11-16T22:33:18Z,Blake Field,38.7864,-108.064003,US,US-CO
KAJZ,"Delta/Blake Fld, CO, US",2025-11-17T03:55:00Z,2025-11-17 03:55:00,VFR,7.1,4.8,50,7,0,NA,1014,METAR KAJZ 170355Z AUTO 05007KT 10SM SCT060 SCT075 BKN090 07/05 A2994 RMK AO2 T00710048,2025-11-17T04:08:46Z,2025-11-16T23:08:46Z,Blake Field,38.7864,-108.064003,US,US-CO
