[2025-09-11 00:20:19 EDT] Cleaned METARs — input: 106990 rows, kept: 37669 rows, dropped: 69321 rows, enriched: 37669 rows
[2025-09-11 00:40:33 EDT] Cleaned METARs — input: 108017 rows, kept: 37784 rows, dropped: 70233 rows, enriched: 37784 rows
[2025-09-11 00:51:32 EDT] Cleaned METARs — input: 109043 rows, kept: 37851 rows, dropped: 71192 rows, enriched: 37851 rows
[2025-09-11 01:01:50 EDT] Cleaned METARs — input: 110076 rows, kept: 38685 rows, dropped: 71391 rows, enriched: 38685 rows
[2025-09-11 01:27:30 EDT] Cleaned METARs — input: 111099 rows, kept: 38993 rows, dropped: 72106 rows, enriched: 38993 rows
[2025-09-11 01:42:00 EDT] Cleaned METARs — input: 112117 rows, kept: 39106 rows, dropped: 73011 rows, enriched: 39106 rows
[2025-09-11 01:52:31 EDT] Cleaned METARs — input: 113135 rows, kept: 39168 rows, dropped: 73967 rows, enriched: 39168 rows
[2025-09-11 02:15:42 EDT] Cleaned METARs — input: 114159 rows, kept: 40176 rows, dropped: 73983 rows, enriched: 40176 rows
[2025-09-11 02:45:18 EDT] Cleaned METARs — input: 115173 rows, kept: 40327 rows, dropped: 74846 rows, enriched: 40327 rows
[2025-09-11 02:57:27 EDT] Cleaned METARs — input: 116194 rows, kept: 40915 rows, dropped: 75279 rows, enriched: 40915 rows
[2025-09-11 03:20:02 EDT] Cleaned METARs — input: 117217 rows, kept: 41431 rows, dropped: 75786 rows, enriched: 41431 rows
[2025-09-11 03:32:58 EDT] Cleaned METARs — input: 118238 rows, kept: 41505 rows, dropped: 76733 rows, enriched: 41505 rows
[2025-09-11 03:43:25 EDT] Cleaned METARs — input: 119260 rows, kept: 41615 rows, dropped: 77645 rows, enriched: 41615 rows
[2025-09-11 03:53:55 EDT] Cleaned METARs — input: 120280 rows, kept: 41722 rows, dropped: 78558 rows, enriched: 41722 rows
[2025-09-11 04:17:47 EDT] Cleaned METARs — input: 121305 rows, kept: 42692 rows, dropped: 78613 rows, enriched: 42692 rows
[2025-09-11 04:42:01 EDT] Cleaned METARs — input: 122325 rows, kept: 42861 rows, dropped: 79464 rows, enriched: 42861 rows
[2025-09-11 04:54:49 EDT] Cleaned METARs — input: 123343 rows, kept: 43022 rows, dropped: 80321 rows, enriched: 43022 rows
[2025-09-11 05:16:33 EDT] Cleaned METARs — input: 124373 rows, kept: 43957 rows, dropped: 80416 rows, enriched: 43957 rows
[2025-09-11 05:33:21 EDT] Cleaned METARs — input: 125392 rows, kept: 44110 rows, dropped: 81282 rows, enriched: 44110 rows
[2025-09-11 06:15:56 EDT] Cleaned METARs — input: 126428 rows, kept: 45141 rows, dropped: 81287 rows, enriched: 45141 rows
[2025-09-11 06:36:16 EDT] Cleaned METARs — input: 127460 rows, kept: 45304 rows, dropped: 82156 rows, enriched: 45304 rows
[2025-09-11 06:46:45 EDT] Cleaned METARs — input: 128491 rows, kept: 45427 rows, dropped: 83064 rows, enriched: 45427 rows
[2025-09-11 06:57:01 EDT] Cleaned METARs — input: 129529 rows, kept: 45987 rows, dropped: 83542 rows, enriched: 45987 rows
[2025-09-11 07:16:43 EDT] Cleaned METARs — input: 130578 rows, kept: 46536 rows, dropped: 84042 rows, enriched: 46536 rows
[2025-09-11 07:28:21 EDT] Cleaned METARs — input: 131621 rows, kept: 46638 rows, dropped: 84983 rows, enriched: 46638 rows
[2025-09-11 07:40:27 EDT] Cleaned METARs — input: 132664 rows, kept: 46742 rows, dropped: 85922 rows, enriched: 46742 rows
[2025-09-11 07:50:55 EDT] Cleaned METARs — input: 133707 rows, kept: 46828 rows, dropped: 86879 rows, enriched: 46828 rows
[2025-09-11 08:02:36 EDT] Cleaned METARs — input: 134762 rows, kept: 47661 rows, dropped: 87101 rows, enriched: 47661 rows
[2025-09-11 08:40:43 EDT] Cleaned METARs — input: 135822 rows, kept: 48035 rows, dropped: 87787 rows, enriched: 48035 rows
[2025-09-11 08:53:13 EDT] Cleaned METARs — input: 136881 rows, kept: 48140 rows, dropped: 88741 rows, enriched: 48140 rows
[2025-09-11 09:19:02 EDT] Cleaned METARs — input: 137981 rows, kept: 49212 rows, dropped: 88769 rows, enriched: 49212 rows
[2025-09-11 09:38:00 EDT] Cleaned METARs — input: 139079 rows, kept: 49326 rows, dropped: 89753 rows, enriched: 49326 rows
[2025-09-11 09:48:27 EDT] Cleaned METARs — input: 140176 rows, kept: 49416 rows, dropped: 90760 rows, enriched: 49416 rows
[2025-09-11 09:59:18 EDT] Cleaned METARs — input: 141278 rows, kept: 50202 rows, dropped: 91076 rows, enriched: 50202 rows
[2025-09-11 10:24:18 EDT] Cleaned METARs — input: 142385 rows, kept: 50613 rows, dropped: 91772 rows, enriched: 50613 rows
[2025-09-11 10:40:51 EDT] Cleaned METARs — input: 143484 rows, kept: 50743 rows, dropped: 92741 rows, enriched: 50743 rows
[2025-09-11 10:51:41 EDT] Cleaned METARs — input: 144582 rows, kept: 50824 rows, dropped: 93758 rows, enriched: 50824 rows
[2025-09-11 11:02:08 EDT] Cleaned METARs — input: 145692 rows, kept: 51610 rows, dropped: 94082 rows, enriched: 51610 rows
[2025-09-11 11:26:03 EDT] Cleaned METARs — input: 146790 rows, kept: 51971 rows, dropped: 94819 rows, enriched: 51971 rows
[2025-09-11 11:38:23 EDT] Cleaned METARs — input: 147877 rows, kept: 52038 rows, dropped: 95839 rows, enriched: 52038 rows
[2025-09-11 11:48:41 EDT] Cleaned METARs — input: 148964 rows, kept: 52121 rows, dropped: 96843 rows, enriched: 52121 rows
[2025-09-11 11:58:57 EDT] Cleaned METARs — input: 150068 rows, kept: 52884 rows, dropped: 97184 rows, enriched: 52884 rows
[2025-09-11 12:29:42 EDT] Cleaned METARs — input: 151179 rows, kept: 53306 rows, dropped: 97873 rows, enriched: 53306 rows
[2025-09-11 12:45:21 EDT] Cleaned METARs — input: 152288 rows, kept: 53404 rows, dropped: 98884 rows, enriched: 53404 rows
[2025-09-11 12:59:50 EDT] Cleaned METARs — input: 153402 rows, kept: 54233 rows, dropped: 99169 rows, enriched: 54233 rows
[2025-09-11 13:03:44 EDT] Cleaned METARs — input: 154517 rows, kept: 54282 rows, dropped: 100235 rows, enriched: 54282 rows
[2025-09-11 13:19:49 EDT] Cleaned METARs — input: 155633 rows, kept: 54605 rows, dropped: 101028 rows, enriched: 54605 rows
[2025-09-11 13:30:16 EDT] Cleaned METARs — input: 156739 rows, kept: 54666 rows, dropped: 102073 rows, enriched: 54666 rows
[2025-09-11 13:36:51 EDT] Cleaned METARs — input: 157845 rows, kept: 54690 rows, dropped: 103155 rows, enriched: 54690 rows
[2025-09-11 13:42:45 EDT] Cleaned METARs — input: 158951 rows, kept: 54752 rows, dropped: 104199 rows, enriched: 54752 rows
[2025-09-11 13:48:29 EDT] Cleaned METARs — input: 160054 rows, kept: 54794 rows, dropped: 105260 rows, enriched: 54794 rows
[2025-09-11 13:53:59 EDT] Cleaned METARs — input: 161159 rows, kept: 54881 rows, dropped: 106278 rows, enriched: 54881 rows
[2025-09-11 13:59:54 EDT] Cleaned METARs — input: 162273 rows, kept: 55634 rows, dropped: 106639 rows, enriched: 55634 rows
[2025-09-11 14:19:44 EDT] Cleaned METARs — input: 163389 rows, kept: 55984 rows, dropped: 107405 rows, enriched: 55984 rows
[2025-09-11 14:39:46 EDT] Cleaned METARs — input: 164497 rows, kept: 56098 rows, dropped: 108399 rows, enriched: 56098 rows
[2025-09-11 14:49:14 EDT] Cleaned METARs — input: 165602 rows, kept: 56167 rows, dropped: 109435 rows, enriched: 56167 rows
[2025-09-11 14:54:27 EDT] Cleaned METARs — input: 166708 rows, kept: 56266 rows, dropped: 110442 rows, enriched: 56266 rows
[2025-09-11 15:00:39 EDT] Cleaned METARs — input: 167821 rows, kept: 56996 rows, dropped: 110825 rows, enriched: 56996 rows
[2025-09-11 15:14:03 EDT] Cleaned METARs — input: 168936 rows, kept: 57301 rows, dropped: 111635 rows, enriched: 57301 rows
[2025-09-11 15:24:27 EDT] Cleaned METARs — input: 170051 rows, kept: 57370 rows, dropped: 112681 rows, enriched: 57370 rows
[2025-09-11 15:29:58 EDT] Cleaned METARs — input: 171161 rows, kept: 57400 rows, dropped: 113761 rows, enriched: 57400 rows
[2025-09-11 15:36:49 EDT] Cleaned METARs — input: 172272 rows, kept: 57439 rows, dropped: 114833 rows, enriched: 57439 rows
[2025-09-11 15:42:26 EDT] Cleaned METARs — input: 173383 rows, kept: 57479 rows, dropped: 115904 rows, enriched: 57479 rows
[2025-09-11 15:48:37 EDT] Cleaned METARs — input: 174491 rows, kept: 57515 rows, dropped: 116976 rows, enriched: 57515 rows
[2025-09-11 15:54:42 EDT] Cleaned METARs — input: 175600 rows, kept: 57638 rows, dropped: 117962 rows, enriched: 57638 rows
[2025-09-11 16:00:09 EDT] Cleaned METARs — input: 176716 rows, kept: 58365 rows, dropped: 118351 rows, enriched: 58365 rows
[2025-09-11 16:14:40 EDT] Cleaned METARs — input: 177832 rows, kept: 58658 rows, dropped: 119174 rows, enriched: 58658 rows
[2025-09-11 16:30:11 EDT] Cleaned METARs — input: 178942 rows, kept: 58757 rows, dropped: 120185 rows, enriched: 58757 rows
[2025-09-11 16:37:29 EDT] Cleaned METARs — input: 180051 rows, kept: 58802 rows, dropped: 121249 rows, enriched: 58802 rows
[2025-09-11 16:43:43 EDT] Cleaned METARs — input: 181160 rows, kept: 58858 rows, dropped: 122302 rows, enriched: 58858 rows
[2025-09-11 16:49:54 EDT] Cleaned METARs — input: 182268 rows, kept: 58903 rows, dropped: 123365 rows, enriched: 58903 rows
